"Year","BLUE","H&C2023","OSCAR"
1850,586.791395,182.453716,232.641613
1851,592.268746,174.260609,226.282704
1852,611.310151,184.845173,238.855281
1853,613.646207,180.814443,236.327377
1854,629.607690,191.230389,248.474123
1855,639.053519,195.854723,254.929505
1856,640.341415,192.797482,253.790990
1857,642.287329,190.878901,253.864783
1858,647.251939,192.234288,257.262667
1859,644.515370,186.259220,253.349075
1860,599.243792,162.075574,230.791036
1861,606.120717,172.192355,242.332710
1862,596.270530,163.765301,235.471137
1863,589.825114,158.524352,231.584073
1864,588.890501,158.821173,233.083308
1865,578.978025,150.197619,225.548219
1866,589.863000,162.610885,238.968168
1867,590.203239,164.600217,241.906257
1868,583.750239,159.983980,238.198582
1869,586.837708,165.070345,244.165333
1870,638.556021,173.889520,255.270770
1871,662.480036,175.474822,260.277699
1872,680.866684,178.794260,266.509797
1873,691.616750,176.748209,267.181701
1874,707.461425,181.063082,274.195440
1875,720.364384,183.437537,279.261286
1876,724.563072,177.965060,276.461771
1877,729.681680,174.156662,275.297498
1878,762.585206,198.818899,302.567551
1879,749.450315,178.110557,284.428259
1880,778.418046,186.763826,296.134190
1881,796.665352,187.103223,299.843477
1882,811.270166,188.102798,303.868051
1883,818.559218,183.630740,302.224124
1884,832.818736,187.395207,308.733440
1885,844.009068,189.261025,313.272110
1886,850.424256,187.373223,313.982889
1887,860.193213,189.772996,318.905583
1888,868.195572,191.224013,322.797997
1889,873.234305,190.540384,324.470100
1890,1007.382358,285.416513,424.587398
1891,1004.993101,272.336143,419.452228
1892,1014.633488,275.128514,428.837674
1893,1017.858467,271.858834,431.548448
1894,1018.702726,266.095142,431.483412
1895,1033.923715,274.497170,445.421928
1896,1032.072186,265.891680,442.219189
1897,1038.533210,265.646156,447.250667
1898,1044.250406,264.725136,451.500357
1899,1053.166896,267.183423,459.030463
1900,1122.468379,238.874260,438.713693
1901,1189.753122,240.900819,447.472778
1902,1239.944719,240.284644,462.615064
1903,1281.025340,237.467760,458.825976
1904,1339.704044,257.284871,485.456953
1905,1364.972197,247.700433,483.131083
1906,1404.642032,255.843527,494.718996
1907,1446.561196,269.739503,518.210256
1908,1467.649788,266.216860,518.866478
1909,1508.308244,284.893441,538.858178
1910,1149.874805,180.929199,421.051784
1911,1025.772414,168.823417,385.897280
1912,953.825817,180.922971,388.543347
1913,873.563955,176.025119,363.537537
1914,813.411114,186.432820,357.575000
1915,746.723310,186.631519,349.744592
1916,701.436966,204.145439,350.324310
1917,647.871814,208.837558,337.758182
1918,594.253315,209.274160,326.961070
1919,546.236375,210.857118,321.517795
1920,699.776038,267.894496,369.444894
1921,750.835234,282.978561,388.640297
1922,779.463971,288.331958,400.741646
1923,794.203950,283.178799,392.427114
1924,814.818237,285.697469,393.767332
1925,837.235395,291.141660,398.292299
1926,852.890311,290.935340,401.026852
1927,866.964102,290.620712,404.460679
1928,880.526544,290.862243,406.628741
1929,896.149877,293.366221,413.942342
1930,1141.776523,360.999191,488.339386
1931,1221.425507,359.621417,506.706175
1932,1291.651527,370.176521,519.933691
1933,1343.341370,369.855921,540.349206
1934,1403.186618,381.881463,549.505725
1935,1440.232919,373.823960,557.887418
1936,1491.450656,381.133640,576.464741
1937,1516.887903,363.122039,575.132767
1938,1540.253084,342.113139,568.157830
1939,1575.769702,331.693969,579.457020
1940,1095.953366,182.284440,439.942562
1941,911.532705,168.098568,423.318408
1942,749.950085,139.165425,390.665500
1943,600.106664,105.431966,349.518816
1944,463.992692,83.215009,328.564657
1945,330.598800,57.190387,307.287369
1946,216.543243,44.685997,293.637613
1947,108.643059,33.500465,270.631577
1948,-3.527296,13.652174,231.585282
1949,-109.204677,-3.820306,209.701346
1950,196.196391,134.443445,363.130136
1951,313.426438,161.559170,387.053308
1952,408.840625,195.068978,420.485037
1953,500.834139,247.187730,427.660724
1954,561.178093,287.921077,433.025004
1955,644.860812,369.914472,465.398972
1956,715.661823,452.066592,487.682760
1957,763.647399,516.981387,479.792409
1958,805.394209,597.489982,505.506068
1959,1318.882375,675.341995,567.967669
1960,839.923305,686.185273,556.025227
1961,888.617536,724.732641,527.676236
1962,524.776327,510.662342,295.502076
1963,479.922408,487.943747,277.451087
1964,461.240588,447.416463,272.718042
1965,414.642569,395.445004,260.720567
1966,403.179525,345.101461,254.463957
1967,385.242560,284.927003,216.963723
1968,406.886431,265.214280,237.076189
1969,381.481610,228.222499,231.556446
1970,560.748050,320.049447,340.512924
1971,399.267582,179.530980,217.594224
1972,391.073669,163.615664,213.816494
1973,420.136957,153.407430,207.474806
1974,386.740623,118.667140,193.135779
1975,385.172504,92.584993,164.244369
1976,391.251630,80.792226,182.566861
1977,374.807451,63.067809,170.599431
1978,351.272993,31.469070,149.260808
1979,355.276865,12.329763,150.634148
1980,496.260441,75.248850,234.689239
1981,384.358033,-19.490392,147.665246
1982,384.284570,-34.779531,151.012639
1983,378.851884,-43.140999,137.206211
1984,368.173852,-70.996046,128.268726
1985,339.817936,-109.793299,96.897888
1986,340.899036,-120.235442,81.291299
1987,338.100986,-122.102617,96.841865
1988,325.039779,-122.388079,75.124824
1989,326.130478,-116.863390,76.090398
1990,335.756869,-115.252622,78.255272
1991,289.872414,-131.792395,58.943940
1992,164.030978,-153.117791,29.166942
1993,127.235221,-139.965899,4.039413
1994,81.445957,-155.449304,-16.198800
1995,12.235159,-183.261372,-58.507705
1996,440.798876,113.063016,263.316951
1997,40.629180,-207.739200,-22.830677
1998,21.028759,-208.422500,-14.049645
1999,34.664957,-249.276356,-1.271042
2000,-17.236738,-332.298126,-38.377579
2001,-39.504698,-385.132163,-54.160698
2002,-61.837951,-384.430141,-69.118136
2003,-35.004427,-377.703916,-61.973006
2004,-39.594356,-378.717086,-53.457210
2005,-19.596428,-367.662981,-54.147801
2006,22.695622,-348.213846,-16.704432
2007,61.696484,-341.624582,-24.853608
2008,34.119828,-340.493395,-42.872647
2009,208.419275,-234.371900,49.490747
2010,378.582653,-56.117897,212.272411
2011,96.239723,-245.530759,-2.196018
2012,338.416860,-59.259557,161.333138
2013,219.360822,-113.521382,78.491637
2014,96.843917,-182.498857,-13.738205
2015,401.906468,-12.269307,149.819604
2016,417.076308,-63.939951,122.856851
2017,433.238981,-80.100206,106.602908
