"Year","Coal","Oil","Gas","Cement","Flaring"
2000,129.620141,237.196947,173.423037,7.232124,16.248497
2001,127.083197,241.047036,165.500283,6.982743,15.672514
2002,124.437053,242.067364,171.754725,7.148304,16.025732
2003,123.534029,257.959186,174.245252,7.248136,15.498767
2004,115.875147,266.941814,170.262456,7.519955,15.999818
2005,116.966213,260.883867,170.635767,7.613986,15.669512
2006,114.306984,259.107308,168.469174,7.728498,16.021482
2007,119.147025,265.758658,182.186157,7.731020,16.082692
2008,112.985128,256.949782,181.849633,6.988372,15.316703
2009,93.593229,253.289046,175.258696,5.364043,14.377671
2010,96.047161,257.786777,179.267311,6.005436,14.705180
2011,86.995323,259.431774,195.479159,6.020141,14.901758
2012,81.697189,260.895636,198.321497,6.532305,15.795715
2013,79.213296,260.534503,204.679461,5.973037,16.676168
2014,76.836117,252.967342,211.232036,5.911522,16.902003
2015,78.423057,253.878942,213.776804,6.184772,16.097436
2016,73.693195,251.961022,209.553812,6.114245,14.092917
2017,72.858207,255.604330,214.306702,6.863102,14.813311
2018,60.973724,261.441492,230.016653,6.989642,15.484001
2019,58.625562,263.153540,231.565026,7.195404,15.905036
2020,48.517102,227.669979,221.474007,6.712529,16.426339
2021,45.893552,235.891009,228.710751,7.380351,17.163511
2022,35.796971,245.074114,240.394368,7.380351,17.163511
