"Year","Coal","Oil","Gas","Cement"
1959,910.977838,1258.457393,593.209698,30.233983
1960,917.963904,1281.630560,630.024800,28.798110
1961,887.442784,1297.316144,636.414816,28.698812
1962,920.818160,1334.747568,676.367072,29.878497
1963,987.008320,1359.256064,718.455440,31.435142
1964,1049.176590,1393.919074,759.071735,33.025685
1965,1090.618912,1464.691328,782.604752,33.294740
1966,1132.718272,1529.661376,842.207040,34.572618
1967,1163.048864,1589.194048,881.283600,33.593927
1968,1139.602928,1689.422768,936.360848,35.319774
1969,1157.999872,1781.627328,1018.082704,35.696994
1970,1168.090528,2038.081680,1059.211104,34.924149
1971,1107.406428,2097.304811,1096.927397,35.509772
1972,1124.840672,2269.173824,1115.673344,36.523491
1973,1220.645000,2325.412000,1174.859000,36.917057
1974,1199.284000,2227.518000,1134.215000,36.806315
1975,1195.032000,2190.401000,1042.504000,30.463225
1976,1281.173000,2350.634000,1062.805000,32.370021
1977,1315.721000,2478.369000,1041.058000,33.978903
1978,1314.183000,2524.703000,1045.228000,35.615820
1979,1427.458000,2441.955000,1080.485000,35.940399
1980,1453.794000,2244.480000,1058.054000,32.921692
1981,1502.932000,2101.662000,1032.089000,31.962156
1982,1449.085000,1994.492000,960.901000,28.440770
1983,1504.796000,1978.102000,901.094000,30.439505
1984,1616.103000,2034.553000,962.252000,32.914975
1985,1655.025000,2023.868000,926.516000,31.708005
1986,1635.733000,2112.125000,867.866000,32.853615
1987,1709.484000,2143.159000,922.972000,32.975761
1988,1792.727000,2241.183000,964.373000,33.248027
1989,1813.144000,2239.805000,1026.955000,33.264207
1990,1814.520648,2178.911668,1023.151396,33.484143
1991,1797.739040,2119.828368,1042.996877,32.736467
1992,1819.076068,2171.389011,1081.594825,32.992976
1993,1880.750060,2179.569626,1110.157262,34.837973
1994,1894.586970,2226.839187,1137.466072,36.310432
1995,1913.487693,2218.051723,1186.276649,37.075279
1996,1993.661816,2305.572675,1206.217516,37.308895
1997,2039.019948,2326.319035,1213.877770,38.560746
1998,2063.092031,2370.752359,1191.004703,39.460871
1999,2063.440493,2433.326291,1197.990198,40.238725
2000,2163.758540,2487.796680,1251.263528,41.445309
2001,2099.619164,2502.392811,1198.818992,41.613367
2002,2103.791273,2495.596924,1237.949366,43.163872
2003,2143.992873,2557.467258,1201.023067,43.349101
2004,2164.773056,2630.825426,1204.495934,45.885581
2005,2188.244048,2642.691825,1186.858213,46.194121
2006,2152.458666,2609.707775,1173.211432,46.850744
2007,2175.188858,2592.216389,1247.390985,45.508881
2008,2135.724367,2414.707583,1252.780649,41.415652
2009,1872.448703,2280.345071,1231.606639,29.614644
2010,1982.953819,2300.573667,1290.495261,31.449235
2011,1873.283961,2252.414020,1310.706805,32.208358
2012,1658.491257,2196.024640,1372.072485,35.270345
2013,1720.408281,2224.627530,1410.481513,36.369227
2014,1710.593544,2247.931336,1435.209036,39.439018
2015,1479.144819,2285.675597,1476.136419,39.907292
2016,1347.943365,2299.961190,1481.873355,39.439018
2017,1308.715965,2315.177042,1460.655677,40.323535
2018,1256.631084,2366.168586,1619.274537,38.970745
2019,1071.665689,2360.998569,1675.471471,40.895869
2020,877.920266,2047.544399,1656.254832,40.687747
2021,1004.530863,2239.013975,1659.225507,41.312112
2022,934.697523,2249.519055,1743.539148,41.417758
2023,763.608727,2243.345847,1768.433999,39.776365
