"Year","BLUE","H&C2023","OSCAR"
1850,8.846801,41.430680,76.512637
1851,9.938673,40.456532,76.775456
1852,10.853208,39.854097,76.698952
1853,11.338834,38.987342,76.316833
1854,11.910418,38.573786,76.154005
1855,12.357280,38.696603,76.140741
1856,12.019166,38.360541,75.648849
1857,12.709024,39.348465,76.423895
1858,12.962133,40.559967,77.091586
1859,13.359970,42.347120,78.303710
1860,14.849972,43.829061,79.725562
1861,15.814007,45.878226,81.559980
1862,16.429926,48.438190,83.390588
1863,16.754519,51.180328,85.469395
1864,17.483985,54.443303,88.356774
1865,17.572727,56.819407,90.802201
1866,17.896185,59.370210,93.590651
1867,18.169446,62.098608,96.521228
1868,18.357153,64.767356,99.580925
1869,18.434317,67.104841,102.631608
1870,24.292870,68.969414,105.991606
1871,27.537818,70.708678,109.462879
1872,29.192920,71.477715,111.794429
1873,30.331581,71.877421,113.846159
1874,31.370948,72.186040,115.873890
1875,32.362756,72.424749,117.846368
1876,33.208481,72.186809,119.547856
1877,33.709972,71.092519,120.617195
1878,34.324022,69.823712,121.460428
1879,34.815291,68.428644,121.939459
1880,31.028950,67.299656,123.720346
1881,29.565366,66.221341,125.076649
1882,28.965239,65.112688,125.140769
1883,28.677835,63.979962,124.916459
1884,28.373796,62.817118,124.451387
1885,28.193857,62.024815,124.088651
1886,28.278166,61.868728,124.109316
1887,28.141242,61.797537,124.086343
1888,28.264646,62.209884,124.490739
1889,28.290110,62.646596,124.929063
1890,37.758986,63.364520,126.713614
1891,42.064222,63.842086,127.916029
1892,44.898656,64.741048,128.499118
1893,46.983289,65.804304,129.218398
1894,48.599223,66.814432,130.077423
1895,49.909213,67.579622,130.988110
1896,51.088324,68.237823,131.974569
1897,51.976002,68.727040,132.845208
1898,52.584079,68.990116,133.594643
1899,53.395802,69.430125,134.648189
1900,47.510758,69.580386,136.240161
1901,45.231494,69.538287,136.811562
1902,44.155450,69.486917,133.715042
1903,43.298001,69.061087,139.653470
1904,42.787789,68.607008,139.591512
1905,42.444326,68.046489,135.989800
1906,42.169013,67.307277,141.754004
1907,41.972109,66.416705,140.085859
1908,41.854861,65.420976,139.470050
1909,41.714127,64.260588,139.424360
1910,34.786346,63.001820,143.664964
1911,31.256228,61.689192,140.287928
1912,28.840846,60.298008,138.421047
1913,26.677474,58.527673,138.243343
1914,25.143614,56.970950,137.763579
1915,24.188409,55.698040,135.013197
1916,22.682542,53.615898,137.072219
1917,21.854734,51.964643,136.095506
1918,21.069282,50.153895,132.414798
1919,20.387265,48.287673,129.053628
1920,42.984656,46.804852,132.372736
1921,52.842355,44.049780,133.148441
1922,60.087035,42.330119,126.542029
1923,64.884310,39.911732,122.536398
1924,68.749134,37.672442,119.034493
1925,71.792782,35.551352,115.400172
1926,74.060285,33.138462,112.319993
1927,76.359226,31.021329,109.075668
1928,78.764385,29.310864,105.734833
1929,81.128984,27.943349,102.268322
1930,55.818622,25.833288,102.242711
1931,43.319032,24.077463,97.981259
1932,35.413256,22.884794,94.754777
1933,29.213622,21.675455,93.317866
1934,23.682447,20.659720,90.861118
1935,19.342696,20.226013,85.452834
1936,15.752232,19.973233,85.152862
1937,12.611158,20.018704,82.129476
1938,10.228239,20.732964,80.669592
1939,7.441144,20.963832,81.406349
1940,8.432879,22.008695,80.673146
1941,9.122591,23.427103,83.718003
1942,9.320190,25.051647,84.935184
1943,9.130798,26.920141,81.821334
1944,8.813569,28.949520,80.274063
1945,8.533053,31.246702,80.975426
1946,7.736499,33.417439,79.795801
1947,7.337710,36.180644,83.352006
1948,6.969881,38.952021,81.934698
1949,6.642869,41.473585,85.454666
1950,124.504955,43.594748,100.697492
1951,181.224408,46.015333,102.607865
1952,220.444963,49.727771,101.949591
1953,255.023047,52.547586,101.414500
1954,280.333666,54.510281,100.467503
1955,301.391993,56.575164,104.030303
1956,320.848199,58.685006,107.935394
1957,345.719102,60.630736,100.950638
1958,352.285722,62.142612,94.878987
1959,365.261485,64.018214,90.898381
1960,340.669670,66.820734,79.728457
1961,331.603725,67.510482,66.240796
1962,228.505946,70.176995,71.112194
1963,257.783285,73.967476,75.763276
1964,279.849615,83.159536,79.119390
1965,315.773010,85.851074,76.379817
1966,257.275235,99.718288,80.360973
1967,449.317786,97.431732,114.892781
1968,239.205632,89.154353,108.600484
1969,144.322981,84.795915,80.567403
1970,85.265567,76.439577,85.579828
1971,82.748692,54.453928,90.874601
1972,16.969156,46.623631,84.413357
1973,14.246035,57.905123,104.059359
1974,-15.785501,55.429578,109.045733
1975,57.460387,38.847230,106.038542
1976,44.238843,50.514396,105.112979
1977,168.780365,58.723697,108.835712
1978,128.545981,64.085192,107.644949
1979,117.658221,69.213070,101.493569
1980,105.513417,71.892993,99.179094
1981,155.541527,73.187008,99.625296
1982,84.382396,73.939740,91.155410
1983,256.123786,73.281319,94.575241
1984,122.390717,70.574502,94.195651
1985,69.851962,55.657919,87.059205
1986,26.345552,47.376839,86.177536
1987,-10.828586,42.183082,89.811199
1988,-25.568161,34.129537,86.346190
1989,-35.879647,28.375921,80.850337
1990,-14.623134,22.994678,76.388611
1991,-48.492124,22.060065,86.500701
1992,26.880643,30.635180,80.991511
1993,42.261016,20.443141,77.540243
1994,25.666906,40.843927,78.255602
1995,192.596951,42.522369,85.505669
1996,203.210057,53.781877,69.055811
1997,137.503801,53.566764,65.377815
1998,202.493122,60.649093,64.363546
1999,150.586296,65.181204,62.296977
2000,206.099853,69.602920,86.519717
2001,110.006507,66.263257,71.823340
2002,66.118712,65.532582,48.141076
2003,222.968800,64.008358,61.677651
2004,185.910957,46.436034,79.012548
2005,73.176382,42.562050,68.763900
2006,26.430301,48.472925,60.997649
2007,79.053695,57.013892,54.232440
2008,265.269020,42.189238,55.415252
2009,105.848307,52.653146,50.096113
2010,524.519077,53.963245,83.536049
2011,268.689914,54.733748,56.830728
2012,158.584772,55.357471,15.679428
2013,157.521809,55.184567,2.484888
2014,82.190005,48.850976,2.348294
2015,36.136860,38.144072,-4.259950
2016,90.707889,28.912917,37.623784
2017,44.488691,19.928789,26.879287
2018,23.575202,13.950643,-11.182638
2019,9.732976,6.570944,-23.621222
2020,3.327022,6.444500,-9.675012
2021,-6.156473,7.308544,-9.483128
2022,-15.401624,5.831916,-13.354034
