"Year","BLUE","H&C2023","OSCAR"
1969,82.519948,21.175722,25.758799
1970,83.250404,18.538521,24.691733
1971,82.828787,15.854897,25.951856
1972,81.841302,13.207328,24.832833
1973,80.073239,10.575367,24.635637
1974,78.676669,8.143680,26.509809
1975,76.764281,5.744602,24.891824
1976,70.359462,3.034195,25.382726
1977,65.229826,-0.136264,22.116967
1978,60.437387,-1.915209,20.028706
1979,56.880705,-3.626224,18.199674
1980,56.165346,-4.758254,18.107561
1981,56.043481,-5.530698,19.187086
1982,56.790424,-6.038455,16.664348
1983,58.263243,-5.710564,16.934752
1984,56.372106,0.467563,16.275891
1985,74.250960,1.561524,18.121411
1986,65.084695,4.197698,17.624793
1987,69.062883,8.273715,18.198319
1988,74.431229,12.770066,20.540054
1989,77.417169,13.715744,19.504938
1990,77.432265,24.767797,17.555616
1991,86.970866,29.974891,19.754822
1992,91.125878,32.661226,16.573261
1993,78.490977,34.857391,18.620961
1994,75.034909,37.798593,18.062384
1995,80.144174,36.477282,20.400016
1996,75.641558,32.117452,21.581656
1997,70.715493,31.150009,20.070842
1998,68.523762,30.396654,20.062855
1999,67.289507,22.181893,18.269950
2000,57.644503,19.047194,21.147765
2001,54.146336,16.233096,18.918111
2002,46.074507,14.648892,16.474297
2003,40.370318,12.284476,15.339263
2004,38.187161,10.215525,17.138726
2005,30.580587,7.760499,14.828464
2006,34.358171,5.160048,17.375787
2007,42.149740,3.588412,14.034109
2008,32.311534,1.292989,13.467215
2009,22.698407,-0.634788,13.681120
2010,10.803451,-2.363646,12.606065
2011,6.980213,-3.802682,12.121098
2012,8.301378,-6.303546,9.799771
2013,5.025139,-6.778400,9.067008
2014,1.483114,-7.507316,9.223680
2015,1.110888,-7.419197,7.809926
2016,-0.899622,-7.010404,8.835150
2017,-4.086239,-6.173840,8.940710
2018,-2.617378,-6.221912,8.668291
2019,-0.619179,-5.467164,9.199608
2020,-0.200238,-4.280541,11.061396
2021,0.298176,-4.145010,12.260000
2022,1.126277,-4.299044,12.063354
