"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0,"NaN",0,0.591356,"NaN","NaN",6.730964,44.925752,1.380187
1966,"NaN",0,"NaN",0,0.589646,"NaN","NaN",7.176052,45.616635,1.120315
1967,"NaN",0,"NaN",0,0.594401,"NaN","NaN",7.387525,45.992233,1.240296
1968,"NaN",0,"NaN",0,0.689785,"NaN","NaN",8.099282,46.228155,1.186716
1969,"NaN",0,"NaN",0,0.609201,"NaN","NaN",7.945554,47.240962,1.399104
1970,"NaN",0.027108,"NaN",0,0.695215,"NaN","NaN",8.839573,42.040684,1.769983
1971,3.394489,0.027986,"NaN",0,0.679467,"NaN","NaN",9.392991,44.065035,1.527415
1972,3.176884,0.035498,"NaN",0,0.649902,"NaN","NaN",10.373789,43.175527,1.265385
1973,3.203202,0.027544,"NaN",0,1.275275,"NaN","NaN",11.612357,42.761392,1.366374
1974,2.948359,0.027546,"NaN",0.415831,2.089175,"NaN","NaN",12.083725,42.029733,1.672838
1975,2.736946,0.028420,"NaN",0.993652,2.137122,"NaN","NaN",12.177129,39.070890,1.601488
1976,2.414849,0.026648,"NaN",0.999348,2.030579,"NaN","NaN",13.489838,39.742764,1.594253
1977,2.627932,0.027533,"NaN",0.625971,2.298002,"NaN","NaN",13.865720,41.191018,1.483527
1978,2.535390,0.027082,"NaN",1.089761,3.037782,"NaN","NaN",13.270879,39.427855,1.779595
1979,2.551866,0.039572,"NaN",0.996911,4.112674,"NaN","NaN",13.428219,41.738291,1.631591
1980,2.645157,0.040603,"NaN",0.852931,5.751231,"NaN","NaN",14.403859,38.154242,1.431608
1981,2.548603,0.035123,"NaN",1.010337,5.490514,"NaN","NaN",14.817403,35.217688,1.335299
1982,2.303653,0.045683,"NaN",0.660454,6.474892,"NaN","NaN",16.571270,32.986685,1.327601
1983,2.530233,0.060624,"NaN",1.183991,6.674170,"NaN","NaN",17.542458,32.880083,1.186224
1984,2.612312,0.044296,"NaN",1.589158,7.093111,"NaN","NaN",18.389752,30.826844,0.867077
1985,2.471810,0.045534,"NaN",1.944722,7.259056,"NaN","NaN",18.506555,28.230645,1.259895
1986,2.234886,0.046340,"NaN",1.897280,7.280733,"NaN","NaN",19.697755,29.240114,1.417757
1987,2.372851,0.039017,"NaN",2.115561,7.472415,"NaN","NaN",19.413580,30.742998,1.549914
1988,2.236801,0.044589,"NaN",1.868899,5.125655,"NaN","NaN",22.337788,30.485126,1.564507
1989,1.895742,0.037871,"NaN",1.600262,4.364327,"NaN","NaN",23.118131,27.571268,1.667921
1990,2.041200,0.046838,"NaN",2.278834,5.777363,0,0,21.764825,25.366497,1.352979
1991,2.159835,0.045477,"NaN",2.393177,5.102760,0,0,21.848359,26.128999,1.173767
1992,2.151227,0.044500,"NaN",2.154796,6.077626,0,0,23.299474,27.101262,1.304964
1993,2.261424,0.032420,"NaN",2.326567,7.435733,0,0,24.271316,26.214532,0.853785
1994,2.227715,0.032989,"NaN",2.439088,8.422211,0,0,24.616544,27.295425,0.737470
1995,2.397177,0.039138,"NaN",2.065454,8.073458,0,0,27.039344,26.737087,0.763775
1996,2.359862,0.072421,"NaN",2.153022,6.759509,0,0.002893,30.638012,26.430771,0.790083
1997,2.233612,0.057357,"NaN",2.270553,8.299721,0,0.004337,27.897761,27.671429,0.615920
1998,2.327203,0.065619,"NaN",2.101189,7.778392,0.000005,0.009560,29.480014,28.146227,0.818439
1999,2.357813,0.082146,"NaN",1.980414,6.214282,0.000008,0.010101,30.909411,28.199161,0.970934
2000,2.371383,0.119669,"NaN",1.702106,8.205603,0.000010,0.009981,31.363847,25.728534,0.729565
2001,2.203066,0.111299,"NaN",1.911390,10.321990,0.000012,0.013928,29.040731,23.565716,0.591365
2002,2.057990,0.160763,"NaN",1.549282,9.923630,0.000013,0.020360,27.972863,22.128193,0.435810
2003,2.359465,0.264375,"NaN",1.980262,9.219176,0.000018,0.021262,31.627583,22.336711,0.526094
2004,2.242402,0.257815,"NaN",2.025776,8.172361,0.000019,0.019436,34.268678,23.710880,0.886279
2005,2.351390,0.269573,"NaN",1.740093,9.027523,0.000021,0.018922,36.201327,24.570767,1.010018
2006,1.998386,0.304586,"NaN",1.922498,9.864191,0.000023,0.018070,37.070282,25.654783,0.904980
