"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.551050,2.293244,1.188185,"NaN",0.106622,0.049776
2001,0.699594,2.373799,1.228845,"NaN",0.123264,0.061249
2002,0.721641,2.381073,1.335724,"NaN",0.104374,0.065383
2003,0.968712,2.445344,1.424094,"NaN",0.094998,0.066031
2004,0.890570,2.588121,1.303279,"NaN",0.100358,0.069262
2005,1.021498,2.584399,1.310168,"NaN",0.110556,0.069138
2006,1.190840,2.488811,1.336009,"NaN",0.098573,0.068909
2007,1.502385,2.625216,1.247113,"NaN",0.114885,0.073073
2008,1.317855,2.678191,1.429009,"NaN",0.116622,0.085228
2009,1.361955,2.690384,1.515629,"NaN",0.114451,0.097798
2010,1.546630,2.848443,1.585713,"NaN",0.174424,0.101010
2011,1.786556,3.054391,1.538435,"NaN",0.123334,0.106585
2012,1.820540,3.211590,1.546964,"NaN",0.126340,0.117650
2013,1.586723,3.105390,1.602197,"NaN",0.166038,0.127525
2014,1.688651,3.092677,1.585505,"NaN",0.147864,0.159578
2015,1.916186,2.949044,1.647200,"NaN",0.133210,0.132418
2016,1.959538,2.844787,1.606708,"NaN",0.179995,0.207506
2017,2.037993,3.051072,1.555752,"NaN",0.178510,0.211994
2018,2.360626,3.147840,1.603029,"NaN",0.206078,0.399806
2019,2.884432,3.068055,1.583957,"NaN",0.200807,0.487217
2020,2.755368,2.700139,1.350635,"NaN",0.229984,0.569305
2021,2.747627,2.811102,1.334905,"NaN",0.232647,0.631512
2022,4.379438,3.064316,1.332540,"NaN",0.256182,0.741219
