"Year","BLUE","H&C2023","OSCAR"
1850,14.873055,8.093007,4.013765
1851,14.905592,6.494330,3.898972
1852,14.923619,5.176023,3.801070
1853,14.914935,4.049233,3.675175
1854,14.927686,3.094761,3.565438
1855,14.923069,2.236542,3.433534
1856,14.916547,1.458528,3.287194
1857,14.923655,0.756616,3.147779
1858,14.930140,0.098781,3.001146
1859,14.950073,-0.533881,2.862610
1860,14.832532,-1.168596,2.703812
1861,14.787318,-1.798035,2.532923
1862,14.781089,-2.382736,2.387462
1863,14.786402,-2.932263,2.251601
1864,14.784533,-3.457937,2.110391
1865,14.797247,-3.935979,1.987024
1866,14.802963,-4.389362,1.861312
1867,14.795635,-4.822154,1.732596
1868,14.806847,-5.211893,1.623555
1869,14.816483,-5.586794,1.520230
1870,13.057910,-5.942752,1.371582
1871,12.317196,-6.283504,1.210622
1872,11.810061,-6.610919,1.091396
1873,11.388005,-6.927342,0.979351
1874,11.046813,-7.208187,0.892990
1875,10.746549,-7.471849,0.812748
1876,10.471382,-7.725617,0.731261
1877,10.226334,-7.953884,0.663184
1878,10.019538,-8.157786,0.606758
1879,9.833516,-8.334831,0.563596
1880,9.484997,-8.493225,0.519189
1881,9.225036,-8.632714,0.476064
1882,9.000689,-8.749302,0.443491
1883,8.795249,-8.838484,0.422349
1884,8.606553,-8.912204,0.400512
1885,8.436104,-8.954523,0.393330
1886,8.303833,-8.964562,0.406374
1887,8.149945,-8.352381,0.405641
1888,8.033100,-7.602617,0.458403
1889,7.905666,-6.826179,0.503470
1890,7.528934,-5.993315,0.541100
1891,7.302902,-5.088563,0.582210
1892,7.138901,-4.105732,0.640064
1893,6.997507,-3.082963,0.702682
1894,6.845781,-2.078257,0.743829
1895,6.727470,-1.103817,0.798496
1896,6.603407,-0.009307,0.839642
1897,6.493304,1.331058,0.895225
1898,6.399836,2.755548,0.965757
1899,6.297830,4.031169,1.030683
1900,6.112615,4.944202,1.110888
1901,5.959056,5.636734,0.998587
1902,5.826310,6.362573,1.281704
1903,5.697740,7.225371,1.155626
1904,5.587783,7.779844,1.486045
1905,5.477607,7.705099,1.192156
1906,5.374868,6.815773,1.310173
1907,5.275977,4.800866,1.315083
1908,5.188297,1.919680,1.192449
1909,5.102083,-0.048585,0.916440
1910,16.769468,-1.176107,1.286577
1911,21.828683,-2.055101,2.005014
1912,25.263793,-2.800468,2.004794
1913,28.003879,-3.504469,2.010400
1914,30.326195,-4.195573,1.963794
1915,32.334324,-4.901296,1.736883
1916,34.104109,-5.650108,1.584790
1917,35.665266,-6.478538,1.576509
1918,37.059235,-7.388932,1.481135
1919,38.313862,-8.380997,1.347326
1920,41.909895,-9.441432,1.543826
1921,44.008964,-10.562469,1.436178
1922,45.671467,-11.665004,1.035410
1923,47.107901,-12.765046,0.740678
1924,48.336880,-13.846293,0.777171
1925,49.473929,-14.861953,0.449206
1926,50.471563,-15.864864,0.248676
1927,51.387050,-16.818713,0.104571
1928,52.200348,-17.736618,0.268535
1929,52.952934,-18.595313,0.308619
1930,70.488179,-19.309280,0.682896
1931,78.203793,-20.057689,1.877873
1932,83.431442,-20.776932,1.393492
1933,87.623497,-21.420550,2.328179
1934,91.118404,-22.006460,1.842003
1935,94.161722,-22.525686,2.374125
1936,96.815631,-23.006989,2.740965
1937,99.144469,-23.455902,2.381160
1938,101.209133,-23.865757,2.965495
1939,103.072717,-24.208817,3.225602
1940,94.527170,-24.625231,3.396418
1941,91.796977,-24.924616,2.818019
1942,90.355999,-25.207111,3.111762
1943,89.347556,-25.508182,3.000706
1944,88.602921,-25.796795,3.339663
1945,88.007851,-26.113291,3.139242
1946,87.514310,-26.445689,3.586213
1947,87.103356,-26.753868,3.301154
1948,86.757914,-27.055819,3.625235
1949,86.483297,-27.355461,3.595153
1950,109.952903,-27.613809,4.727513
1951,121.109453,-27.803385,6.208172
1952,127.054696,-27.903888,6.427828
1953,136.801192,-27.025884,7.209396
1954,137.667289,-25.084513,7.451623
1955,139.927977,-18.516354,7.464704
1956,141.665299,-10.577125,7.988143
1957,142.418874,-2.446746,8.392209
1958,139.714622,10.249307,8.807230
1959,133.502383,22.021153,8.902054
1960,88.190831,29.825290,6.696620
1961,83.542131,47.116072,5.780180
1962,132.707112,57.884788,8.320321
1963,84.212826,66.929812,9.484557
1964,70.641883,74.657041,7.658126
1965,79.201867,78.728771,9.359065
1966,57.276747,76.732294,9.738069
1967,78.401246,92.918087,11.114964
1968,155.520202,87.569234,14.847774
1969,83.357685,86.690973,14.374568
1970,82.320334,98.466922,11.374558
1971,113.947139,91.396172,12.910251
1972,79.800528,64.909409,11.722748
1973,55.168921,58.380161,8.972806
1974,40.079946,40.745585,8.355019
1975,37.475795,30.846117,8.140675
1976,49.122112,22.544812,8.766193
1977,44.112545,28.993892,8.160278
1978,102.129054,29.742044,11.431350
1979,52.475698,30.393906,11.902284
1980,43.702067,17.058778,9.261749
1981,6.091950,10.410413,8.531221
1982,-5.057712,10.233442,6.075132
1983,64.630175,12.234829,8.995450
1984,45.569388,13.211834,9.547102
1985,30.365693,19.023012,10.085710
1986,69.252055,30.344992,13.047138
1987,32.614693,27.622017,14.442975
1988,46.340110,51.812477,14.099841
1989,23.195648,47.995505,11.667605
1990,27.879852,46.647556,10.890361
1991,15.021301,34.966724,11.392622
1992,12.347533,21.480017,9.865943
1993,29.018220,2.570186,9.846231
1994,7.275128,-1.237882,10.021663
1995,-1.086229,-7.058403,8.730140
1996,-4.535043,-7.632625,8.540747
1997,17.879697,-8.416721,10.865042
1998,12.964551,-10.219739,13.250819
1999,-1.771178,-11.100235,12.367282
2000,9.654420,-12.733023,14.031801
2001,20.260418,-14.408130,13.785031
2002,-5.237175,-15.533052,11.762649
2003,39.482238,-11.297651,12.218780
