"Year","Coal","Oil","Gas","Cement"
1959,180.331088,71.796080,2.843264,6.919677
1960,198.089463,84.788840,6.228925,7.006900
1961,204.843352,94.301953,8.933348,7.603021
1962,208.462846,105.654028,10.425602,8.344316
1963,200.151822,119.180688,9.712972,8.962145
1964,203.889823,143.563092,10.757907,10.644931
1965,184.404899,157.580161,10.427206,11.055492
1966,180.900195,176.297793,11.651090,11.517046
1967,176.793279,202.629558,13.170181,12.051286
1968,169.450399,220.617461,15.609273,12.549183
1969,167.366164,244.532892,17.860806,13.614028
1970,153.506959,272.740716,19.839542,14.337371
1971,142.387892,307.239503,23.875791,14.192393
1972,126.187446,339.293886,28.366227,14.544995
1973,120.801021,365.208110,32.530131,14.811880
1974,121.254899,345.037508,33.867748,15.466331
1975,110.125426,314.193512,39.082530,14.032649
1976,124.309172,340.145857,40.250028,13.824303
1977,123.506339,322.262474,42.739959,13.442837
1978,120.039823,344.776581,46.082495,12.953727
1979,126.012154,340.226531,48.895274,13.208750
1980,127.011583,318.133314,49.836175,13.220485
1981,111.730753,282.155273,50.810695,12.710101
1982,114.719620,264.139598,48.890564,11.668570
1983,101.524988,257.471791,53.412093,10.838803
1984,99.964956,247.276613,54.762044,9.957611
1985,97.002516,241.211235,56.699545,10.224460
1986,79.504438,244.012964,56.659449,10.108146
1987,74.479919,248.816698,54.366176,10.042295
1988,76.672519,243.550024,54.638296,10.684033
1989,80.728235,252.034123,55.634680,11.222542
1990,80.380002,233.805101,58.983514,10.937299
1991,85.957168,245.466236,66.654816,10.386081
1992,77.898022,243.950970,67.699674,9.343435
1993,63.045108,240.187525,67.880976,8.591869
1994,61.754337,234.380043,67.454730,8.775433
1995,62.892797,237.055670,68.613232,8.635400
1996,65.256403,244.138518,75.741000,8.435577
1997,61.208876,241.710267,75.004985,8.111454
1998,71.224858,247.829421,76.788834,8.686273
1999,66.294074,248.092060,80.607179,8.386277
2000,65.595243,239.200974,84.108370,8.560925
2001,56.020004,249.217923,88.302755,8.655330
2002,58.498414,242.884777,87.807607,8.642742
2003,59.119374,244.742048,91.503171,8.555680
2004,58.165454,244.675582,93.087593,9.064842
2005,62.002118,241.795320,94.816216,9.108285
2006,59.429603,236.563583,92.190350,9.307099
2007,61.306646,227.298876,89.040082,9.477921
2008,56.112691,223.303487,91.927126,8.879584
2009,45.106392,219.244735,90.555329,7.679229
2010,49.002181,215.554174,95.998857,7.887542
2011,42.042778,208.283142,87.586470,8.065248
2012,46.708730,204.385151,90.407522,7.501860
2013,49.448571,203.403125,90.990985,7.299551
2014,39.449149,197.148146,76.263407,6.974620
2015,37.940883,198.791875,81.212749,6.606094
2016,35.852512,196.002000,88.856488,6.639023
2017,39.819192,195.042036,89.009934,6.483218
2018,35.012703,188.833261,84.615399,6.701300
2019,29.343196,186.757905,86.144116,6.806672
2020,23.856452,165.557812,80.071975,6.197229
2021,30.421443,178.826502,85.260869,6.494590
2022,27.960552,179.344418,77.923666,6.494590
