"Year","BLUE","H&C2023","OSCAR"
1958,272.425581,88.507291,96.024024
1959,245.924566,91.402144,96.264199
1960,163.652523,94.127684,87.444768
1961,218.602264,95.171081,93.598052
1962,305.000483,96.633860,107.024671
1963,261.326519,97.524395,109.987931
1964,243.596167,101.334002,106.266919
1965,244.718707,102.479222,104.921901
1966,238.495622,100.249055,106.967036
1967,231.379695,101.612063,102.012282
1968,217.544138,102.985147,101.019558
1969,244.179952,104.433453,105.901178
1970,204.207910,107.907951,109.005979
1971,406.094164,116.922197,127.212981
1972,522.969938,128.404550,159.912972
1973,550.398605,135.763071,175.975361
1974,416.741455,143.001340,171.554049
1975,347.448620,142.885631,159.522682
1976,349.477999,138.645943,153.237017
1977,338.019279,130.920143,145.933163
1978,310.369526,131.165997,144.351194
1979,265.707234,123.917213,130.586682
1980,290.535268,121.698038,136.666028
1981,311.876346,118.047888,136.699407
1982,224.396697,110.599342,125.776803
1983,191.615072,109.946417,117.049448
1984,289.178122,109.897613,123.577010
1985,238.561684,110.773272,125.666663
1986,286.024554,108.825783,123.842980
1987,201.565214,102.911904,118.050563
1988,138.814011,96.761587,105.483079
1989,116.356622,89.070155,89.526652
1990,125.432533,79.762019,87.589092
1991,81.916268,67.891355,79.181898
1992,61.387792,59.800767,68.769176
1993,48.606111,57.785567,62.081790
1994,76.919378,39.771328,62.754317
1995,39.509755,29.885782,55.433206
1996,16.520353,23.500310,48.435442
1997,0.879140,18.928187,35.033153
1998,1.883333,15.458233,30.005998
1999,-5.537000,8.924185,30.353455
2000,3.313685,4.332057,24.319177
2001,-2.244823,0.969494,20.245835
2002,-4.792256,9.177587,19.510104
2003,5.624790,9.204774,16.778922
2004,21.929113,11.474292,15.482232
2005,39.089384,15.618093,18.076124
2006,49.837325,21.156632,23.164284
2007,98.237226,34.367734,34.790596
2008,254.565780,41.742926,67.633886
2009,164.599411,47.618736,72.788035
2010,126.772898,60.912901,59.678353
2011,274.530989,67.070583,89.749277
2012,198.866531,62.075854,84.368143
2013,121.466730,59.786404,63.078728
2014,106.678569,60.646198,47.989240
2015,78.967664,44.058537,35.634159
2016,63.596488,37.843221,24.210576
2017,59.497791,21.021724,23.882978
2018,50.364831,15.909088,14.403807
2019,45.527362,12.439463,6.317359
2020,42.000615,9.643904,7.648637
2021,39.330512,1.402433,9.010326
2022,37.233312,-1.145733,14.206464
