"Year","BLUE","H&C2023","OSCAR"
1850,19.954034,9.354742,7.679744
1851,25.401669,9.628039,8.636524
1852,28.072176,9.562784,8.920668
1853,26.147770,9.581726,9.102585
1854,28.341370,9.591289,9.280143
1855,30.681713,9.555162,9.495952
1856,28.808676,9.556225,9.645333
1857,30.226424,9.578062,9.815490
1858,29.597865,9.541276,9.953916
1859,31.250183,9.500312,10.085050
1860,32.572081,9.472026,10.265429
1861,32.079089,9.458506,10.376008
1862,28.735799,9.460778,10.347796
1863,28.649915,9.438354,10.332773
1864,30.510788,9.412486,10.470943
1865,29.664697,9.409042,10.576319
1866,31.424223,9.428608,10.672426
1867,31.859982,9.495586,10.806821
1868,30.065208,9.559010,10.833239
1869,30.440988,9.586233,10.854307
1870,14.568540,9.631044,10.019648
1871,7.471995,9.726564,8.801441
1872,2.956115,9.878620,8.092970
1873,-0.428358,10.032435,7.458585
1874,-3.118577,10.161078,6.837757
1875,-5.264655,10.298918,6.216416
1876,-7.256662,10.474277,5.607715
1877,-8.987316,10.691808,5.013415
1878,-10.519307,10.917731,4.439376
1879,-11.858206,11.118078,3.879150
1880,1.035776,11.439411,4.416073
1881,6.586443,11.679000,5.275940
1882,10.116964,11.970361,5.640911
1883,12.611488,12.252416,5.949383
1884,14.807616,12.514209,6.256830
1885,16.431098,12.794688,6.587616
1886,17.794912,13.107850,6.948703
1887,19.036935,13.451497,7.327414
1888,20.336959,13.709186,7.649626
1889,21.303009,14.092330,8.121952
1890,23.053082,14.164548,8.355056
1891,24.267295,14.786988,9.119440
1892,25.090266,15.242863,9.610709
1893,25.869379,15.580097,10.004552
1894,26.376880,15.958405,10.458448
1895,27.576253,16.367674,10.920039
1896,27.963721,16.830840,11.368110
1897,28.147984,17.403927,11.836772
1898,29.912456,17.956861,12.350172
1899,30.332461,18.430360,12.829533
1900,40.673954,19.029570,14.180083
1901,45.925162,19.519264,15.758901
1902,50.426460,20.246055,16.484299
1903,54.319423,21.116841,17.716063
1904,52.616725,21.798748,18.610885
1905,54.537980,22.658726,19.206212
1906,56.884772,23.401712,19.646038
1907,65.155740,24.204311,20.797927
1908,65.405001,25.027868,22.215125
1909,63.580403,26.140368,22.626079
1910,67.793673,27.329886,24.325516
1911,73.880053,28.012782,24.063320
1912,81.456582,29.030532,25.902795
1913,81.673931,30.081074,26.753978
1914,80.190451,31.080283,27.407453
1915,82.083493,32.074216,28.532484
1916,85.539231,33.071557,29.673417
1917,82.843919,34.062559,30.318977
1918,85.624309,35.059900,30.214077
1919,85.002748,36.070834,30.676180
1920,93.485128,36.825948,31.981920
1921,112.567973,37.799473,34.579293
1922,114.976613,38.766586,35.951205
1923,114.545910,39.738938,37.162047
1924,116.846865,40.736059,38.107835
1925,122.216714,41.729882,38.755447
1926,119.161011,42.699084,40.461808
1927,121.776594,43.643516,41.112938
1928,118.740787,44.638439,41.019103
1929,122.591101,45.691839,41.421044
1930,132.098302,46.897368,43.193907
1931,135.509376,47.861953,44.561861
1932,137.713602,48.888092,46.059924
1933,139.471186,49.770017,46.913819
1934,145.473368,50.633072,48.536861
1935,144.172574,51.579300,50.281878
1936,138.988197,52.486983,48.901393
1937,146.017765,53.300648,50.554956
1938,145.118582,53.965297,52.980561
1939,145.119169,54.585906,52.223212
1940,178.550494,55.405359,54.889541
1941,209.390235,56.298349,60.838009
1942,217.764491,57.394215,65.980543
1943,222.110141,58.231183,65.653860
1944,228.248477,58.713621,67.911837
1945,228.165231,59.425353,70.191248
1946,230.422658,60.658106,70.663684
1947,224.987297,62.414042,72.211541
1948,230.332011,64.303896,74.134262
1949,223.845741,65.862379,75.439378
1950,225.062116,67.208459,75.653539
1951,220.658464,69.323833,78.569131
1952,228.509537,72.061390,80.350238
1953,236.099953,75.066603,84.673391
1954,237.414816,77.835341,85.109920
1955,246.215597,80.415347,87.892875
1956,260.009201,82.839193,92.627496
1957,263.030499,85.490133,94.097932
