"Year","BLUE","H&C2023","OSCAR"
1927,15.166432,1.993729,5.827739
1928,15.991638,2.810398,6.685591
1929,15.941368,2.753569,6.708491
1930,14.819268,2.670067,6.492791
1931,13.904587,2.122482,5.956308
1932,14.835829,3.295438,7.014178
1933,14.655890,3.318192,7.013006
1934,14.347711,3.188193,6.857542
1935,13.400897,2.398638,6.183660
1936,13.190620,2.329498,6.094295
1937,12.898489,2.165204,5.941542
1938,13.871977,3.253669,6.963542
1939,13.501180,2.984694,6.748905
1940,11.796175,2.532960,6.380087
1941,10.988446,2.323892,6.014053
1942,10.050425,1.845740,5.532054
1943,10.556424,2.754852,6.152589
1944,9.551535,2.115191,5.554990
1945,8.658911,1.557127,4.944275
1946,7.543297,0.746027,4.206235
1947,8.344687,1.827164,5.214971
1948,7.827000,1.567826,4.854690
1949,7.602763,1.585889,4.800463
1950,8.440500,0.358486,3.935063
1951,8.811737,0.317449,4.071913
1952,9.045866,0.502847,4.319600
1953,9.069646,0.592139,4.145889
1954,8.080366,-0.279746,3.443281
1955,8.464756,0.167078,3.751423
1956,7.954361,-0.280516,3.342594
1957,7.981987,-0.247210,3.233004
1958,7.258934,-1.050432,2.584292
1959,8.116273,-0.230539,3.238280
1960,10.117037,-1.105246,2.947175
1961,6.642466,-1.208387,2.789183
1962,4.725204,-1.590066,2.343788
1963,4.018272,-1.729408,2.220897
1964,3.361500,-1.611794,2.290147
1965,2.880124,-2.070966,2.148460
1966,2.715647,-2.300003,2.077964
1967,2.843924,-2.321584,1.870655
1968,2.187664,-2.380501,1.916455
1969,1.931881,-2.165387,2.097677
1970,1.358245,-2.274831,2.013368
1971,2.244823,-2.093097,1.874246
1972,4.376648,-2.282232,2.124241
1973,1.828922,-2.133254,2.147800
1974,2.114494,-2.067962,1.629124
1975,1.928473,-1.891870,1.302992
1976,1.540895,-1.656128,1.548223
1977,1.292220,-1.829728,1.300976
1978,1.243635,-1.988563,1.124995
1979,0.757605,-2.036598,1.200803
1980,0.546742,-2.100901,0.988108
1981,0.387138,-2.044952,0.975577
1982,-0.014180,-1.887803,1.206189
1983,1.176877,-1.925359,1.324023
1984,0.121132,-1.983030,1.240008
1985,-0.395456,-2.219688,1.080550
1986,-0.649224,-2.148973,0.868405
1987,-1.174239,-2.441287,0.672197
1988,-1.255763,-2.361228,0.379774
1989,0.623979,-2.198217,0.471080
1990,-0.747346,-2.474043,0.338554
1991,-1.108800,-2.511196,0.254648
1992,-0.027150,-2.487050,0.304991
1993,-3.740284,-2.684027,0.840741
1994,-1.401407,-2.737851,1.470363
1995,-2.316857,-2.760861,1.584607
1996,-1.997393,-2.867959,1.185634
1997,-1.953315,-2.826373,0.760536
1998,-3.638132,-3.179253,0.696893
1999,-3.173280,-3.216113,0.654867
2000,-0.253366,-3.057535,1.564162
2001,-2.170773,-2.947651,1.864280
2002,-2.444438,-2.939591,1.067323
2003,-2.132082,-1.957895,0.975210
2004,3.442988,-1.486192,1.999665
2005,1.963867,-1.428740,2.436010
2006,-0.093908,-0.388531,1.672763
2007,2.558022,-0.120436,1.181237
2008,1.644660,0.896251,1.065418
2009,1.383893,1.485862,0.805054
2010,7.475916,1.941810,1.793491
2011,1.628758,1.676207,1.271738
2012,2.774637,1.777370,0.921166
2013,4.477188,1.218610,1.521366
2014,1.472635,0.978435,1.604869
2015,1.769529,0.228853,1.774695
2016,1.986181,0.070788,1.651951
2017,1.198055,-0.265493,1.816684
2018,1.057467,0.159824,1.420386
2019,0.920653,0.401941,1.654919
2020,0.805384,0.609506,1.567789
2021,0.717851,0.609506,1.881720
2022,0.650910,0.609506,1.687345
