"Year","BLUE","H&C2023","OSCAR"
1959,218.951150,316.930211,109.282574
1960,223.980613,307.530512,110.859669
1961,162.497118,320.867619,104.194414
1962,300.662381,322.636928,113.544209
1963,314.198332,342.557839,125.214635
1964,383.542061,307.172319,127.876531
1965,169.438382,310.895273,118.625444
1966,216.500594,271.318064,111.037007
1967,138.173983,335.900314,110.072019
1968,506.704892,272.222779,138.874467
1969,264.106579,264.763718,141.352833
1970,106.142453,218.272980,102.509890
1971,-46.151488,212.777823,83.550009
1972,228.206488,183.129395,103.788003
1973,6.398956,148.939402,100.782827
1974,-61.035388,127.974067,61.642403
1975,-68.864404,109.480686,49.375514
1976,-226.714214,88.877978,40.328512
1977,-238.351334,54.877010,22.375132
1978,-228.515802,31.183718,12.276049
1979,-68.692306,12.374391,21.707624
1980,-185.699068,-14.680952,19.991773
1981,-113.761741,-20.787301,10.581742
1982,-113.887196,22.662646,15.012031
1983,127.045133,53.298046,40.686338
1984,163.947549,222.803700,72.383529
1985,384.077884,291.887357,104.305689
1986,206.686167,353.334249,107.785867
1987,139.353828,326.788496,86.919716
1988,101.435422,300.394982,81.000048
1989,83.860496,243.393768,76.431626
1990,194.763877,212.356317,88.063727
1991,164.355792,190.383968,93.075639
1992,166.724091,187.558291,86.868127
1993,216.652320,183.899677,92.077346
1994,284.326913,146.531128,100.953203
1995,218.417305,130.952313,94.435203
1996,189.328736,119.168486,82.319161
1997,216.512832,116.540188,83.785311
1998,221.738941,112.342857,90.051813
1999,150.940825,106.296597,87.178944
2000,67.625349,99.178361,74.904654
2001,135.496662,93.820421,74.398399
2002,147.012467,86.174349,80.524607
2003,121.097105,79.364365,76.318116
2004,138.265254,79.127231,72.878536
2005,124.853548,81.236413,71.249448
2006,88.931509,78.692534,65.330549
2007,-5.380950,72.666793,57.701185
2008,-89.470044,60.297862,48.304930
2009,10.418804,50.600609,50.678946
2010,62.638718,41.329517,60.211428
2011,61.274867,34.071939,59.692935
2012,11.296588,34.250303,50.374834
2013,5.433749,41.193692,42.348329
2014,1.374696,42.652624,41.434124
2015,1.891943,36.080068,41.206443
2016,-1.531918,32.926573,40.228632
2017,10.769852,26.835905,40.206831
2018,14.379624,20.727724,38.106296
2019,13.045965,20.491983,35.597995
2020,10.545395,21.707881,34.654515
2021,8.221540,19.130513,33.731480
2022,5.738484,20.566472,33.665968
