"Year","BLUE","H&C2023","OSCAR"
1850,12.112085,-0.289712,2.675563
1851,9.526986,-0.298396,2.670360
1852,8.731092,-0.296747,2.612579
1853,8.432440,-0.306933,2.553112
1854,8.030206,-0.268095,2.544172
1855,8.117226,-0.283850,2.482213
1856,8.150971,-0.293596,2.430148
1857,7.962312,-0.259851,2.421721
1858,8.090075,-0.298616,2.347561
1859,8.130453,-0.254831,2.357674
1860,8.940673,-0.274727,2.341113
1861,8.706067,-0.249702,2.379438
1862,9.174583,-0.238673,2.379108
1863,9.410581,-0.280809,2.329754
1864,9.397317,-0.283264,2.322097
1865,9.357380,-0.238490,2.353094
1866,10.344022,-0.270770,2.307514
1867,10.258028,-0.270220,2.298024
1868,9.995648,-0.250398,2.309053
1869,10.080067,-0.248273,2.303007
1870,10.951696,-0.261060,2.338218
1871,11.060956,-0.224567,2.436230
1872,11.524599,-0.261280,2.417800
1873,11.579449,-0.259851,2.437659
1874,11.582783,-0.222258,2.494341
1875,12.073576,-0.224860,2.511635
1876,11.830616,-0.270880,2.485035
1877,11.999160,-0.280479,2.488845
1878,11.988938,-0.265384,2.510976
1879,12.384430,-0.252047,2.527610
1880,13.230374,-0.253805,2.615070
1881,13.315965,-0.279453,2.704508
1882,13.974056,-0.288284,2.737558
1883,14.120067,-0.263405,2.755694
1884,14.289783,-0.239113,2.779254
1885,14.433888,-0.254611,2.809848
1886,14.553408,-0.252999,2.829231
1887,14.573010,-0.096620,2.890236
1888,15.197649,0.276595,3.029578
1889,15.012837,0.605439,3.179692
1890,16.388083,0.832791,3.382275
1891,16.354887,1.237956,3.636593
1892,16.448539,2.084083,3.952540
1893,17.057789,3.157892,4.268487
1894,17.122825,4.207371,4.588977
1895,17.720570,5.443128,4.923427
1896,17.896258,6.886268,5.262860
1897,17.980860,8.574603,5.644795
1898,17.720716,10.355527,6.118843
1899,18.443807,11.949916,6.529101
1900,19.426565,13.539652,7.106988
1901,19.913950,15.148625,8.038669
1902,20.801078,16.827470,8.565003
1903,21.921785,18.516427,9.136734
1904,21.556301,20.243820,9.566704
1905,22.215125,21.923727,10.192112
1906,22.526309,23.610450,10.749773
1907,22.596548,25.371771,11.035748
1908,22.449475,27.292880,11.569043
1909,22.309730,29.257113,12.421803
1910,24.070172,31.253590,13.157827
1911,25.956106,33.284655,14.167112
1912,26.023304,35.388854,14.474925
1913,26.381899,37.491770,14.747014
1914,27.832770,39.659466,14.889946
1915,28.043706,41.875416,15.588085
1916,28.107753,44.040987,16.581029
1917,28.477780,46.251368,17.596177
1918,27.934263,48.593067,18.516684
1919,28.394974,50.795131,18.944346
1920,32.502501,53.056186,20.053365
1921,35.505589,55.444747,21.275712
1922,37.232066,58.161017,22.259093
1923,38.948833,61.210308,23.268122
1924,39.623192,64.053572,24.359884
1925,40.874008,66.672452,25.272953
1926,42.319786,69.766590,26.128863
1927,44.148525,73.577480,27.219233
1928,45.242596,77.507230,28.288791
1929,47.534428,81.164598,29.472080
1930,56.133982,84.923752,31.626182
1931,62.672683,88.980936,33.757861
1932,66.832936,93.421118,34.819175
1933,69.420269,97.905121,36.410707
1934,72.223083,102.222779,37.837029
1935,74.295991,106.440226,39.198535
1936,76.519379,110.551710,40.394061
1937,77.398519,113.766834,41.610399
1938,77.851866,116.573274,42.705715
1939,79.630188,120.549850,43.978149
1940,118.015681,126.259974,48.448889
1941,139.719165,132.032863,54.632695
1942,152.026541,137.593679,57.379412
1943,166.485382,144.645633,60.003276
1944,167.938927,154.776996,62.618456
1945,175.265718,164.835226,65.527526
1946,181.247821,177.050269,69.178225
1947,179.959155,191.172095,73.159857
1948,183.626453,206.525720,76.016642
1949,185.990429,222.204819,80.099840
1950,205.459203,237.325451,82.497012
1951,187.576282,252.281276,85.207712
1952,174.519654,267.392638,87.362767
1953,178.413607,281.883172,90.570782
1954,183.552147,294.470660,94.935816
1955,191.140438,305.293457,98.333333
1956,196.760281,315.197139,100.872668
1957,204.541957,323.792407,105.425884
1958,210.373287,330.324549,107.574454
