"Year","BLUE","H&C2023","OSCAR"
1965,16.197701,1.811115,16.012523
1966,16.085986,1.110925,15.351794
1967,13.844607,0.985946,15.512387
1968,12.114430,-0.575614,14.932705
1969,3.973352,-1.404888,14.995030
1970,5.294443,-1.854570,15.223370
1971,4.545155,-2.546736,14.318729
1972,3.860574,-3.018257,14.468367
1973,3.520444,-3.421810,13.781073
1974,3.181121,-4.426259,13.729741
1975,3.403270,-4.563072,13.461573
1976,3.387698,-5.008248,13.408115
1977,3.252166,-6.494513,12.698948
1978,3.433388,-6.875972,12.694075
1979,5.781169,-7.420516,13.041532
1980,2.568611,-7.350424,12.659926
1981,2.341479,-7.246513,12.202696
1982,1.699730,-5.794506,11.756933
1983,2.848174,-4.694134,11.798300
1984,5.025396,-3.977785,12.544510
1985,2.588140,-5.789743,11.963473
1986,2.834397,-5.510766,12.289496
1987,21.691906,-5.511682,14.606902
1988,8.340290,-5.669564,14.989864
1989,5.469363,-5.171553,12.774536
1990,3.898166,-4.392367,11.629609
1991,2.536954,-6.599927,10.592258
1992,-9.416004,-8.660560,9.746716
1993,-8.108542,-10.618528,9.343053
1994,-3.976283,-11.903273,9.836558
1995,7.257395,-12.265753,11.703256
1996,13.399761,-11.948011,15.101506
1997,6.284749,-12.131834,14.221633
1998,-4.981355,-12.570818,11.069897
1999,-5.649595,-12.770212,9.663727
2000,0.641603,-14.069394,12.088086
2001,-0.181515,-15.188599,12.555539
2002,1.733438,-16.260795,12.228124
2003,4.319233,-14.908303,11.778844
2004,6.557388,-3.500329,15.528618
2005,43.367067,-3.011845,23.203929
2006,22.122829,5.093546,27.719076
2007,17.728227,2.686262,18.696989
2008,10.904687,3.660959,16.759392
2009,7.683555,0.612767,15.530743
2010,6.804085,-0.201007,14.260251
2011,10.638204,1.015404,12.702465
2012,16.939661,0.448400,14.504933
2013,15.837310,0.086947,14.924535
2014,11.867696,0.279160,15.864937
2015,19.734597,1.361652,17.720423
2016,18.978348,-0.201190,17.053868
2017,12.318918,-0.436932,14.791055
2018,13.780707,2.883715,14.321440
2019,13.927560,4.296846,15.104107
2020,15.432878,4.549809,15.352453
2021,15.422142,4.549845,15.947560
2022,15.930596,4.562706,15.970350
