"Year","BLUE","H&C2023","OSCAR"
1850,8.536607,26.443161,22.137265
1851,5.717599,24.782087,20.995086
1852,2.580225,22.681296,19.419823
1853,1.588894,22.884281,19.893725
1854,1.087878,23.508590,20.767955
1855,-1.369127,22.116234,19.597234
1856,-4.375805,20.122358,17.794179
1857,-5.949823,19.513292,17.349443
1858,-7.516806,18.869820,16.844984
1859,-9.307476,17.947994,16.056198
1860,1.392943,18.977175,19.239957
1861,7.947766,18.326595,21.227970
1862,16.220455,20.135365,23.940686
1863,23.758622,21.752032,26.077348
1864,29.689172,22.232016,26.940513
1865,34.206041,21.732320,26.753759
1866,39.618685,22.834781,28.124498
1867,43.316504,24.370949,29.899449
1868,45.122270,25.412148,31.154809
1869,44.617444,24.139092,30.083785
1870,44.453077,27.316732,32.017351
1871,41.309438,25.784850,28.918596
1872,38.147186,23.795152,26.573123
1873,39.144674,25.733554,28.405343
1874,40.902698,28.275344,30.914890
1875,38.983678,27.018373,29.650627
1876,35.842787,24.445036,27.078389
1877,35.699854,24.768127,27.404412
1878,34.944191,24.392860,27.029804
1879,33.868770,23.635658,26.270477
1880,37.501919,27.580723,30.199018
1881,32.746340,23.107053,25.706551
1882,34.558921,25.148597,27.740730
1883,35.505223,26.287368,28.873602
1884,35.011022,25.966621,28.546810
1885,32.933534,24.033568,26.607015
1886,33.500465,24.721118,27.292403
1887,34.300353,25.632648,28.218736
1888,34.623921,26.060090,28.686922
1889,32.274527,23.849342,26.492186
1890,34.868090,26.463570,29.209628
1891,33.902003,25.514044,28.370902
1892,32.234333,23.890672,26.708508
1893,34.708156,26.476211,29.176615
1894,37.027651,28.921784,31.440381
1895,35.918045,27.968631,30.245221
1896,33.492514,25.791775,27.764803
1897,34.040099,26.652486,28.280914
1898,33.553080,26.499733,27.784588
1899,32.990326,26.276632,27.238542
1900,37.160435,30.706555,31.419753
1901,35.723927,29.522460,29.945799
1902,34.606773,28.671093,29.065889
1903,32.882385,27.202525,27.587099
1904,35.541093,30.021973,29.748822
1905,37.647527,32.138446,31.610354
1906,36.317531,30.641299,30.297360
1907,33.885002,27.812948,28.178798
1908,34.406536,27.852446,28.037954
1909,33.922704,26.650031,28.365919
1910,33.210716,25.953065,27.114479
1911,36.343876,29.185482,29.485271
1912,31.415283,24.314670,25.581755
1913,32.793606,25.695119,26.582870
1914,33.142382,25.992892,27.106272
1915,32.508620,25.256795,27.509239
1916,30.469055,23.065100,25.035159
1917,29.855884,23.077631,24.897136
1918,27.560901,23.163661,23.511668
1919,24.032762,22.887542,23.146074
1920,17.535721,20.284014,18.733446
1921,19.219292,23.982346,21.062467
1922,14.917060,20.937708,19.635229
1923,12.140151,18.920456,17.734676
1924,9.922515,17.085122,16.154246
1925,10.241430,17.500290,17.086258
1926,9.984803,17.081788,16.729531
1927,8.502495,15.228207,15.968591
1928,9.454659,15.639711,16.750306
1929,10.738561,16.263250,18.104996
1930,9.012744,13.803021,16.062463
1931,8.623517,12.569645,15.509456
1932,9.886278,12.912156,16.100495
1933,12.016931,14.064630,17.494940
1934,11.917636,12.951214,16.978280
1935,11.508954,11.494664,16.530099
1936,11.222942,10.132609,15.815656
1937,12.205920,10.026096,16.326198
1938,14.045175,10.763110,17.375531
1939,13.318823,8.951335,16.304544
1940,15.534884,8.551520,17.179287
1941,16.980185,8.181199,17.866763
1942,18.016254,7.574770,18.000389
1943,19.751012,7.766178,18.408119
1944,20.639385,7.143957,18.733153
1945,21.017840,6.062528,17.930260
1946,21.031836,4.661048,17.755304
1947,22.575516,4.828273,18.536945
1948,23.342318,4.265372,18.437981
1949,24.703421,4.358768,18.843622
1950,20.390820,2.321657,17.421257
1951,19.598370,1.326588,16.280581
1952,20.753775,1.760845,16.965309
1953,21.384716,1.524480,16.599276
1954,20.849149,0.072364,16.187112
1955,22.756078,1.029474,17.382529
1956,23.077521,0.400072,17.326250
1957,24.341857,0.721918,17.435584
1958,23.830143,-0.576054,16.470046
1959,27.348975,1.936937,19.075370
1960,21.782553,1.082859,17.787218
1961,21.964837,2.906761,17.996762
1962,20.785725,3.901061,17.874128
1963,19.895447,3.324237,17.139716
1964,17.952794,2.534206,16.868177
