"Year","Coal","Oil","Gas","Cement","Flaring"
2000,228.826770,52.568093,21.837939,6.114182,3.382787
2001,226.152070,52.417533,22.634715,4.956938,2.871117
2002,219.897194,51.675320,22.422074,4.670148,3.012316
2003,226.405784,54.949290,24.832386,4.565827,3.564540
2004,226.423710,58.177660,26.562927,5.070056,2.713700
2005,222.637677,59.785861,27.401460,5.057142,3.387098
2006,232.308065,62.281604,27.630416,5.983742,3.975612
2007,227.707322,65.200102,27.910740,7.050407,3.610941
2008,220.472084,66.311854,28.134334,6.692993,3.575500
2009,209.073544,67.079844,27.273393,5.757238,2.872266
2010,220.927198,70.170315,29.134715,6.221494,3.488797
2011,218.378981,69.791787,29.325019,7.379394,4.021527
2012,214.039885,66.487802,30.558497,6.384301,4.211888
2013,214.314382,61.855155,30.803979,5.874228,4.801655
2014,202.997324,61.552348,29.463594,6.456416,4.702019
2015,201.647484,64.960724,30.634032,6.341808,4.746858
2016,202.098996,73.143796,32.419593,6.529685,4.553509
2017,203.503982,82.712790,34.129784,6.996488,4.663026
2018,198.673252,85.796759,34.283403,7.655328,4.835440
2019,177.752981,87.534951,35.490788,7.692452,4.343708
2020,164.196185,84.485209,36.764238,7.690636,4.225053
2021,184.119774,89.930184,39.816272,7.365518,4.283107
2022,175.398311,97.257829,32.822373,7.793397,4.283107
