"Year","BLUE","H&C2023","OSCAR"
1937,592.644562,921.058372,728.744831
1938,567.159830,925.824247,732.927177
1939,534.653005,917.118509,722.762032
1940,606.106831,900.244947,740.692146
1941,630.594955,863.335496,743.540027
1942,638.680304,805.466903,730.119234
1943,642.259702,750.477628,712.121117
1944,652.472003,721.016942,712.344035
1945,650.439692,688.830681,702.193582
1946,652.698548,654.742254,695.645501
1947,648.575925,598.156097,683.584492
1948,647.012826,536.232519,675.655120
1949,598.257334,435.795134,666.489661
1950,481.835749,289.428190,625.552045
1951,421.567749,116.802055,583.433376
1952,370.147979,-25.306222,539.918173
1953,345.485228,-107.265102,507.511559
1954,341.893666,-175.483213,481.918848
1955,326.500139,-246.052659,450.654816
1956,313.602126,-305.584342,418.999468
1957,293.689056,-366.105561,389.954830
1958,269.713122,-426.707388,350.454932
1959,193.967140,-476.647745,316.106251
1960,190.493229,-526.193599,272.216367
1961,69.442070,-575.777082,229.028579
1962,224.867924,-607.069803,209.141999
1963,109.263081,-648.106127,181.185056
1964,80.946370,-679.241370,155.672918
1965,50.148252,-700.621470,139.130654
1966,36.931581,-705.094737,134.074480
1967,484.000880,-651.521671,193.376064
1968,795.517677,-630.620676,255.648345
1969,443.079129,-638.815286,200.220233
1970,325.684130,-612.379049,144.149601
1971,269.927283,-599.179416,124.515214
1972,231.376251,-609.382850,108.783610
1973,196.085189,-636.721749,83.493876
1974,199.414263,-656.160735,77.403063
1975,185.906340,-672.753818,71.764423
1976,195.823103,-685.723975,66.672379
1977,329.514805,-673.849538,80.831651
1978,252.686807,-679.024168,75.871474
1979,236.466829,-664.871199,74.259864
1980,265.712181,-612.651944,76.858409
1981,262.151835,-540.307949,98.322341
1982,253.936854,-551.025076,118.401684
1983,267.383917,-544.434749,109.792493
1984,276.301397,-562.461666,117.224477
1985,286.520257,-643.660486,125.073205
1986,225.938178,-666.513220,97.357573
1987,255.068591,-665.737588,88.844819
1988,272.620433,-663.550363,98.048347
1989,272.722915,-657.193873,96.629133
1990,289.245283,-638.787586,96.621695
1991,237.033980,-534.224061,96.366241
1992,179.678017,-477.164699,86.736480
1993,164.854352,-472.452831,80.256183
1994,215.746286,-446.706892,78.566786
1995,98.968231,-434.034948,69.383409
1996,80.213570,-413.584039,59.324154
1997,103.047105,-390.306428,56.287650
1998,112.858894,-346.168894,48.190797
1999,151.723858,-258.418622,66.090023
2000,137.625592,-296.349963,67.350732
2001,42.848538,-364.908349,37.580512
2002,5.002569,-366.760574,19.906292
2003,64.132055,-378.600094,51.974609
2004,-18.676214,-400.763080,53.453473
2005,44.344256,-386.183182,72.696435
2006,-37.953581,-400.463622,60.287969
2007,-53.868494,-395.448522,24.500508
2008,-2.657829,-385.777943,41.999479
2009,-49.923869,-410.750375,16.483200
2010,7.877307,-422.392369,15.178193
2011,-79.319664,-443.374118,19.510653
2012,27.296544,-434.501742,7.720964
2013,-17.441190,-451.061776,7.691249
2014,46.375908,-428.977200,-1.313837
2015,26.020885,-374.756851,-23.957467
2016,67.828444,-354.909000,-26.339433
2017,145.117556,-324.428074,8.002213
2018,108.297544,-309.148058,20.472087
2019,112.160719,-238.646469,16.381524
2020,114.729256,-157.384152,2.670653
2021,127.595576,-155.381923,7.056717
2022,141.749498,-155.381740,18.086896
