"Year","BLUE","H&C2023","OSCAR"
1850,806.636965,940.232487,530.103856
1851,867.382750,963.226688,568.981351
1852,896.828376,970.572825,581.035105
1853,941.598096,999.271728,611.683549
1854,971.248687,1016.836175,629.742196
1855,985.104249,1022.474777,634.069490
1856,1002.696139,1035.590762,643.877761
1857,1029.169272,1060.342987,664.081167
1858,1057.201766,1088.333162,687.138316
1859,1087.023392,1119.226508,713.101017
1860,967.678412,1145.094678,715.377973
1861,882.237193,1119.331701,655.573066
1862,871.996166,1154.669772,667.141010
1863,862.466432,1187.377934,677.695932
1864,835.186156,1197.851038,669.065819
1865,802.879496,1197.029350,653.951673
1866,786.338148,1206.891116,653.281930
1867,785.165082,1231.068972,666.843383
1868,770.130114,1239.446562,665.371518
1869,744.897246,1234.608433,652.379267
1870,1099.535842,1286.647455,743.388447
1871,1237.908085,1310.850740,825.980576
1872,1317.452425,1315.109444,858.653527
1873,1401.630884,1336.732503,903.624217
1874,1468.599131,1347.330037,937.329683
1875,1515.324400,1348.579681,955.721827
1876,1558.383875,1350.824284,974.580252
1877,1614.176739,1369.380099,1009.616849
1878,1664.081372,1384.952905,1041.683810
1879,1717.632307,1409.740635,1080.105357
1880,1547.140122,1411.806398,1061.215825
1881,1458.509574,1381.449938,989.204851
1882,1454.390688,1417.788244,1001.760647
1883,1462.000596,1462.251837,1025.647765
1884,1440.069724,1475.718209,1019.087666
1885,1420.022478,1487.428866,1012.768622
1886,1416.672739,1508.577401,1021.340953
1887,1430.439743,1536.111921,1044.937003
1888,1416.529514,1524.308455,1038.518188
1889,1394.678334,1496.845016,1021.990287
1890,1484.578091,1528.391947,1092.838014
1891,1505.781366,1532.605510,1143.925276
1892,1501.454292,1516.183279,1151.404709
1893,1534.635989,1539.186200,1191.677858
1894,1538.974311,1532.960112,1201.503313
1895,1535.111100,1514.318193,1201.711758
1896,1549.818945,1508.266511,1218.815970
1897,1566.380042,1496.775217,1236.042559
1898,1588.490047,1481.881644,1257.028376
1899,1610.938459,1459.634532,1276.754619
1900,1528.034707,1414.464227,1244.993674
1901,1487.369583,1348.151030,1179.609045
1902,1485.563121,1304.971559,1163.119140
1903,1460.454352,1243.257708,1118.546103
1904,1475.509948,1223.936227,1128.637236
1905,1459.627314,1174.460942,1114.655521
1906,1444.163621,1126.123951,1092.581167
1907,1447.729243,1094.928069,1082.741678
1908,1446.781769,1059.640818,1075.874500
1909,1455.206441,1043.209390,1065.492153
1910,1377.620288,1010.762655,1056.026648
1911,1350.664753,967.584467,1045.512471
1912,1285.859842,860.540633,976.194390
1913,1280.293713,800.826484,969.428008
1914,1284.873273,730.113628,967.143797
1915,1256.992505,634.272952,927.678853
1916,1234.915549,563.605384,884.334759
1917,1228.417262,533.508811,859.258600
1918,1233.105423,545.906248,867.786816
1919,1211.731479,543.037446,843.212918
1920,1215.809328,563.398074,837.330769
1921,1226.515500,612.076769,873.557067
1922,1200.864715,634.045857,858.527302
1923,1173.125230,635.682602,847.311615
1924,1145.206576,638.022066,825.626561
1925,1144.615830,673.364607,846.573649
1926,1103.984378,658.369174,823.873117
1927,1072.537658,651.486460,803.298071
1928,1045.601579,652.666744,787.155074
1929,1018.653519,668.316055,774.472797
1930,902.725145,719.182817,759.088687
1931,854.416257,791.011434,769.645770
1932,788.230824,830.533353,748.671349
1933,742.016975,867.504285,740.488025
1934,715.492290,901.021934,752.221435
1935,662.682252,906.992422,736.504267
1936,637.979930,928.205553,742.119824
