"Year","BLUE","H&C2023","OSCAR"
1850,8.312993,15.835698,10.605155
1851,12.056539,17.031701,12.574482
1852,14.071592,16.974799,12.964661
1853,10.740686,11.844393,8.194280
1854,13.505028,15.585996,12.103511
1855,12.940112,14.744669,11.321650
1856,11.350669,12.941541,9.666145
1857,16.866015,18.551528,15.385136
1858,17.815394,19.535898,16.445058
1859,21.824286,22.884538,19.893798
1860,17.745338,19.329469,16.377054
1861,17.049911,19.476468,16.483420
1862,18.065682,20.550423,17.553198
1863,17.260628,19.862068,16.893019
1864,16.616167,19.485921,16.484666
1865,17.578516,20.229200,17.233221
1866,18.330479,19.802454,16.919289
1867,18.443477,21.734885,18.775838
1868,16.959300,20.140898,17.071052
1869,20.533752,24.601232,21.487894
1870,17.908716,21.446528,18.285705
1871,19.016416,23.394200,20.188054
1872,15.313908,18.730002,15.525724
1873,16.400980,20.665986,17.429245
1874,23.040661,27.959581,24.581666
1875,17.838917,22.940048,19.450161
1876,23.396289,28.576415,25.028931
1877,23.954279,29.107256,25.539033
1878,15.756519,21.715942,18.058537
1879,24.019682,28.338695,24.696239
1880,38.556602,33.345844,31.218636
1881,34.265838,21.232404,21.334006
1882,41.817708,23.287285,24.823234
1883,51.103090,32.391226,34.767330
1884,53.719956,30.577729,33.707151
1885,48.232749,27.062487,30.754590
1886,52.016672,30.255920,34.292439
1887,51.079934,27.106272,31.762044
1888,50.138323,27.868604,32.899496
1889,47.620422,23.543032,28.901962
1890,33.043747,18.302596,22.673125
1891,30.473635,24.412609,26.779443
1892,29.333361,26.453237,27.690460
1893,26.020849,25.934012,26.491086
1894,24.982178,26.428139,26.455069
1895,23.933248,26.311807,25.914483
1896,25.000388,27.792246,27.018446
1897,22.952872,26.660913,25.526319
1898,23.101996,26.551286,25.108403
1899,29.890436,33.326022,31.647690
1900,36.807848,34.001004,33.206649
1901,40.092331,29.974891,30.704870
1902,40.312977,28.163702,30.025674
1903,44.697099,31.009092,32.957973
1904,41.767438,25.990877,28.418827
1905,41.272065,27.536023,30.107748
1906,49.372950,31.103183,34.110228
1907,49.711760,33.236437,36.524840
1908,47.063127,31.799123,35.093169
1909,51.971752,35.654128,39.040323
1910,72.415919,38.757975,45.246186
1911,84.374372,35.834946,46.383272
1912,93.726696,36.432068,49.643133
1913,96.464766,37.658152,52.764678
1914,100.765240,38.212992,54.219799
1915,101.915992,39.306036,56.590553
1916,101.669588,35.923981,54.300297
1917,103.712744,39.432518,58.859375
1918,105.764218,38.980636,59.049427
1919,105.578197,39.231291,59.791424
1920,65.442667,27.722337,44.250604
1921,46.521222,31.063062,41.308046
1922,40.964106,35.203639,41.941991
1923,36.560491,36.441228,40.839713
1924,27.650339,31.254799,34.242022
1925,23.505842,29.770953,31.434995
1926,13.767004,21.962969,21.921346
1927,20.830170,30.508259,29.483695
1928,19.923000,30.959115,28.763060
1929,19.893065,31.909153,28.695422
1930,43.948617,38.239116,37.207187
1931,52.819528,40.406812,43.133707
1932,59.293046,43.179104,47.589644
1933,57.788168,39.190547,44.556841
1934,58.834497,38.251207,44.684678
1935,66.662413,43.497176,50.576500
1936,67.781215,43.513004,51.451024
1937,69.071640,42.605248,51.168713
1938,71.914097,43.863246,53.011228
1939,69.093330,40.567845,50.094318
1940,80.649293,39.547714,50.741747
1941,87.188068,40.816594,54.530909
1942,90.753763,42.394678,57.490212
1943,94.161905,41.966687,57.729324
1944,91.265000,38.386262,54.889505
1945,94.578026,38.997088,56.733339
1946,95.540998,41.339630,59.013703
1947,96.216970,39.864467,57.873393
1948,94.018973,40.325031,57.767027
1949,99.171180,46.236895,63.655918
1950,61.214924,36.004516,51.640013
1951,46.898357,38.701476,49.157433
1952,40.318253,40.191662,46.734027
1953,38.422243,42.559485,48.081280
1954,32.212203,39.003683,44.477772
1955,27.906013,38.356840,42.433993
1956,27.833686,41.265727,44.175785
