"Year","BLUE","H&C2023","OSCAR"
1957,23.939733,39.990801,41.040427
1958,22.255502,41.104547,40.432130
1959,16.634120,37.789800,39.407749
1960,15.970900,36.972764,35.135891
1961,50.927585,50.931798,50.524618
1962,90.872586,60.372900,70.014900
1963,72.877473,61.194296,65.204691
1964,120.617927,82.535117,85.717375
1965,63.684680,66.560884,66.624784
1966,81.193434,78.851625,72.665181
1967,121.125281,92.435429,92.274945
1968,101.489466,74.303868,82.918335
1969,133.282836,84.681855,94.067228
1970,117.981606,75.858027,86.932064
1971,154.564191,92.646805,107.164855
1972,136.933280,80.765552,97.803372
1973,127.355840,77.076051,93.019104
1974,152.635865,88.734166,104.850270
1975,144.544617,81.968883,98.339268
1976,167.551569,92.397580,107.740103
1977,116.329875,83.925569,90.391943
1978,215.357096,118.949342,129.430617
1979,150.167904,86.113160,96.999967
1980,185.982002,112.714972,122.665297
1981,151.655122,90.416125,104.159752
1982,167.050700,97.287481,113.724588
1983,123.018544,91.801080,94.145271
1984,208.276709,144.976859,140.638500
1985,295.777792,186.832160,181.676509
1986,366.112083,225.280307,221.056595
1987,371.646885,250.864114,233.032452
1988,382.696116,254.402585,246.881712
1989,251.749849,200.400941,194.295178
1990,188.212938,166.699982,166.959320
1991,153.932298,133.645536,147.346734
1992,177.620791,119.224801,149.299206
1993,178.737028,99.573304,144.371456
1994,187.192734,89.148857,145.784698
1995,145.637148,63.414680,122.690029
1996,126.699435,53.565225,111.202950
1997,113.049789,39.249134,98.072932
1998,139.177883,68.583082,126.761026
1999,108.647676,40.382923,101.873856
2000,91.641293,24.230728,84.382213
2001,112.277637,41.220330,94.340232
2002,125.258200,49.610340,102.128834
2003,109.091057,42.685307,93.922280
2004,90.818799,30.163953,77.732053
2005,85.491965,27.150533,74.475820
2006,108.053815,42.746606,92.724372
2007,113.571359,39.501731,90.757207
2008,129.741068,60.212344,104.545645
2009,160.928706,93.972477,125.522888
2010,150.189888,108.242731,121.138948
2011,212.718650,148.557649,163.891563
2012,208.191484,158.948534,174.832450
2013,159.640224,171.152438,155.834134
2014,296.871863,227.736286,227.097028
2015,177.734704,161.458080,176.450472
2016,130.509225,127.795337,131.019694
2017,209.426033,145.112647,160.863193
2018,169.967720,84.603299,138.032883
2019,174.386761,76.318922,137.933259
2020,176.115693,67.935909,138.170026
2021,174.116211,64.078304,134.784344
2022,169.994907,63.242179,133.980938
