"Year","Living biomass (net)","Dead wood (net)","Litter (net)","Mineral Soils (net)","Organic Soils (net)"
2010,-2.216228,-0.003492,-0.008147,-0.002275,0
2012,-2.053272,-0.002910,-0.006789,-0.002275,0
2014,-2.055929,-0.002494,-0.005819,-0.002275,0
2016,-1.964461,-0.002182,-0.005092,-0.002275,0
2018,-2.072149,-0.001940,-0.004526,-0.002275,0
2020,-2.181894,-0.001746,-0.004074,-0.002275,0
2021,-1.896292,-0.001663,-0.003880,-0.002275,0
2022,-0.944463,-0.001587,-0.003703,-0.002275,0
