"Year","Coal","Oil","Gas","Cement"
1950,0.826881,1.573269,0,0.159680
1951,0.883024,1.857648,0,0.185348
1952,0.996608,2.352288,0,0.214423
1953,1.337360,2.524496,0.007328,0.301646
1954,1.000272,2.242368,0.014656,0.327086
1955,0.890352,2.290000,0.014656,0.359794
1956,0.907727,2.283959,0.014641,0.312224
1957,0.849030,1.946914,0.007319,0.250465
1958,0.865674,2.197199,0.003668,0.200110
1959,0.861040,2.253360,0.007328,0.247131
1960,0.875696,2.454880,0.018320,0.287108
1961,0.863865,2.576954,0.018302,0.312245
1962,0.792367,1.918556,0.018342,0.345668
1963,0.846384,2.711360,0.021984,0.374331
1964,0.992944,2.942192,0.021984,0.457920
1965,0.773104,3.070432,0.021984,0.388868
1966,1.190800,3.817888,0.025648,0.425211
1967,1.183472,3.777584,0.021984,0.425211
1968,1.062560,4.045056,0.021984,0.490628
1969,1.058896,4.103680,0.080608,0.574217
1970,1.209120,5.287152,0.091600,0.694148
1971,1.270840,6.090509,0.098884,0.726047
1972,1.587235,5.579150,0.106304,0.754936
1973,1.564528,7.126480,0.135568,0.786017
1974,1.553536,8.500480,0.120912,0.923601
1975,1.765465,8.179013,0.146512,0.974460
1976,1.912608,8.302624,0.164880,1.109579
1977,1.806874,9.323908,0.131942,1.361818
1978,1.824160,9.677574,0.161171,1.328767
1979,1.773784,12.394496,0.142929,1.538985
1980,1.703760,12.329360,0.128240,1.656377
1981,1.802688,12.061888,0.183200,1.670341
1982,2.015200,13.014528,0.150224,1.724679
1983,2.495184,13.208720,0.161216,1.761398
1984,2.146662,13.704203,0.161183,1.633185
1985,2.454880,13.391920,0.164880,1.670097
1986,4.018628,12.806857,0.175838,1.682628
1987,4.520552,13.539676,0.142870,1.701786
1988,4.429776,14.465472,0.161216,1.874344
1989,4.778621,15.911634,0.117267,1.853143
1990,4.220928,16.125264,0.109920,1.841886
1991,4.873869,16.226685,0.073291,2.514318
1992,4.183672,17.760458,0.047625,2.745029
1993,4.763200,19.239664,0.047632,2.731660
1994,5.309136,20.056736,0.043968,2.713961
1995,6.313872,19.692830,0.025651,2.717917
1996,8.050800,18.663052,0.032980,2.777691
1997,7.682475,19.197030,0.065944,3.032128
1998,8.570096,19.159056,0.065952,3.086052
1999,8.298960,20.500080,0.076944,3.113349
2000,10.028368,19.756288,0.087936,3.326444
2001,12.773966,19.871834,0.084280,4.078849
2002,13.106128,19.987120,0.084272,4.131997
2003,12.234096,20.071392,0.080608,4.184029
2004,13.688704,24.043168,0.098928,4.394756
2005,14.084416,25.343888,0.868368,4.364097
2006,14.698813,25.983046,1.095450,4.472107
2007,15.078481,27.588306,1.242188,5.003740
2008,14.122054,30.680841,1.113935,5.455496
2009,13.168416,30.883856,1.209120,5.598341
2010,13.223376,34.478240,1.304384,5.359200
2011,11.464656,36.574048,1.637808,5.191124
2012,11.461719,37.257914,2.396408,5.837500
2013,11.211840,36.973424,2.348624,6.072529
2014,15.299893,34.457733,2.245889,5.171400
2015,16.847072,34.078864,2.322976,5.249929
2016,16.235184,34.654112,2.363280,5.204900
2017,16.875373,36.828321,2.344819,5.055250
2018,19.519273,35.792051,2.114252,4.889357
2019,25.263280,36.478784,2.004208,4.997215
2020,25.354880,33.151872,1.557200,4.477874
2021,26.591936,36.986166,1.557119,5.140092
2022,26.936078,37.812448,0.438202,4.592730
2023,25.266040,37.533945,1.781186,4.380000
2024,22.983013,39.901835,1.797500,4.380000
