"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil","Other"
2017,0,0,0,0,0,0,0,0
2018,1.650000,-0.490000,0.450000,0,0.800000,0.530000,0,-0.050000
2019,5.870000,-0.490000,-0.360000,0,0.850000,0.640000,0,-0.170000
2020,0.140000,-0.820000,-0.340000,0,-0.030000,-0.070000,0,-0.080000
2021,0.280000,0.190000,-0.080000,0,0.680000,0.320000,0,0.070000
2022,1.640000,-0.980000,-0.540000,0,0.040000,-0.370000,0,0.190000
2023,-1.630000,1.420000,-0.150000,0,1.220000,0.690000,0,-0.080000
2024,-1.140000,0.170000,0.150000,0,2.780000,-0.520000,0,-0.020000
2025,0.940000,0.360000,0.150000,0,-0.200000,-0.140000,0,0.020000
