"Year","Cars","Light-duty trucks","Heavy-duty trucks/buses"
2017,2.464142,,0.470159
2018,2.391155,,0.424800
2019,2.655913,,0.353098
2020,2.269456,,0.334799
2021,2.553607,,0.276328
2022,2.854380,,0.301486
