"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
2017,480.984895,292.609299,,,188.375596,
2018,449.477876,284.550104,,,164.927772,
2019,513.968002,305.222002,,,208.746000,
2020,541.884945,271.710158,,,270.174787,
2021,639.632038,293.007558,,,346.624480,
2022,522.960012,316.499835,,,206.460177,
