"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
2017,33.655691,29.596025,3.118739,0.127461,0.813466,
2018,34.436448,30.057926,3.174364,0.119112,1.085046,
2019,38.010050,33.251393,3.432621,0.136202,1.189834,
2020,38.037520,33.175152,3.420522,0.143600,1.298246,
2021,39.216749,34.170905,3.465490,0.169502,1.410851,
2022,38.786522,33.834006,3.398403,0.138584,1.415528,
