"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,79.649463,6.360725,0,57.377587,13.218316,2.692836
1991,76.962088,6.294182,0,54.254674,13.727094,2.686137
1992,67.093082,3.633865,0,46.463720,14.207320,2.788177
1993,57.212659,2.531629,0,36.984810,14.970748,2.725471
1994,54.831490,2.867223,0,34.275503,14.970819,2.717946
1995,50.852026,3.257779,0,30.518096,14.370156,2.705995
1996,50.741662,3.777190,0,28.212236,16.018989,2.733247
1997,52.341602,3.574438,0,28.117834,17.878696,2.770633
1998,51.471668,3.066474,0,27.205135,18.492526,2.707533
1999,48.073967,2.997254,0,23.663314,18.668344,2.745055
2000,49.504904,3.022216,0,23.103276,20.618839,2.760573
2001,50.942222,3.141315,0,24.020490,21.060053,2.720365
2002,49.228338,2.859926,0,22.948590,20.590302,2.829520
2003,49.208925,2.891931,0,23.514322,20.065796,2.736877
2004,50.031405,3.168764,0,24.104197,20.000946,2.757499
2005,49.380630,3.113250,0,24.665832,18.864341,2.737207
2006,49.254803,3.073012,0,24.883663,18.305773,2.992356
2007,48.783148,3.046854,0,25.184571,17.809749,2.741974
2008,48.208977,2.965009,0,25.281552,17.185517,2.776899
2009,48.551125,2.429517,0,25.406263,17.969048,2.746298
2010,48.749372,2.599243,0,25.858807,17.544370,2.746952
2011,47.227764,2.476651,0,26.406162,15.595487,2.749464
2012,47.997087,2.588161,0,27.456179,15.201153,2.751594
2013,47.803891,2.445175,0,28.944750,13.659166,2.754801
2014,46.965572,2.187485,0,29.419851,12.598484,2.759751
2015,43.415481,2.027231,0,26.997385,11.614534,2.776331
2016,42.553268,2.135970,0,26.690069,10.942779,2.784450
2017,43.073433,2.087571,0,27.570695,10.645428,2.769740
2018,43.604761,2.125882,0,27.897428,10.709345,2.872106
2019,44.012723,2.092626,0,28.595152,10.554522,2.770422
2020,42.540664,2.040078,0,28.060655,9.660957,2.778974
2021,42.868041,2.261232,0,28.030476,9.804342,2.771991
2022,42.319587,2.007687,0,27.851457,9.688313,2.772129
2023,41.575385,1.904032,0,27.654634,9.239072,2.777647
