"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,36.299117,36.906188,2.189135,1.247078,0,-4.043284
1991,33.475289,34.135429,2.117055,1.210928,0.000050,-3.988173
1992,24.040226,24.413123,1.840120,1.009641,0.016014,-3.238672
1993,17.648554,19.433167,1.568631,0.777667,0.019803,-4.150714
1994,18.600432,20.038917,1.503425,0.708195,0.024093,-3.674199
1995,16.240246,18.053451,1.394859,0.635774,0.029658,-3.873496
1996,16.849849,19.032883,1.398030,0.597297,0.035884,-4.214246
1997,16.404973,18.673227,1.453928,0.605248,0.041947,-4.369377
1998,15.144020,16.933114,1.438307,0.627807,0.052331,-3.907539
1999,15.076084,15.929513,1.345443,0.546506,0.062925,-2.808303
2000,15.168863,15.470972,1.390382,0.575449,0.077431,-2.345371
2001,16.239466,15.869932,1.433183,0.555387,0.093385,-1.712421
2002,16.745188,15.358015,1.376872,0.530729,0.095076,-0.615504
2003,19.411956,17.250749,1.373872,0.564924,0.101047,0.121363
2004,18.390787,17.322094,1.390067,0.595340,0.114507,-1.031221
2005,17.713603,17.089649,1.367166,0.608209,0.129262,-1.480683
2006,14.567806,16.438026,1.352518,0.598320,0.148502,-3.969560
2007,18.447389,19.929866,1.338451,0.649259,0.164209,-3.634396
2008,16.219466,17.814172,1.315589,0.700265,0.147795,-3.758357
2009,12.068302,14.404410,1.322117,0.655277,0.154662,-4.468164
2010,16.970495,18.964174,1.324511,0.667326,0.172615,-4.158131
2011,18.063353,18.947400,1.277791,0.671510,0.180185,-3.013534
2012,18.343924,17.761195,1.294750,0.714543,0.190080,-1.616644
2013,21.817305,19.633581,1.282946,0.708061,0.203709,-0.010992
2014,20.880822,18.783482,1.252445,0.736062,0.213727,-0.104894
2015,18.396729,15.779316,1.146710,0.765709,0.218766,0.486227
2016,21.399879,17.432864,1.117937,0.739182,0.227757,1.882140
2017,22.053602,18.615427,1.129966,0.776548,0.228426,1.303236
2018,23.189875,17.800596,1.140359,0.773901,0.228736,3.246282
2019,17.317655,12.288861,1.153625,0.833496,0.222600,2.819073
2020,12.706013,9.199319,1.110522,0.827383,0.182945,1.385845
2021,13.538956,10.391934,1.118653,0.864137,0.193278,0.970954
2022,14.955372,11.971489,1.102321,0.888974,0.200237,0.792351
2023,13.381390,8.748131,1.080099,0.865677,0.194059,2.493423
2024,12.147166,8.092588,1.078494,0.880209,0.189326,1.906551
