"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,1.203858,0.171218,0.172971,
200802,1.142820,0.171218,0.172335,
200803,0.946474,0.109340,0.220331,
200804,1.188709,0.333598,0.179373,
200805,0.922401,0.336320,0.134310,
200806,0.959263,0.333598,0.091544,
200807,0.823089,0.333598,0.077370,
200808,0.872487,0.296088,0.045699,
200809,0.949219,0.333598,0.046725,
200810,1.085618,0.217661,0.172335,
200811,1.248243,0.258983,0.088563,
200812,0.979678,0.292545,0.254300,
200901,0.992820,0.269149,0.173032,
200902,0.961023,0.194471,0.164601,
200903,0.917021,0.203486,0.197488,
200904,0.839927,0.189570,0.143049,
200905,0.727980,0.285502,0.090061,
200906,0.647272,0.346658,0.053434,
200907,0.607307,0.110137,0.044947,
200908,0.807662,0.188290,0.078504,
200909,0.715127,0.272971,0.045282,
200910,0.917021,0.223604,0.045617,
200911,0.900820,0.279531,0.045617,
200912,0.987554,0.338201,0.117867,
201001,1.270498,0.301364,0.169557,
201002,1.101024,0.238445,0.229956,
201003,1.373116,0.271796,0.188880,
201004,1.204069,0.299147,0.159274,
201005,1.100460,0.208741,0.093395,
201006,0.939886,0.235097,0.057404,
201007,1.003010,0.258684,0.037234,
201008,1.179482,0.298057,0.037234,
201009,1.130565,0.267477,0.041528,
201010,1.234738,0.237323,0.055879,
201011,1.334246,0.193770,0.100683,
201012,1.390907,0.243547,0.130346,
201101,1.309032,0.205163,0.182621,
201102,1.154932,0.198865,0.162233,
201103,1.321526,0.317273,0.186709,
201104,1.031948,0.281102,0.145984,
201105,1.082949,0.281102,0.086558,
201106,1.065991,0.288264,0.050637,
201107,1.085355,0.275440,0.037148,
201108,1.256086,0.314484,0.037710,
201109,1.164622,0.238907,0.036892,
201110,1.178798,0.254720,0.041338,
201111,1.288846,0.202468,0.087631,
201112,1.241559,0.288090,0.108888,
201201,1.151033,0.223321,0.173275,
201202,1.183486,0.212924,0.197838,
201203,1.075668,0.344205,0.138235,
201204,0.929236,0.167375,0.101711,
201205,0.974340,0.341138,0.054167,
201206,0.759553,0.341224,0.039686,
201207,1.234164,0.279312,0.043195,
201208,1.178926,0.266572,0.036276,
201209,1.049515,0.237459,0.046803,
201210,1.004734,0.251295,0.087873,
201211,1.036023,0.304047,0.116291,
201212,1.025545,0.260242,0.218595,
201301,1.265836,0.250657,0.193808,
201302,1.213690,0.243320,0.144223,
201303,1.279887,0.243320,0.185667,
201304,1.071601,0.250818,0.117673,
201305,1.135289,0.247712,0.076136,
201306,0.846874,0.286663,0.061380,
201307,1.391575,0.297200,0.068319,
201308,1.344588,0.314192,0.035986,
201309,1.286611,0.261070,0.041259,
201310,1.422905,0.279564,0.071695,
201311,1.240912,0.271756,0.088809,
201312,1.032302,0.261014,0.109069,
201401,1.317341,0.260570,0.172222,
201402,0.631691,0.184000,0.118462,
201403,1.125186,0.267298,0.109610,
201404,1.050197,0.271053,0.078428,
201405,1.147381,0.257983,0.056347,
201406,1.279051,0.271500,0.036155,
201407,1.280166,0.301044,0.033321,
201408,1.155806,0.298012,0.039885,
201409,1.136873,0.310615,0.043963,
201410,1.314348,0.270739,0.082705,
201411,1.306078,0.277304,0.107173,
201412,1.327807,0.261273,0.129403,
201501,1.166372,0.274847,0.134727,
201502,1.069346,0.243441,0.109910,
201503,0.952756,0.209130,0.110209,
201504,0.962696,0.268101,0.076937,
201505,0.946137,0.279038,0.053414,
201506,0.966455,0.279240,0.037300,
201507,0.621283,0.306832,0.033122,
201508,0.953247,0.320753,0.038494,
201509,0.892864,0.306303,0.041478,
201510,0.954927,0.268227,0.077435,
201511,0.962157,0.281820,0.086039,
