"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,5.494861,0.228739,0.018285,4.207306,0.136621,0.903912
1991,5.386418,0.218694,0.019442,4.107834,0.136108,0.904340
1992,4.649191,0.137543,0.017428,3.450894,0.137225,0.906101
1993,3.850231,0.133882,0.017860,2.664550,0.127541,0.906398
1994,3.589320,0.149875,0.019307,2.385592,0.127092,0.907454
1995,3.317262,0.152617,0.020262,2.105651,0.130256,0.908476
1996,3.173894,0.170236,0.021226,1.946343,0.126202,0.909888
1997,3.206468,0.169016,0.022196,1.986579,0.117309,0.911368
1998,3.293477,0.170768,0.023176,2.076519,0.111146,0.911869
1999,2.989978,0.166225,0.025154,1.782575,0.101886,0.914138
2000,3.101679,0.163955,0.027189,1.889471,0.104806,0.916258
2001,3.026859,0.178232,0.024025,1.804113,0.102602,0.917887
2002,2.937391,0.190703,0.021697,1.696535,0.106962,0.921494
2003,3.066524,0.174702,0.021717,1.830307,0.116621,0.923176
2004,3.185268,0.179574,0.022065,1.948194,0.109342,0.926093
2005,3.238301,0.191228,0.022752,1.970211,0.124116,0.929995
2006,3.207283,0.185922,0.020115,1.937856,0.124732,0.938658
2007,3.396614,0.186500,0.016384,2.099975,0.150959,0.942797
2008,3.595248,0.173216,0.017242,2.303749,0.150820,0.950221
2009,3.434662,0.179829,0.015832,2.127761,0.154747,0.956492
2010,3.507936,0.216319,0.017140,2.156118,0.156753,0.961606
2011,3.550495,0.208101,0.017578,2.218086,0.141270,0.965458
2012,3.720856,0.206775,0.015701,2.385833,0.142328,0.970219
2013,3.713998,0.196444,0.015081,2.364689,0.163203,0.974581
2014,3.816670,0.190792,0.013085,2.477593,0.155624,0.979576
2015,3.946464,0.192299,0.012978,2.595968,0.159743,0.985476
2016,3.878370,0.200499,0.012594,2.496792,0.177061,0.991424
2017,3.992177,0.213180,0.011740,2.604368,0.167299,0.995590
2018,3.966579,0.217631,0.010436,2.561186,0.175417,1.001908
2019,4.201946,0.214694,0.010524,2.807206,0.163719,1.005803
2020,4.191241,0.210526,0.010370,2.803299,0.156189,1.010857
2021,4.264168,0.236547,0.009023,2.847897,0.156722,1.013979
2022,4.319834,0.239929,0.011559,2.894727,0.156878,1.016741
2023,4.178908,0.237639,0.010459,2.757052,0.156378,1.017381
