"Year","Coal","Oil","Gas","Cement"
1950,0,0.153888,0.260144,0
1951,0,0.032976,0.267472,0
1952,0,0.051296,0.271136,0
1953,0,0.076944,0.267472,0
1954,0,0.085141,0.273931,0
1955,0,0.032976,0.267472,0
1956,0,0.028955,0.267829,0
1957,0,0.029312,0.263808,0
1958,0,0.021734,0.297034,0
1959,0,0.028986,0.297110,0
1960,0,0.029312,0.304112,0
1961,0,0.029312,0.274800,0
1962,0,0.074013,0.296051,0
1963,0,0.054960,0.300448,0
1964,0,0.073280,0.267472,0
1965,0,0.010873,0.322551,0
1966,0,0.201520,0.289456,0
1967,0,0.144097,0.295583,0
1968,0,0.142896,0.285792,0
1969,0,0.164880,0.322432,0
1970,0,0.190528,0.388384,0
1971,0,0.260144,0.362736,0
1972,0,0.219840,0.736464,0
1973,0,0.249061,0.860724,0
1974,0,0.292989,1.366060,0
1975,0,0.300448,1.516896,0
1976,0,0.337293,1.022879,0
1977,0,0.443598,1.789058,0
1978,0,0.542272,3.601712,0
1979,0,0.637536,3.473472,0
1980,0.003664,0.674176,2.901888,0
1981,0,0,1.183472,0
1982,0,0,1.178207,0
1983,0,0,1.311712,0
1984,0,0.657112,1.097635,0
1985,0,1.223776,1.234768,0
1986,0,1.321147,0.943152,0
1987,0,1.190800,2.077488,0
1988,0,1.601168,4.063376,0
1989,0,1.575520,4.719232,0
1990,0,1.539914,3.857118,0
1991,0,1.637808,4.371152,0
1992,0,1.261087,4.479792,0
1993,0,1.604832,4.162304,0
1994,0,1.352016,4.078032,0
1995,0,1.088804,4.641166,0
1996,0,1.193802,4.573801,0
1997,0,1.278736,4.675264,0
1998,0,1.421632,3.975440,0
1999,0,1.546208,4.195280,0
2000,0,0.839581,4.205238,0
2001,0,0.901344,3.902160,0
2002,0,0.718144,3.700640,0
2003,0,0.838559,4.500387,0
2004,0,1.007600,4.455424,0
2005,0,1.058896,4.206272,0
2006,0,0.970960,5.877056,0
2007,0,1.846656,5.939344,0
2008,0,2.055504,6.492608,0
2009,0,1.754236,5.595976,0
2010,0,1.590176,6.126208,0
2011,0,1.956576,7.287696,0
2012,0,2.065710,7.112781,0
2013,0,1.656128,5.624240,0
2014,0,1.689104,6.771072,0
2015,0,1.645136,4.891440,0
2016,0,1.803499,5.340849,0
2017,0,1.927264,6.822368,0
2018,0,1.905999,7.026540,0
2019,0.604763,3.577267,5.974329,0
2020,2.132448,3.407520,5.331120,0
2021,2.747169,3.230671,5.329508,0
2022,2.857042,3.309007,5.017316,0
2023,3.109297,3.380953,5.065809,0
