"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.001400,0.000500,0,
1962,0.001900,0.000500,0.000200,
1963,0.002400,0.000400,0.000200,
1964,0.005100,0.000800,0.000500,
1965,0.006300,0.001200,0.000600,
1966,0.010100,0.001737,0.000600,
1967,0.006900,0.001837,0.000600,
1968,0.004800,0.004659,0.001000,
1969,0.004500,0.002511,0.000800,
1970,0.000400,0.002005,0.001000,
1971,0.000400,0.002005,0.001000,
1972,0.000300,0.004216,0.001400,
1973,0.000200,0.006232,0.001200,
1974,0.000100,0.005800,0.001200,
1975,0.000200,0.003900,0.001200,
1976,0.000200,0.003900,0.001200,
1977,0.000200,0.003900,0.001200,
1978,0.000200,0.007800,0.001200,
1979,0.000200,0.010000,0.001600,
1980,0.000600,0.011100,0.001600,
1981,0.000900,0.018100,0.001600,
1982,0.000100,0.012000,0.003400,
1983,0.000600,0.013600,0.004000,
1984,0.001500,0.014500,0.004000,
1985,0.000700,0.012700,0.003600,
1986,0.000700,0.015000,0.003600,
1987,0.000700,0.025000,0.011200,
1988,0.002700,0.027100,0.010200,
1989,0.004000,0.024600,0.005800,
1990,0.051200,0.036600,0.005000,0.001503
1991,0.047000,0.024700,0.005000,0.000455
1992,0.010294,0.019068,0.003850,0.000597
1993,0.000245,0.002335,0.000658,0.000597
1994,0.001222,0.008816,0.004400,0.001154
1995,0.017849,0.051332,0.002816,0.001717
1996,0.035100,0.037000,0.002400,0.000700
1997,0.030800,0.008500,0.004200,0.000700
1998,0.015365,0.022202,0.004534,0.000327
1999,0.005645,0.047011,0.008930,0.001704
2000,0.000669,0.003166,0.006574,0.000189
2001,0.000683,0.013300,0.009452,0.000257
2002,0.000142,0.000855,0.003258,0.000121
2003,0.000893,0.000749,0.046014,0.001544
2004,0.000154,0.014849,0.011200,0.000259
2005,0.000154,0.014849,0.011200,0.000259
2006,0.000109,0.005527,0.007254,0.000259
2007,0.000462,0.003453,0.016404,0.000324
2008,0.000807,0.001762,0.011164,0.000266
2009,0.000087,0.001833,0.011820,0.000292
2010,0.000143,0.004922,0.011994,0.000243
2011,0.000140,0.014184,0.014464,0.000243
2012,0.000492,0.016443,0.018994,0.000177
2013,0.000298,0.018111,0.010526,0.000930
2014,0.000557,0.015746,0.012662,0.000170
2015,0.000225,0.014374,0.011246,0.000072
2016,0.000202,0.012730,0.009920,0.000005
2017,0.003980,0.014627,0.008946,0.000023
2018,0.007316,0.011956,0.010262,0.000063
2019,0.001168,0.018561,0.009266,0.000001
2020,0.001018,0.016991,0.006946,0.000155
2021,0.000834,0.010982,0.009546,0.000001
2022,0.002918,0.008362,0.006298,0.000012
2023,0.004816,0.007517,0.007768,0.004953
