"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.001800,,,
1962,0.001200,,,
1963,0.001800,,,
1964,0.002100,,,
1965,0.002200,,,
1966,0.000900,,,
1967,0.001300,,,
1968,0.005000,,,
1969,0.001300,,,
1970,0.001500,,,
1971,0.001500,,,
1972,0.001500,,,
1973,0.003500,,,
1974,0.003100,,,
1975,0.001700,,,
1976,0.003100,,,
1977,0.003000,,,
1978,0.001000,,,
1979,0.000800,,,
1980,0.000100,,,
1981,0.000500,,,
1982,0.000500,,,
1983,0.000600,,,
1984,0.000600,,,
1985,0.000200,,,
1986,0.000100,,,
1987,0.000500,,,
1988,0.000100,,,
1989,0.000200,,,
1990,0.000200,,,
1991,0.000200,,,
1992,0.000011,0.000022,0.000044,0.000049
1993,0.000065,0.000032,0.000102,0.000049
1994,0.000065,0.000010,0.000324,0.001724
1995,0.000266,0.000140,0.000176,0.001834
1996,0.000200,0.000100,0.000106,0
1997,0.000200,0.000100,0.000106,0
1998,0.000009,0,0.000062,0
1999,0.004849,0.000013,0.000062,0.001035
2000,0.000010,0.000013,0.000108,0.001035
2001,0.000700,0.000013,0.000108,0.001035
2002,0.000017,0.000013,0.000072,0.001035
2003,0.000859,0.000039,0.001118,0.000303
2004,0.000657,0.000061,0.001166,0.000303
2005,0.000657,0.000061,0.001166,0.000303
2006,0.000657,0.000061,0.001198,0.000303
2007,0.000129,0.000061,0.001202,0.000303
2008,0.000068,0.000061,0.001202,0.000289
2009,0.000265,0.000061,0.001410,0.000289
2010,0.000222,0.000061,0.001410,0.000289
2011,0.000211,0.000061,0.001454,0.000289
2012,0.000073,0.000222,0.001614,0.000004
2013,0.000087,0.000079,0.001778,0.000028
2014,0.000130,0.000728,0.001576,0.000067
2015,0.000088,0.000057,0.001132,0.000012
2016,0.000001,0.000110,0.001100,0.000012
2017,0.000020,0.000055,0.000484,0
2018,0.000076,0.000036,0.000350,0
2019,0.000435,0.000353,0.000418,0
2020,0,0.000009,0.001482,0
2021,0,0.000009,0.001514,0
2022,0.000055,0.000162,0.001478,0
2023,0.006764,0.008085,0.001526,0.021535
