"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2020,0.050000,"NaN",-0.420000,"NaN",-0.010000,"NaN","NaN"
2021,-0.130000,"NaN",0.060000,"NaN",0.030000,"NaN","NaN"
2022,-0.020000,"NaN",-0.140000,"NaN",-0.030000,"NaN","NaN"
2023,-0.150000,"NaN",0.130000,"NaN",0,"NaN","NaN"
2024,0.220000,"NaN",-0.180000,"NaN",0.010000,0,"NaN"
