"YYYYMM","Natural gas","Oil","Others"
201612,0.173330,0.827172,
201701,1.517694,5.465520,
201702,1.585250,4.388652,
201703,1.928211,6.885324,
201704,2.080639,7.596252,
201705,1.922209,4.509756,
201706,2.539923,6.713604,
201707,2.572474,6.436800,
201708,2.432494,6.590304,
201709,1.759124,5.211108,
201710,2.263852,9.086400,
201711,2.177988,9.499428,
201712,2.033668,9.984348,
201801,3.048046,9.571536,
201802,2.976475,9.148392,
201803,2.633053,7.986960,
201804,2.554628,8.161920,
201805,2.341931,9.189072,
201806,2.379589,9.238860,
201807,2.325645,9.381096,
201808,2.141677,9.804492,
201809,1.947137,10.058688,
201810,2.073453,10.253268,
201811,1.351302,8.474040,
201812,1.365264,9.394272,
201901,1.646864,9.990468,
201902,1.217408,9.269784,
201903,1.172850,9.964836,
201904,1.486128,9.024588,
201905,1.116375,7.739172,
201906,1.002696,8.349120,
201907,1.539084,9.405468,
201908,1.519195,10.028124,
201909,1.462284,8.580780,
201910,1.381777,9.981468,
201911,1.492950,9.923652,
201912,1.663018,10.253340,
202001,1.454894,10.131840,
202002,1.401253,9.087696,
202003,1.816415,10.294452,
202004,1.897282,9.555444,
202005,1.724552,9.211320,
202006,1.489875,7.872876,
202007,1.430687,7.530588,
202008,1.408767,7.027020,
202009,1.135491,6.773580,
202010,1.847676,8.606376,
202011,1.713349,7.019136,
202012,1.547568,7.013412,
202101,1.800654,7.998984,
202102,1.582358,6.514488,
202103,2.069025,9.156456,
202104,1.476126,7.575408,
202105,0.868548,6.529608,
202106,0.893868,6.404148,
202107,1.144596,7.160544,
202108,1.421974,6.665040,
202109,1.123121,4.716900,
202110,1.341503,4.794912,
202111,1.662848,5.723208,
202112,1.984442,6.565284,
202201,1.860548,6.382512,
202202,1.112574,5.297976,
202203,0.945099,4.181364,
202204,0.232048,0.643716,
202205,0.176943,2.242656,
202206,1.317078,5.764824,
202207,1.184335,6.083388,
202208,1.132004,5.139936,
202209,0.978143,5.207904,
202210,1.080940,5.302404,
202211,1.080548,4.854204,
202212,1.211459,5.577912,
202301,1.317913,5.399460,
202302,1.106787,3.467088,
202303,1.268593,4.702068,
202304,1.164563,5.090832,
202305,1.462333,4.862988,
202306,1.264140,4.548852,
202307,1.123921,4.388508,
202308,1.107267,4.512636,
202309,1.031742,4.008492,
202310,1.117627,4.598856,
202311,1.190052,4.545504,
202312,1.138141,4.329468,
202401,1.172648,4.294044,
202402,1.021492,3.832452,
202403,1.036660,3.748788,
202404,0.929733,3.163032,
202405,1.284629,2.971476,
202406,1.334708,2.056032,
202407,1.818900,2.624796,
202408,1.712352,3.623076,
202409,0.100231,2.186856,
202410,0.693958,3.602160,
202411,0.994548,2.663172,
202412,1.113705,3.427128,
202501,0.324031,3.086244,
202502,0.151266,2.632680,
