"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,,0.032800,
1962,,,,,0.042000,
1963,,,,,0.063200,
1964,,,,,0.052600,
1965,,,,,0.056100,
1966,,,,,0.059700,
1967,,,,,0.058300,
1968,,,,,0.040900,
1969,,,,,0.034400,
1970,,,,,0.046600,
1971,,,,,0.058600,
1972,,,,,0.067300,
1973,,,,,0.077100,
1974,,,,,0.080100,
1975,,,,,0.045200,
1976,,,,,0.045200,
1977,,,,,0.062090,
1978,,,,,0.068300,
1979,,,,,0.063500,
1980,,,,,0.076800,
1981,,,,,0.062300,
1982,,,,,0.073600,
1983,,,,,0.064000,
1984,,,,,0.066700,
1985,,,,,0.067000,
1986,,,,,0.055200,
1987,,,,,0.082700,
1988,,,,,0.082700,
1989,,,,,0.063100,
1990,0,,,,0.063100,
1991,0,,,,0.063100,
1992,0,,,,0.085446,0.000238
1993,0,,,,0.090946,0.000943
1994,0,,,,0.070881,0.001417
1995,0,,,,0.088800,0.001459
1996,0.000009,,,,0.092500,0.000100
1997,0.000018,,,,0.085000,0.000300
1998,0.000005,,,0,0.071000,0.001800
1999,0.000009,,,0,0.070550,0.001720
2000,0.000005,,,0,0.094000,0
2001,0.000006,,,0,0.071000,0
2002,0.000011,,,0,0.070440,0.000015
2003,0.000009,,,0,0.082279,0.000703
2004,0.000010,,,0,0.097055,0.000423
2005,0.000005,,,0,0.113338,0.000070
2006,0.000006,,,0,0.094957,0.000040
2007,0.000027,,,0,0.106298,0.000513
2008,0.000021,,,0,0.070060,0.001027
2009,0.000046,,,0,0.048903,0.000141
2010,0.000050,,,0,0.076627,0.000333
2011,0.000084,,,0,0.069567,0.000244
2012,0.000093,,,0,0.074662,0.000200
2013,0.000093,,,0,0.079281,0.000091
2014,0.000165,,,0,0.095599,0.000018
2015,0.000065,,,0,0.094200,0.000020
2016,0.000133,,,0,0.056592,0.000051
2017,0.000202,,,0,0.073216,0
2018,0.000118,,,0,0.061000,0
2019,0.000076,,,0,0.055000,0
2020,0.000077,,,0,0.045000,0
2021,0.000046,,,0,0.043000,0
2022,0.000149,,,0,0.039700,0
2023,0.000296,,,0,0.039700,0
