"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2000,,1.808492,1.808955,1.808955,1.808955,1.975229,1.974681,1.988434,1.988434,1.975221,1.975422,1.975422,1.931918,1.931765,1.968901,2.142326,2.142325,2.154867,2.140487,2.131107,2.138390,2.138390,2.138390
2001,1.784469,1.781525,1.781970,1.781970,1.781970,1.939245,1.938922,1.952528,1.952528,1.938938,1.939139,1.939139,1.879223,1.879132,1.931984,2.028934,2.028928,2.041581,2.029743,2.021253,2.028646,2.028646,2.028646
2002,,1.854261,1.854146,1.854146,1.854703,2.016285,2.016600,2.030082,2.030082,2.014614,2.014815,2.014815,1.950946,1.950863,2.006828,2.137055,2.136895,2.149742,2.140446,2.131238,2.138806,2.138806,2.138806
2003,,,1.796722,1.796722,1.797279,1.999500,2.000986,2.013797,2.013797,2.007480,2.007689,2.007689,1.948868,1.948751,1.995817,2.128283,2.128113,2.140792,2.131027,2.121889,2.129468,2.129468,2.129468
2004,,,,1.886180,1.890139,2.050010,2.056042,2.069035,2.069035,2.051956,2.052166,2.052166,1.966074,1.965954,2.040099,2.223019,2.223018,2.236094,2.226081,2.216692,2.224184,2.224184,2.224184
2005,,,,,1.913620,2.006458,2.012780,2.026243,2.026243,1.998561,1.998591,1.998591,1.946349,1.946106,1.990682,2.108179,2.108193,2.121775,2.111554,2.103238,2.111118,2.111118,2.111118
2006,,,,,,2.091389,2.090725,2.103496,2.103496,2.064707,2.066214,2.066214,1.979850,1.979672,2.059054,2.177242,2.177237,2.191056,2.180369,2.171717,2.180034,2.180034,2.180035
2007,,,,,,,2.146137,2.158501,2.158501,2.118798,2.121326,2.121326,2.075353,2.075378,2.121339,2.323217,2.323224,2.336543,2.324000,2.311181,2.319576,2.319576,2.319575
2008,,,,,,,,2.019283,2.019283,1.997236,1.999418,1.999418,1.964795,1.964592,1.995215,2.184313,2.184312,2.208790,2.196269,2.185513,2.193788,2.193788,2.193788
2009,,,,,,,,,1.967590,1.949842,1.952478,1.952478,1.905416,1.905263,1.943043,2.109112,2.109119,2.114215,2.102466,2.094029,2.102669,2.102669,2.102669
2010,,,,,,,,,,1.804755,1.807121,1.807121,1.761385,1.761214,1.800712,1.992086,1.992098,2.028995,1.993841,1.985356,1.993773,1.993773,1.993774
2011,,,,,,,,,,,1.712116,1.712116,1.680489,1.680283,1.705866,1.862396,1.862394,1.884412,1.874865,1.867257,1.875517,1.875517,1.875517
2012,,,,,,,,,,,,1.661533,1.631058,1.630666,1.654759,1.822058,1.822051,1.832205,1.826725,1.820310,1.828144,1.828144,1.828144
2013,,,,,,,,,,,,,1.593243,1.617452,1.641723,1.786072,1.786077,1.796975,1.788259,1.785160,1.792879,1.792879,1.792878
2014,,,,,,,,,,,,,,1.618302,1.626849,1.796716,1.796720,1.803938,1.795279,1.771910,1.779343,1.779343,1.779343
2015,,,,,,,,,,,,,,,1.643374,1.816090,1.816092,1.827914,1.819047,1.816213,1.823674,1.823674,1.823673
2016,,,,,,,,,,,,,,,,1.794918,1.794919,1.803077,1.793891,1.791189,1.798744,1.798744,1.798744
2017,,,,,,,,,,,,,,,,,1.843707,1.844964,1.836155,1.832422,1.839533,1.839533,1.839533
2018,,,,,,,,,,,,,,,,,,1.889303,1.880784,1.875885,1.882551,1.882551,1.882551
2019,,,,,,,,,,,,,,,,,,,1.824127,1.820166,1.827292,1.827292,1.827293
2020,,,,,,,,,,,,,,,,,,,,1.633886,1.640273,1.641103,1.641103
2021,,,,,,,,,,,,,,,,,,,,,1.742500,1.739713,1.726312
2022,,,,,,,,,,,,,,,,,,,,,,1.794516,1.782692
2023,,,,,,,,,,,,,,,,,,,,,,,1.748621
