"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2001,2.191524,2.185650,2.187761,2.759222,2.746564,2.762139,2.763642,2.777160,2.777160,2.751414,2.773280,2.773280,2.708716,2.710295,2.762861,2.862684,2.862672,2.875242,2.863426,2.855336,2.865427,2.865418,2.864992
2002,,2.237882,2.241219,2.850631,2.842413,2.853683,2.855791,2.868052,2.868052,2.844401,2.862859,2.862859,2.794127,2.795907,2.854788,2.987902,2.987741,3.000522,2.991283,2.982484,2.992466,2.992441,2.991995
2003,,,2.175439,2.770329,2.764701,2.835460,2.839477,2.852210,2.852210,2.840649,2.854601,2.854601,2.791107,2.792723,2.846733,2.979692,2.979518,2.994553,2.984898,2.976171,2.985957,2.985881,2.985437
2004,,,,2.865630,2.862678,2.905425,2.914125,2.927024,2.927024,2.910855,2.926444,2.926444,2.835123,2.837029,2.917802,3.101239,3.101238,3.116887,3.109114,3.100137,3.109793,3.107626,3.107170
2005,,,,,2.872134,2.854484,2.863558,2.876927,2.876927,2.844140,2.852934,2.852934,2.795406,2.797315,2.851863,2.968905,2.968927,2.985969,2.976356,2.968443,2.978476,2.976870,2.976360
2006,,,,,,3.035069,3.037603,3.050274,3.050274,3.015191,3.029321,3.029321,2.937413,2.939277,3.029119,3.147042,3.147041,3.164403,3.152914,3.144668,3.155845,3.154895,3.154382
2007,,,,,,,3.288661,3.300919,3.301155,3.266916,3.286405,3.286405,3.235094,3.236895,3.293482,3.493947,3.493958,3.512098,3.496090,3.483689,3.495134,3.494802,3.494320
2008,,,,,,,,3.594662,3.594630,3.578980,3.605128,3.605128,3.564968,3.567209,3.608324,3.794950,3.794955,3.824941,3.811449,3.801137,3.812816,3.811986,3.811488
2009,,,,,,,,,3.555623,3.546057,3.571836,3.571836,3.519703,3.521891,3.566244,3.731083,3.731093,3.740180,3.727679,3.719715,3.731080,3.731802,3.730449
2010,,,,,,,,,,3.404909,3.431810,3.431810,3.382656,3.383552,3.429351,3.620931,3.620942,3.660125,3.624647,3.616621,3.627419,3.626604,3.626637
2011,,,,,,,,,,,3.332750,3.332750,3.288906,3.298568,3.329565,3.486407,3.486409,3.510639,3.501314,3.494164,3.504698,3.503540,3.503479
2012,,,,,,,,,,,,3.323787,3.288949,3.290576,3.322869,3.488686,3.488679,3.502886,3.496829,3.490870,3.501300,3.498548,3.499153
2013,,,,,,,,,,,,,3.269330,3.301796,3.334538,3.481782,3.481785,3.492772,3.482726,3.480080,3.490100,3.488069,3.488797
2014,,,,,,,,,,,,,,3.272208,3.288985,3.461844,3.461716,3.469682,3.459260,3.436352,3.446717,3.445115,3.445281
2015,,,,,,,,,,,,,,,3.360654,3.536412,3.533375,3.545255,3.536220,3.533853,3.543713,3.541181,3.541014
2016,,,,,,,,,,,,,,,,3.489972,3.489974,3.497539,3.487423,3.485184,3.495520,3.493675,3.493663
2017,,,,,,,,,,,,,,,,,3.614496,3.614873,3.604886,3.601620,3.612189,3.610952,3.610949
2018,,,,,,,,,,,,,,,,,,3.674529,3.663377,3.658953,3.668959,3.667102,3.665355
2019,,,,,,,,,,,,,,,,,,,3.550747,3.546263,3.558741,3.556092,3.552640
2020,,,,,,,,,,,,,,,,,,,,3.328876,3.339561,3.340566,3.338906
2021,,,,,,,,,,,,,,,,,,,,,3.510051,3.508308,3.490635
2022,,,,,,,,,,,,,,,,,,,,,,3.613243,3.597685
2023,,,,,,,,,,,,,,,,,,,,,,,3.508235
