"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,,-0.005936,-0.007960,1.630651,1.622575,1.150225,1.180015,2.056188,1.028552,1.117827,1.100914,1.104569,7.693592,7.693592,7.704354,7.664546,5.635128,5.623605,5.720478,5.759245,5.761357,5.952057,6.397517
1991,,-0.014680,-0.019080,1.619539,1.606921,1.140327,1.174544,2.051210,1.026490,1.114888,1.096612,1.100082,7.694200,7.694200,7.705294,7.664548,5.628649,5.610203,5.723919,5.763602,5.766107,5.953163,6.395985
1992,,-0.024690,-0.031730,1.606882,1.587622,1.120831,1.160618,2.035254,1.013971,1.100143,1.081043,1.084107,7.683230,7.683230,7.694585,7.653020,5.617777,5.592804,5.715460,5.755996,5.758809,5.943156,6.382459
1993,,-0.037160,-0.046840,1.591779,1.572707,1.106106,1.150710,2.024333,1.004301,1.087863,1.067635,1.069676,7.672656,7.672656,7.684262,7.642048,5.617495,5.586112,5.722955,5.749552,5.752736,5.951172,6.391849
1994,,-0.047120,-0.059000,1.579614,1.554319,1.087538,1.137393,2.010705,0.994086,1.076036,1.054389,1.056183,7.670977,7.670977,7.682744,7.639899,5.594130,5.554128,5.694868,5.745811,5.749295,5.942848,6.383304
1995,,-0.056340,-0.070420,1.568194,1.532817,1.066356,1.120167,1.988405,0.975373,1.054986,1.032444,1.033660,7.646887,7.646887,7.658742,7.615259,5.589250,5.540801,5.690591,5.736617,5.740213,5.928678,6.366177
1996,,-0.065730,-0.082010,1.556609,1.513924,1.049007,1.106259,1.974931,0.964988,1.042365,1.018570,1.019360,7.647299,7.647299,7.659579,7.616038,5.586687,5.529474,5.688356,5.733647,5.736801,5.920175,6.357507
1997,,-0.080840,-0.098880,1.539738,1.493341,1.028278,1.088888,1.954894,0.948737,1.024489,0.999684,1.000197,7.652467,7.652467,7.665087,7.620916,5.588174,5.521524,5.689371,5.734546,5.737695,5.914718,6.352676
1998,,-0.094000,-0.114240,1.524379,1.467397,1.002569,1.066899,1.929524,0.928973,1.004173,0.978152,0.977784,7.665770,7.665770,7.678707,7.633792,5.594478,5.518275,5.695092,5.740902,5.744413,5.915440,6.351378
1999,,-0.112310,-0.135190,1.503422,1.438737,0.973745,1.043534,1.905484,0.910717,0.985236,0.957993,0.958562,7.684875,7.684875,7.698049,7.652666,5.608432,5.523555,5.709411,5.753803,5.757603,5.922128,6.358498
2000,,-0.131270,-0.156350,1.482264,1.413747,0.949099,1.023194,1.879116,0.848676,0.922476,0.934702,0.936076,7.719839,7.719839,7.733328,7.687279,5.629486,5.534770,5.729440,5.771379,5.774713,5.932734,6.365476
2001,-0.144850,-0.144980,-0.172700,1.465900,1.396307,0.931480,1.010019,1.865268,0.831945,0.904514,0.920058,0.921905,7.741829,7.741829,7.755278,7.708949,5.644923,5.540843,5.744600,5.787772,5.791444,5.943634,6.374020
2002,,-0.162530,-0.192890,1.445724,1.375513,0.910656,0.993087,1.845335,0.810492,0.882547,0.902581,0.906059,7.777175,7.777175,7.790400,7.743643,5.673705,5.561249,5.774017,5.813663,5.814709,5.960204,6.388759
2003,,,-0.207640,1.422036,1.350967,0.886059,0.973024,1.820688,0.784915,0.856213,0.880074,0.883436,7.785856,7.785856,7.798955,7.752032,5.669945,5.551753,5.773456,5.817536,5.817917,5.958009,6.382456
2004,,,,1.386701,1.315802,0.850927,0.943512,1.789571,0.755098,0.826671,0.855405,0.857283,7.788819,7.788819,7.802197,7.754908,5.676282,5.553038,5.784029,5.823130,5.823240,5.957496,6.382340
2005,,,,,1.286103,0.821041,0.917122,1.758376,0.723122,0.794213,0.821883,0.822875,7.804907,7.804907,7.818588,7.771024,5.688282,5.559258,5.799348,5.829603,5.829271,5.956523,6.382417
2006,,,,,,0.792021,0.890836,1.727818,0.691561,0.764716,0.802799,0.802536,7.875291,7.875291,7.889033,7.841353,5.739655,5.617250,5.866394,5.890779,5.890468,5.996874,6.424558
2007,,,,,,,0.874379,1.709067,0.662423,0.736692,0.786187,0.786030,7.945984,7.945984,7.959695,7.911975,5.785390,5.644336,5.902512,5.815363,5.815129,5.909190,6.339157
2008,,,,,,,,1.682994,0.632682,0.707661,0.772701,0.772254,8.005819,8.005819,8.019520,7.971923,5.810412,5.663410,5.930691,5.864040,5.864642,5.951810,6.382770
2009,,,,,,,,,0.596113,0.672002,0.747556,0.747131,8.027140,8.027140,8.040639,7.993268,5.785639,5.633360,5.909595,5.857081,5.856843,5.998388,6.437929
2010,,,,,,,,,,0.646562,0.708610,0.703863,7.982773,7.982773,7.996405,7.949111,5.759289,5.607106,5.888243,5.821996,5.822136,5.980077,6.412204
