"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,1.422761,0.089028,0.176444,1.129274,0.021939,0.006076
1991,1.426208,0.086591,0.169582,1.141827,0.021882,0.006326
1992,1.400056,0.087697,0.151745,1.132181,0.021845,0.006589
1993,1.435327,0.094485,0.158475,1.154800,0.021131,0.006435
1994,1.467311,0.096711,0.158018,1.185486,0.020800,0.006296
1995,1.463288,0.112854,0.151039,1.172164,0.020782,0.006449
1996,1.529556,0.115030,0.175464,1.212400,0.020308,0.006355
1997,1.512882,0.129035,0.149135,1.208392,0.020117,0.006205
1998,1.527949,0.132831,0.132655,1.236392,0.019629,0.006443
1999,1.555461,0.140526,0.134250,1.255108,0.019189,0.006389
2000,1.496133,0.141679,0.076630,1.251602,0.019159,0.007063
2001,1.485003,0.137975,0.067795,1.253041,0.019000,0.007192
2002,1.409011,0.137170,0.014624,1.230787,0.018873,0.007557
2003,1.396439,0.132050,0.014488,1.223070,0.018980,0.007851
2004,1.424359,0.146986,0.013580,1.236887,0.018964,0.007942
2005,1.427063,0.148408,0.013031,1.238646,0.019068,0.007911
2006,1.487064,0.124602,0.013843,1.301886,0.020201,0.026532
2007,1.511191,0.127767,0.015398,1.338554,0.021234,0.008239
2008,1.535007,0.121149,0.013732,1.369825,0.021706,0.008595
2009,1.451342,0.097918,0.012061,1.310185,0.022355,0.008822
2010,1.417910,0.085072,0.013023,1.287837,0.022836,0.009143
2011,1.405271,0.078395,0.013373,1.281637,0.022350,0.009516
2012,1.417249,0.075501,0.013057,1.297378,0.021640,0.009673
2013,1.412166,0.072812,0.011539,1.294808,0.022849,0.010158
2014,1.491516,0.078232,0.010684,1.367265,0.025137,0.010197
2015,1.443414,0.079679,0.010824,1.316403,0.025413,0.011095
2016,1.435161,0.085918,0.008746,1.303878,0.026233,0.010386
2017,1.477062,0.088913,0.008091,1.341612,0.026528,0.011919
2018,1.435751,0.081159,0.009829,1.305733,0.027509,0.011521
2019,1.399139,0.073163,0.009390,1.277091,0.027666,0.011829
2020,1.403435,0.060485,0.009455,1.292784,0.028810,0.011900
2021,1.423237,0.063943,0.007043,1.311200,0.028265,0.012787
2022,1.399631,0.063651,0.007602,1.289892,0.025392,0.013094
2023,1.359472,0.068375,0.006929,1.241431,0.026313,0.016424
