"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,41.816364,0.355180,0.064673,14.846370,6.756057,19.794084
1991,41.747731,0.353882,0.052264,14.403382,6.921575,20.016628
1992,41.630132,0.367094,0.056477,13.775196,7.419329,20.012037
1993,42.086631,0.367859,0.069155,13.748502,7.828085,20.073031
1994,42.472397,0.358905,0.067859,13.780473,8.176444,20.088716
1995,42.365462,0.359469,0.073241,13.254990,8.566301,20.111462
1996,42.886768,0.354225,0.074373,13.399924,8.854337,20.203909
1997,43.303816,0.342392,0.073353,13.438475,9.196138,20.253458
1998,43.821027,0.338774,0.064157,13.775638,9.315071,20.327386
1999,43.954252,0.342098,0.074444,13.574187,9.556444,20.407079
2000,43.888918,0.326616,0.110513,13.101979,9.852438,20.497372
2001,44.374815,0.304202,0.114755,13.149091,10.223359,20.583408
2002,43.891948,0.304606,0.120805,12.843646,9.923585,20.699305
2003,43.933324,0.291542,0.120783,12.626886,10.132504,20.761609
2004,44.415296,0.295879,0.120398,12.398476,10.767693,20.832850
2005,44.376557,0.281196,0.112715,12.512317,10.538471,20.931857
2006,46.010014,0.305601,0.110869,12.890114,11.407205,21.296225
2007,46.314956,0.340018,0.116376,13.167560,11.405467,21.285534
2008,46.037930,0.320747,0.098106,13.318847,10.857430,21.442801
2009,45.920911,0.301078,0.099588,13.533760,10.520583,21.465902
2010,45.810031,0.378993,0.103720,13.435140,10.404182,21.487995
2011,45.049777,0.324154,0.106699,13.431030,9.676429,21.511464
2012,43.882046,0.287824,0.119942,13.022175,8.918673,21.533431
2013,43.696735,0.310907,0.120873,12.772047,8.933609,21.559299
2014,44.463977,0.321338,0.109088,13.570939,8.879582,21.583029
2015,44.657628,0.324467,0.119288,13.786864,8.815435,21.611574
2016,44.631200,0.303607,0.121008,13.880833,8.692474,21.633279
2017,44.242396,0.267265,0.126242,13.625189,8.564268,21.659432
2018,43.931202,0.271118,0.127634,13.259457,8.591912,21.681081
2019,42.710181,0.257687,0.130075,12.921136,7.682332,21.718951
2020,43.542039,0.251385,0.122848,12.710630,8.681679,21.775497
2021,43.875945,0.266819,0.143214,12.704844,8.952140,21.808928
2022,43.528449,0.278463,0.160475,12.618268,8.635736,21.835507
2023,42.921058,0.289615,0.138502,12.290458,8.290915,21.911568
2024,42.312285,0.291720,0.172715,12.061655,7.832013,21.954182
