"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil","Other"
2018,5.530000,0.880000,-0.080000,0,0.100000,0.020000,0,-1.030000
2019,5.670000,1.300000,-1.570000,0,-0.050000,0.010000,0,0.480000
2020,0.010000,-3.100000,-0.800000,0,-0.060000,0.090000,0,-0.620000
2021,3.700000,-0.490000,2.140000,0,0.220000,0.100000,0,-0.500000
2022,3.550000,-0.920000,0.800000,0,-0.220000,0.310000,0,1.080000
2023,6.480000,-1.790000,0.000000,0,0.240000,0.650000,0,-0.340000
2024,5.770000,1.660000,0.780000,0,-0.040000,1.210000,0,-0.280000
