"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,1.077219,1.077679,0.065178,0.000732,0.011264,-0.077634
1991,1.082882,1.088213,0.066488,0.000669,0.011182,-0.083670
1992,1.088855,1.096433,0.066472,0.000618,0.011931,-0.086599
1993,1.080566,1.091509,0.065185,0.000649,0.011985,-0.088762
1994,1.133598,1.141784,0.066886,0.000462,0.014026,-0.089561
1995,1.146995,1.153622,0.067190,0.000473,0.014587,-0.088878
1996,1.159159,1.165379,0.067781,0.000453,0.015077,-0.089531
1997,1.150031,1.159578,0.065269,0.000466,0.015667,-0.090949
1998,1.111187,1.126005,0.059219,0.000466,0.015644,-0.090148
1999,1.148144,1.162661,0.059591,0.000450,0.015418,-0.089976
2000,1.168311,1.184342,0.060118,0.000501,0.015242,-0.091892
2001,1.152998,1.172418,0.058864,0.000419,0.014235,-0.092938
2002,1.180890,1.204792,0.056540,0.000440,0.013648,-0.094530
2003,1.178844,1.213755,0.055944,0.000457,0.013690,-0.105001
2004,1.176250,1.209568,0.055935,0.000430,0.013189,-0.102871
2005,1.187884,1.216270,0.057043,0.000428,0.012671,-0.098528
2006,1.171181,1.193752,0.057305,0.000398,0.011985,-0.092259
2007,1.211334,1.229787,0.056493,0.000523,0.012170,-0.087639
2008,1.150971,1.162648,0.052139,0.000466,0.013434,-0.077716
2009,1.084796,1.101936,0.046705,0.000417,0.011195,-0.075457
2010,1.131982,1.151784,0.047823,0.000427,0.011056,-0.079108
2011,1.182917,1.202854,0.047538,0.000435,0.010354,-0.078263
2012,1.219968,1.243126,0.047720,0.000542,0.010724,-0.082145
2013,1.236256,1.250782,0.049443,0.000594,0.011057,-0.075620
2014,1.190378,1.200372,0.048906,0.000567,0.010428,-0.069894
2015,1.155617,1.161237,0.047572,0.000474,0.010700,-0.064366
2016,1.140188,1.142424,0.047180,0.000461,0.009868,-0.059745
2017,1.121406,1.126236,0.047939,0.000525,0.009692,-0.062986
2018,1.076147,1.080436,0.047216,0.000388,0.010509,-0.062402
2019,1.045045,1.045794,0.045560,0.000391,0.010319,-0.057018
2020,0.978344,0.984815,0.042603,0.000380,0.009488,-0.058941
2021,1.000485,1.004077,0.044062,0.000381,0.009981,-0.058017
2022,0.977204,0.978051,0.041116,0.000379,0.010099,-0.052440
2023,0.936202,0.938280,0.038579,0.000379,0.009672,-0.050708
