"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,1.084904,0.369459,0.350538,0.205859,0.159048,,,
1991,1.095652,0.370358,0.347193,0.217790,0.160311,,,
1992,1.103975,0.375211,0.341545,0.224450,0.162769,,,
1993,1.099175,0.357957,0.343148,0.228177,0.169894,,,
1994,1.149648,0.392394,0.351393,0.237449,0.168412,,,
1995,1.161763,0.380145,0.358350,0.246865,0.176402,,,
1996,1.173653,0.382723,0.361916,0.253707,0.175308,,,
1997,1.167943,0.378582,0.357627,0.255529,0.176204,,,
1998,1.134247,0.366113,0.332992,0.253550,0.181592,,,
1999,1.170971,0.388185,0.337763,0.257628,0.187395,,,
2000,1.192721,0.396748,0.347547,0.257068,0.191358,,,
2001,1.180696,0.387901,0.341713,0.261062,0.190020,,,
2002,1.212829,0.414818,0.347172,0.257166,0.193673,,,
2003,1.221610,0.433942,0.345004,0.252876,0.189789,,,
2004,1.217368,0.431649,0.344372,0.246652,0.194695,,,
2005,1.224117,0.451267,0.334746,0.240912,0.197192,,,
2006,1.201400,0.442294,0.332306,0.238006,0.188794,,,
2007,1.237359,0.492562,0.330468,0.235073,0.179256,,,
2008,1.169967,0.473328,0.301701,0.227233,0.167704,,,
2009,1.108933,0.442995,0.284880,0.223763,0.157295,,,
2010,1.158728,0.475395,0.301422,0.224048,0.157864,,,
2011,1.209478,0.536553,0.300368,0.219110,0.153448,,,
2012,1.249733,0.583288,0.300033,0.219895,0.146517,,,
2013,1.257399,0.585252,0.305198,0.216920,0.150029,,,
2014,1.206864,0.554615,0.297713,0.211886,0.142650,,,
2015,1.167825,0.529149,0.288251,0.210566,0.139859,,,
2016,1.148923,0.524056,0.274506,0.208720,0.141642,,,
2017,1.133010,0.510403,0.270720,0.206932,0.144955,,,
2018,1.086828,0.472072,0.267608,0.204460,0.142688,,,
2019,1.051690,0.449597,0.259852,0.200329,0.141912,,,
2020,0.990249,0.437913,0.232793,0.177978,0.141564,,,
2021,1.009558,0.444297,0.249758,0.179462,0.136041,,,
2022,0.983382,0.436360,0.231591,0.186114,0.129316,,,
2023,0.943401,0.411461,0.224504,0.185015,0.122421,,,
