"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,27.869016,1.747700,10.785400,65.048999
1962,27.574004,2.122000,11.344400,58.000008
1963,30.136000,2.449000,12.760000,59.577000
1964,32.681016,2.923000,14.732000,61.713000
1965,33.291012,3.047000,14.597200,59.241007
1966,35.633004,3.880000,16.389200,59.588008
1967,38.407004,4.484000,18.088000,59.274008
1968,40.754008,5.525000,19.916000,54.675008
1969,41.957000,6.795000,22.620000,51.587007
1970,42.827008,7.979000,25.946000,49.801999
1971,42.195004,8.239000,25.814000,46.978000
1972,43.363000,8.918000,27.296000,44.596008
1973,44.658008,9.989000,31.950000,42.515007
1974,40.570008,8.617000,31.290000,39.701008
1975,36.812016,7.364000,27.200000,34.888999
1976,39.371008,8.601000,30.788000,35.868000
1977,38.198004,9.005000,31.404000,34.306999
1978,41.129004,9.524000,32.998000,32.531000
1979,39.631004,10.439000,35.722000,33.644008
1980,36.955012,9.980000,36.178000,34.412000
1981,32.519008,8.782000,33.960000,31.747999
1982,32.537004,8.327000,34.906000,32.603008
1983,29.669996,8.896000,36.882000,31.388561
1984,28.666996,8.632000,38.690000,32.842000
1985,28.472004,8.664000,40.938000,33.269000
1986,29.105004,8.360000,42.124000,31.919000
1987,30.159004,9.233000,45.074000,31.097000
1988,30.138004,9.254000,49.250000,30.866000
1989,30.542004,8.660000,53.618000,30.619000
1990,29.781008,8.325000,56.176000,29.403000
1991,28.264008,8.200000,58.106000,28.106000
1992,27.277000,8.046000,56.648000,27.276000
1993,26.260000,7.617000,55.528000,25.708000
1994,25.906000,7.252000,57.054000,24.618442
1995,24.493000,6.801000,59.328000,23.056019
1996,23.844000,6.758000,60.028000,23.218000
1997,21.709000,7.123000,62.028000,22.322000
1998,18.625000,5.689000,59.776000,19.580000
1999,17.952000,5.364000,61.262000,19.045000
2000,17.094000,5.477000,63.656000,18.120621
2001,15.485000,4.972000,61.434000,15.902538
2002,14.402000,4.833000,61.372000,15.215648
2003,13.929000,5.124000,60.914000,15.289944
2004,13.603000,5.228000,61.782000,15.729419
2005,12.825000,5.320000,61.906000,16.276067
2006,12.554000,5.454000,62.194000,16.714185
2007,11.632000,5.253000,62.536000,17.750500
2008,10.884000,4.549000,61.256000,17.805100
2009,9.291000,3.941000,52.536000,16.710801
2010,9.415000,4.350000,54.728000,17.280729
2011,9.434000,4.279000,53.218000,18.373838
2012,9.320000,4.316000,51.914000,18.559120
2013,10.100000,4.669000,52.476000,21.133566
2014,9.569000,4.737800,53.252000,23.101000
2015,9.231000,4.619700,52.808000,23.918000
2016,9.293000,4.959000,52.440000,26.147000
2017,9.457000,5.216000,53.088000,28.682000
2018,9.202000,5.140000,52.112000,29.424000
2019,9.032000,5.166000,50.752000,30.349000
2020,8.203000,4.657000,45.404000,30.544000
2021,9.091000,4.908000,48.180000,33.057000
2022,8.600000,4.763000,46.950000,34.053000
2023,7.962000,4.091000,43.996956,33.756000
