"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,5.392700,0.003570,0.240200
1962,,,,5.672200,0.003253,0.190600
1963,,,,6.380000,0.005560,0.205200
1964,,,,7.366000,0.106300,0.217500
1965,,,,7.298600,0.019100,0.247100
1966,,,,8.194600,0.029670,0.350000
1967,,,,9.044000,0.061820,0.293000
1968,,,,9.958000,0.135410,0.346000
1969,,,,11.310000,0.192000,0.437000
1970,,,,12.973000,0.115000,0.525000
1971,,,,12.907000,0.081700,0.533000
1972,,,,13.648000,0.156900,0.544000
1973,,,,15.975000,0.304000,0.509000
1974,,,,15.645000,0.506800,0.742000
1975,,,,13.600000,0.164042,0.706900
1976,,,,15.394000,0.227300,0.652400
1977,,,,15.702000,0.298900,0.664100
1978,,,,16.499000,0.435500,0.627500
1979,,,,17.861000,0.458900,0.754600
1980,,,,18.089000,0.656100,0.763100
1981,,,,16.980000,0.616800,0.785900
1982,,,,17.453000,0.746300,0.855000
1983,,,,18.441000,0.807100,0.877300
1984,,,,19.345000,0.805600,0.750500
1985,,,,20.469000,0.824500,0.920100
1986,,,,21.062000,0.859400,0.900800
1987,,,,22.537000,0.859300,0.658700
1988,,,,24.625000,0.903300,0.518300
1989,,,,26.809000,1.344900,0.637600
1990,8.242548,1.031755,0.264005,28.088000,1.203800,1.012400
1991,7.992939,1.075971,0.285672,29.053000,1.236600,1.198300
1992,7.601230,1.045485,0.281652,28.324000,1.209653,1.229753
1993,7.067838,1.085524,0.763221,27.764000,1.301453,0.966576
1994,6.670503,1.173981,0.203239,28.527000,1.412200,0.976500
1995,6.600458,1.263214,0.201798,29.664000,1.544400,0.963500
1996,6.489961,1.559088,0.154231,30.014000,1.857300,0.856600
1997,6.456668,1.322777,0.200614,31.014000,1.613700,1.148900
1998,6.090115,1.168478,0.225379,29.888000,1.448000,1.213000
1999,6.047477,1.075019,0.277024,30.631000,1.364000,1.599000
2000,6.025434,1.328137,0.268261,31.828000,1.647000,1.615000
2001,5.727767,1.382391,0.238172,30.717000,1.681000,1.460000
2002,5.662982,1.517486,0.291165,30.686000,1.806000,0.890000
2003,5.465862,1.829880,0.238017,30.457000,1.985000,0.876000
2004,5.495556,1.960862,0.255998,30.891000,2.274000,1.705000
2005,5.493467,1.753714,0.220098,30.953000,2.059000,1.454665
2006,5.560336,1.650790,0.217780,31.097000,1.961000,1.456000
2007,5.658520,1.374672,0.250681,31.268000,1.664000,1.398000
2008,5.553194,1.290700,0.263588,30.628000,1.544000,1.624000
2009,5.011095,1.801284,0.201677,26.268000,2.066000,1.192000
2010,5.078194,1.791429,0.271199,27.364000,2.067819,1.643158
2011,4.912746,2.089917,0.174909,26.609000,2.404237,1.123672
2012,4.950804,2.218735,0.153761,25.957000,2.497462,0.981593
2013,5.035339,1.843203,0.203772,26.238000,2.132625,1.226871
2014,5.020538,1.736471,0.227608,26.626000,1.985900,1.416805
2015,4.933400,1.551086,0.255313,26.404000,1.810000,1.514000
2016,5.016611,1.383002,0.296559,26.220000,1.622523,1.708707
2017,5.037207,1.347443,0.342635,26.544000,1.584867,1.963833
2018,4.882530,1.070041,0.378409,26.056000,1.299515,2.172343
2019,4.787486,1.367685,0.303997,25.376000,1.574162,1.751365
2020,4.433042,1.017619,0.364277,22.702000,1.226467,1.990307
2021,4.646971,1.041942,0.423151,24.090000,1.236934,2.317505
2022,4.552359,0.909423,0.409307,23.475000,1.102514,2.338790
2023,4.269045,0.812926,0.280081,21.998478,0.969509,1.817600
