"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,1122.116919,1122.277116,1122.277112,1144.129509,1144.197379,1144.197379,1143.201218,1143.431839,1141.196049,1141.196049,1141.137735,1141.137735,1154.402755,1155.993620,1157.164510,1155.263415,1158.514908,1158.391311,1158.007407,1158.129439,1157.195595,1157.373661,1154.853303
1991,1131.204504,1131.370044,1131.370041,1152.970388,1153.630699,1153.630699,1152.632462,1152.815470,1150.117150,1150.117150,1150.071465,1150.071465,1163.030694,1164.474346,1165.634620,1167.040517,1170.047503,1170.065729,1169.691855,1169.777716,1168.897276,1169.070538,1166.552467
1992,1148.747049,1148.914627,1148.914625,1160.620466,1161.839560,1161.839560,1160.846805,1160.937447,1158.577751,1158.577751,1158.544413,1158.544413,1172.821306,1174.619006,1175.768637,1176.942570,1179.751452,1179.740098,1179.396064,1179.504316,1178.674762,1178.852016,1175.454336
1993,1140.431053,1138.718703,1138.718701,1152.960039,1154.559391,1154.559391,1153.567532,1153.568169,1150.897814,1150.897814,1150.877148,1150.877148,1166.399290,1167.714718,1168.886541,1170.196733,1172.720938,1172.647309,1172.339471,1172.487308,1171.686695,1171.862380,1169.328006
1994,1200.184851,1198.164320,1198.164318,1212.828942,1214.494598,1214.494598,1213.471586,1213.386927,1210.668969,1210.668969,1210.660444,1210.660444,1227.224211,1228.936691,1230.224698,1225.173421,1227.635678,1227.566840,1227.273012,1227.513532,1226.702225,1226.887101,1223.158367
1995,1210.907930,1213.082209,1213.082207,1226.389961,1228.053030,1228.053030,1226.574811,1226.472491,1223.692685,1223.692685,1223.687326,1223.687326,1240.762632,1242.494022,1243.848871,1237.852824,1239.998157,1239.928158,1239.619832,1239.909400,1239.048067,1239.225934,1235.873143
1996,1231.207472,1234.759399,1234.759397,1239.310288,1241.147694,1241.147694,1238.927820,1238.791931,1236.605860,1236.605860,1236.581836,1236.581836,1253.779639,1255.264198,1256.698024,1249.875688,1252.070920,1251.867569,1251.530853,1252.447045,1251.545717,1251.737657,1248.690019
1997,1226.819388,1242.027594,1242.027593,1234.781139,1236.768401,1236.768401,1234.857022,1234.648574,1231.519903,1231.519903,1231.477530,1231.477530,1251.343500,1253.057307,1254.568186,1243.367132,1245.319791,1245.112034,1244.781173,1245.139360,1244.251039,1244.449386,1240.980345
1998,1195.039041,1195.175228,1195.175227,1198.578273,1200.480083,1200.480083,1198.896372,1198.641025,1195.929468,1195.929468,1195.870149,1195.870149,1216.700382,1218.257762,1219.612015,1203.710533,1205.590472,1205.416319,1204.993482,1205.249923,1204.402538,1204.602517,1201.334399
1999,1228.241655,1228.371313,1228.371312,1233.716058,1235.780055,1235.805594,1233.871000,1233.554065,1230.877348,1230.877348,1230.797265,1230.797265,1251.662998,1253.082147,1254.575009,1239.840120,1242.191840,1242.015307,1241.611492,1241.835604,1241.036489,1241.233826,1238.120967
