"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,7.475225,5.118654,0.048279,1.769735,0.537048,0.001509
1991,7.159980,4.868415,0.039862,1.709565,0.540747,0.001391
1992,6.839953,4.646576,0.038060,1.610995,0.542642,0.001681
1993,6.497943,4.386731,0.029186,1.539395,0.540716,0.001916
1994,6.114839,4.104595,0.023225,1.451045,0.533056,0.002919
1995,5.696661,3.811059,0.019300,1.333324,0.531330,0.001647
1996,5.530589,3.794294,0.018643,1.188314,0.526917,0.002421
1997,5.307578,3.743811,0.021580,1.016934,0.524182,0.001072
1998,5.155114,3.695779,0.021966,0.913854,0.522375,0.001140
1999,5.203272,3.806031,0.023977,0.850724,0.521285,0.001255
2000,4.842098,3.516936,0.026720,0.775673,0.522119,0.000650
2001,4.781045,3.452347,0.056541,0.746673,0.524480,0.001003
2002,4.482161,3.123372,0.086029,0.745823,0.526105,0.000832
2003,4.504607,3.174266,0.112494,0.688173,0.529017,0.000656
2004,4.375896,3.076219,0.143767,0.621143,0.534303,0.000465
2005,4.208851,2.961945,0.121891,0.585503,0.538907,0.000606
2006,4.124591,2.888394,0.118791,0.573772,0.542830,0.000803
2007,4.117870,2.908809,0.117693,0.537182,0.549849,0.004337
2008,3.842802,2.734338,0.065364,0.498602,0.542842,0.001656
2009,3.511236,2.465074,0.026145,0.483312,0.535334,0.001371
2010,3.488227,2.432535,0.042798,0.472102,0.539292,0.001500
2011,3.539883,2.441752,0.101492,0.459502,0.536691,0.000445
2012,3.317044,2.235234,0.085413,0.463262,0.531879,0.001255
2013,3.115209,2.064822,0.035814,0.469512,0.544711,0.000349
2014,2.856120,1.844909,0.025327,0.451312,0.532908,0.001663
2015,2.558587,1.575525,0.022293,0.427702,0.530742,0.002325
2016,2.749334,1.769223,0.023877,0.417643,0.538115,0.000477
2017,2.661379,1.653658,0.058215,0.406983,0.541377,0.001145
2018,2.811270,1.758388,0.121229,0.393023,0.537992,0.000639
2019,2.915828,1.849984,0.134978,0.373653,0.556442,0.000771
2020,2.986421,1.938823,0.138229,0.356152,0.541420,0.011797
2021,2.965674,1.939043,0.155896,0.337573,0.532793,0.000369
2022,2.390620,1.565509,0.025802,0.307353,0.490383,0.001572
2023,2.241690,1.449826,0.006262,0.291631,0.493559,0.000412
