"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2015,-27.170000,-2.050000,-3.310000,-0.790000,-0.380000,0,0
2016,-0.940000,-0.410000,2.170000,-6.610000,-0.180000,0,0
2017,-5.310000,-0.270000,1.390000,4.520000,0.080000,0,0
2018,2.900000,-0.160000,1.530000,-1.160000,0.690000,0,0
2019,-7.630000,4.900000,-3.560000,-1.040000,2.600000,0,0
2020,-5.550000,2.470000,-0.500000,-6.880000,3.660000,0,0
2021,-2.500000,-4.430000,3.110000,10.090000,1.190000,0,0
