"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,597.758145,272.632902,111.248740,111.431754,102.338834,0.105915,,
1991,538.962839,266.466212,100.465579,91.747560,80.187990,0.095498,,
1992,498.848132,263.563928,73.678586,79.729398,81.791473,0.084746,,
1993,436.453745,242.760011,61.805981,59.242901,72.570426,0.074426,,
1994,356.482981,201.563876,37.522954,52.063970,65.267088,0.065093,,
1995,335.240749,194.683188,24.993679,49.052756,66.453868,0.057258,,
1996,299.595438,172.169309,25.157939,47.805371,54.413918,0.048900,,
1997,283.202211,168.658689,24.967648,41.113679,48.417267,0.044928,,
1998,272.429684,155.974445,29.484451,37.436823,49.482463,0.051503,,
1999,239.410363,125.276468,29.809263,37.797303,46.481641,0.045688,,
2000,222.054054,115.762110,31.227112,34.438907,40.566932,0.058994,,
2001,236.523119,131.158140,30.331859,35.172837,39.809541,0.050741,,
2002,227.119689,120.776240,30.529346,37.068079,38.694304,0.051719,,
2003,235.448383,123.701427,33.500584,38.285964,39.902329,0.058079,,
2004,235.961445,118.429984,36.441970,39.987237,41.042890,0.059364,,
2005,239.338702,120.760362,36.789459,39.091181,42.613277,0.084423,,
2006,254.907750,129.818431,37.762387,42.592017,44.639360,0.095555,,
2007,252.363256,127.139258,40.549337,44.830862,39.771436,0.072364,,
2008,242.915255,127.537072,29.615568,46.035533,39.651196,0.075885,,
2009,211.741341,114.726094,19.372132,39.720550,37.896238,0.026327,,
2010,223.608897,121.376184,22.596824,40.098946,39.505349,0.031594,,
2011,233.357988,128.251605,25.267634,40.181617,39.590930,0.066201,,
2012,232.495015,131.168854,22.918207,39.253788,39.034938,0.119228,,
2013,228.634930,127.079850,23.706663,39.405302,38.365123,0.077994,,
2014,198.654588,109.320071,20.386676,35.786187,32.763975,0.397680,,
2015,169.600551,90.134890,19.026150,31.013427,29.020260,0.405824,,
2016,178.718005,98.829664,18.401292,32.805519,28.151853,0.529677,,
2017,174.663850,90.423377,18.048493,34.850165,30.808126,0.533689,,
2018,180.485430,98.722735,18.402780,34.868647,28.015695,0.475573,,
2019,171.140417,92.189521,18.605296,37.634097,22.351388,0.360116,,
2020,157.449357,86.373278,19.817648,31.725221,19.083682,0.449528,,
2021,159.260839,85.208914,21.010960,33.572855,19.083682,0.384428,,
2022,124.821712,69.009805,13.236905,27.199412,14.502842,0.872749,,
2023,121.628302,61.315181,15.836368,26.973139,16.630864,0.872749,,
