"Year","Coal","Oil","Gas","Cement"
1950,113.891663,15.471344,1.524775,0.842828
1951,123.438994,16.687377,1.650063,0.994963
1952,131.172395,18.894125,1.686220,1.132506
1953,137.726689,20.918812,1.816710,1.282608
1954,149.895623,23.243574,1.987149,1.526865
1955,168.938202,27.174443,2.386593,1.808654
1956,182.618486,31.749901,3.237688,2.000806
1957,196.774320,36.121359,5.083266,2.326988
1958,205.357406,40.800017,7.633541,2.683746
1959,211.767104,44.936363,9.795752,3.126850
1960,214.792853,49.620957,12.592842,3.671865
1961,214.271184,54.458813,16.559326,4.104733
1962,216.336506,61.788791,20.898725,4.628923
1963,226.606444,68.247098,25.826074,4.929722
1964,235.559132,73.769481,31.667093,5.249279
1965,245.318689,79.181600,36.891938,5.855259
1966,255.076984,85.111079,41.119132,6.473809
1967,259.507109,93.620727,45.422291,6.863214
1968,259.258574,100.707533,49.680153,7.090412
1969,264.648838,108.546269,53.495298,7.279708
1970,281.369445,117.957750,49.422942,7.725658
1971,289.382681,126.637868,56.345885,8.075809
1972,299.734138,138.215988,59.558832,8.330924
1973,304.964189,149.543616,63.388341,8.678371
1974,308.029297,161.467020,67.706060,9.054568
1975,318.707637,171.420575,74.197472,9.522343
1976,328.093333,176.006131,81.790145,9.615537
1977,334.663956,182.942862,88.041457,9.754471
1978,335.525288,197.829264,93.115508,9.667521
1979,336.876696,199.279320,99.357632,9.291278
1980,354.083328,203.488956,103.441390,9.366506
1981,326.144747,208.982953,112.692691,9.445661
1982,331.057847,210.209398,119.438801,9.109415
1983,330.147142,211.046771,128.790598,9.358415
1984,329.232420,206.887008,139.869605,9.421790
1985,371.361096,206.776192,152.032413,9.381784
1986,370.514230,206.648118,150.375022,9.612440
1987,364.431563,187.873489,168.817283,9.688667
1988,354.715922,174.600163,181.189537,9.748553
1989,322.274097,164.504679,180.258807,9.725242
1990,263.167837,205.658263,216.488912,9.400942
1991,222.622055,167.015736,225.153541,8.918123
1992,245.344358,129.091445,197.352246,8.678928
1993,235.880250,94.453837,166.041232,6.397554
1994,185.817331,77.552369,144.444227,4.990997
1995,174.092628,72.283608,134.149027,3.407574
1996,146.215128,60.752692,137.963489,2.160781
1997,154.304808,49.439634,129.790229,2.415373
1998,123.078693,42.523141,155.991348,2.787527
1999,123.714060,37.496311,130.423263,2.534926
2000,122.877677,31.577721,124.314262,2.261373
2001,131.830648,33.959144,130.417337,2.474660
2002,136.227958,35.328581,116.283520,2.817473
2003,132.443748,37.207398,128.304008,3.612127
2004,135.323432,36.424263,128.408617,4.264070
2005,135.905504,36.209348,130.344963,4.785321
2006,154.040480,40.458167,126.730149,5.484277
2007,161.469339,43.070446,119.452984,6.164170
2008,154.640050,43.840638,114.802239,6.293777
2009,136.610696,42.641575,89.978046,2.590089
2010,145.421089,39.787602,100.442121,2.881962
2011,153.853440,39.729060,104.231497,3.901123
2012,158.981390,38.430703,97.275490,3.281461
2013,160.185132,37.336984,90.537767,3.396788
2014,138.372745,35.329716,75.249181,3.299186
2015,119.392944,30.481011,65.548788,3.277512
2016,126.828013,34.118931,64.211502,3.626985
2017,112.586372,35.336245,66.827929,3.557107
2018,120.544058,35.209302,67.185049,3.716216
2019,114.045907,38.476602,60.632691,3.960575
2020,102.154920,34.911252,60.882205,4.064900
2021,103.680288,37.067314,60.414798,4.338535
2022,61.251087,31.397014,44.152088,2.925552
2023,54.793325,31.054854,46.487116,3.329953
2024,54.555511,31.476111,49.476161,3.329953
