"Year","Coal","Oil","Gas","Cement","Flaring"
2000,2.499082,2.787015,1.290345,0.196006,0.094317
2001,2.513217,2.806651,1.302324,0.204898,0.091178
2002,2.628325,2.802771,1.341062,0.212610,0.088185
2003,2.856595,2.876869,1.390883,0.234016,0.093733
2004,2.951253,2.981598,1.434954,0.244522,0.093192
2005,3.138237,3.010454,1.467328,0.263858,0.094583
2006,3.312292,3.041192,1.509554,0.285834,0.094589
2007,3.472831,3.052487,1.565676,0.307369,0.093409
2008,3.588883,3.041305,1.611763,0.310425,0.091071
2009,3.548901,2.974781,1.573604,0.319489,0.089693
2010,3.798642,3.071423,1.693717,0.341652,0.092724
2011,4.013161,3.086831,1.743813,0.367016,0.097230
2012,4.057806,3.120283,1.780334,0.375915,0.102090
2013,4.081101,3.143184,1.793973,0.393377,0.104262
2014,4.097949,3.155522,1.802668,0.407328,0.104741
2015,3.999732,3.212342,1.836515,0.393195,0.104038
2016,3.909113,3.247889,1.887241,0.402879,0.101394
2017,3.955832,3.298388,1.933574,0.409374,0.104861
2018,4.029120,3.314091,2.024949,0.422175,0.110273
2019,4.012816,3.364058,2.067155,0.440973,0.118011
2020,3.893842,2.983718,2.052625,0.443246,0.109171
2021,4.085494,3.142240,2.150300,0.454936,0.109775
2022,4.216478,3.251887,2.117562,0.430879,0.108862
2023,4.267569,3.351048,2.129598,0.420384,0.112266
2024,4.313661,3.403547,2.186088,0.401970,0.113457
2025,4.339844,3.429411,2.209084,0.404077,0.114941
