"Year","CRF Production","FAO Production","CRF Import","FAO Import","CRF Export","FAO Export"
1961,4.085000,2.404000,0.000100,0.003800,0.159900,1.962700
1962,3.959000,2.514000,0.000100,0.003600,0.150300,2.133000
1963,4.346000,2.748000,0.000100,0.004600,0.172800,2.295900
1964,4.820000,2.984000,0.000200,0.008800,0.174500,2.506100
1965,5.062000,3.210000,0.000800,0.011100,0.149000,2.672800
1966,5.236000,3.466000,0.001800,0.008400,0.130100,2.899900
1967,5.236000,3.394000,0.003500,0.007700,0.117500,2.818400
1968,5.455000,3.634000,0.001900,0.009000,2.016100,3.040700
1969,5.820000,4.065000,0.009900,0.014500,1.989900,3.434100
1970,5.951000,4.266000,0.006900,0.019300,1.804600,3.559000
1971,5.764000,4.429000,0.009800,0.021900,1.280000,3.645100
1972,6.107000,4.971000,0.006400,0.020500,1.427300,4.087200
1973,6.491000,5.453000,0.004200,0.022900,1.490600,4.485200
1974,6.390000,5.523000,0.005900,0.026800,1.164800,4.603100
1975,4.992000,3.994000,0.003600,0.025300,0.807400,3.136000
1976,5.232000,4.550000,0.004500,0.030700,0.947456,3.698000
1977,5.092000,4.620000,0.005000,0.027590,1.043600,3.815400
1978,5.898000,5.140000,0.005300,0.033500,1.393200,4.300200
1979,6.851000,5.738000,0.008500,0.036500,1.696900,4.744000
1980,7.037000,5.919000,0.008100,0.053200,1.754500,4.867500
1981,7.142000,6.135000,0.011000,0.052300,1.511000,4.906000
1982,6.522000,5.895000,0.012000,0.048400,1.296000,4.899000
1983,6.979000,6.388000,0.016000,0.059000,1.422000,5.323000
1984,7.827000,7.318000,0.027000,0.070000,1.410000,6.062000
1985,7.837000,7.447000,0.023300,0.081000,1.401100,6.260200
1986,7.827000,7.549000,0.036300,0.085900,1.368100,6.275100
1987,8.339000,8.011000,0.058000,0.102000,1.491000,6.866000
1988,8.842000,8.652000,0.038000,0.114000,1.559000,7.270000
1989,8.954000,8.754000,0.042000,0.132000,1.542000,7.394000
1990,8.765000,8.968000,0.053500,0.129300,1.370400,7.633400
1991,8.413000,8.778000,0.074100,0.122000,1.316400,7.524300
1992,8.551000,9.152000,0.160533,0.147187,1.313186,7.860061
1993,9.348000,9.990000,0.060136,0.173771,1.489316,8.593000
1994,9.962000,10.909000,0.082000,0.212000,1.526033,9.502000
1995,10.088000,10.942000,0.095000,0.199000,1.336033,9.228000
1996,9.693000,10.442000,0.056300,0.186000,1.576033,8.529000
1997,11.089000,12.149000,0.047000,0.232000,1.785033,10.161000
1998,11.355000,12.703000,0.051600,0.302200,1.634500,10.978600
1999,11.579000,12.947000,0.076000,0.305000,1.882000,11.209000
2000,11.919000,13.509000,0.090021,0.356150,1.681249,11.641844
2001,11.168000,12.502000,0.132413,0.321503,1.698545,10.875436
2002,11.729000,12.789000,0.093365,0.376089,2.114159,11.451568
2003,11.948000,13.058000,0.132046,0.380207,2.384984,11.734099
2004,12.614000,14.036000,0.166433,0.420046,2.356715,12.707785
2005,11.134000,12.391140,0.222850,0.469847,2.036796,11.155096
2006,13.115000,14.189360,0.266124,0.458499,2.761445,12.905712
2007,12.856000,14.334000,0.357373,0.489601,2.551612,13.103767
2008,11.624000,13.126000,0.394770,0.497036,2.224871,11.851800
2009,8.815000,10.602000,0.344190,0.407868,1.457536,9.644277
2010,10.508000,11.758000,0.413091,0.447842,2.158714,10.820073
2011,10.362000,11.329000,0.465388,0.479804,2.475167,10.453621
2012,10.109650,10.847000,0.490141,0.461784,2.616515,9.882910
2013,10.270000,10.591998,0.403771,0.450110,2.932044,9.864242
2014,10.220980,10.407971,0.389460,0.426170,2.870701,9.737550
2015,10.247000,10.319990,0.402276,0.376741,2.986765,9.850394
2016,10.519000,10.139999,0.417556,0.368443,3.362569,9.558419
2017,10.684000,10.276018,0.467702,0.352669,3.496603,9.781655
2018,11.262000,10.540012,0.471289,0.332632,3.902115,10.034356
2019,11.200000,9.720010,0.340970,0.305599,4.361899,9.293444
2020,10.121000,8.190010,0.216765,0.322701,4.130666,7.831573
2021,10.960000,8.660010,0.143030,0.360313,4.174752,8.388558
2022,9.880000,7.935006,0.254168,0.336979,3.957230,7.025373
2023,9.231000,6.290007,0.229647,0.250306,4.230280,5.940453
