"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,28.293888,1.813260,5.563069,14.856120,0.317719,5.743720
1991,26.896783,1.802477,4.859971,14.141539,0.318696,5.774099
1992,25.182454,1.796758,4.423635,12.860728,0.314586,5.786748
1993,25.722542,1.897294,4.609039,13.076698,0.316085,5.823427
1994,26.236634,1.974686,4.850511,13.082386,0.314715,6.014336
1995,26.859207,1.954442,4.940490,13.488868,0.333727,6.141680
1996,26.825592,2.075228,4.941846,13.169886,0.341615,6.297016
1997,26.724760,2.109364,4.877044,12.934241,0.333162,6.470950
1998,26.767434,2.078136,4.658946,13.067432,0.339915,6.623005
1999,26.683333,2.044130,4.564783,13.012110,0.346266,6.716044
2000,26.924899,1.987030,4.585864,13.176122,0.356348,6.819535
2001,26.876550,2.128811,4.342339,13.108980,0.359089,6.937331
2002,27.093215,2.195891,4.466281,13.093822,0.357401,6.979819
2003,27.378237,2.299152,4.689125,12.999089,0.375753,7.015118
2004,27.461870,2.232628,4.973146,12.805668,0.392950,7.057478
2005,27.680410,1.986456,5.406789,12.773573,0.415456,7.098137
2006,27.370290,2.179963,4.786139,12.805021,0.419746,7.179421
2007,27.561285,2.137962,4.908078,12.857816,0.440666,7.216763
2008,28.162206,2.002833,5.222424,13.223544,0.435323,7.278081
2009,24.637334,1.878052,2.658376,12.482772,0.420292,7.197843
2010,23.569962,2.173924,0.647332,13.148646,0.442682,7.157378
2011,23.021768,2.026857,0.541366,12.883715,0.447306,7.122523
2012,22.836819,1.952546,0.641324,12.779651,0.431489,7.031808
2013,22.983430,1.949691,0.803158,12.827823,0.421127,6.981630
2014,23.171585,1.870483,0.780955,13.173851,0.420191,6.926105
2015,23.145696,1.806216,0.951635,13.127571,0.400866,6.859409
2016,22.813923,1.914435,0.818005,12.868685,0.385392,6.827406
2017,22.959767,1.906299,0.863754,12.885343,0.385845,6.918525
2018,22.969417,2.011175,0.789119,12.812490,0.394187,6.962445
2019,23.265508,1.964152,0.751343,13.141999,0.417287,6.990728
2020,22.975339,1.762468,0.815632,12.977472,0.398252,7.021514
2021,23.416771,1.908117,0.945018,13.209812,0.375996,6.977828
2022,21.891867,1.837061,0.629494,12.202640,0.363905,6.858767
2023,22.445666,1.683251,0.487782,12.922845,0.340270,7.011518
2024,23.341684,1.604529,0.543210,13.665126,0.353415,7.175404
