"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,2.414326,2.025870,0.868966,
200802,2.347622,2.012664,0.778637,
200803,2.157570,2.020849,0.809336,
200804,1.799583,2.141437,0.637734,
200805,1.295784,2.030907,0.572670,
200806,1.151129,1.900460,0.522095,
200807,1.143235,2.017675,0.578375,
200808,1.554208,1.986098,0.601829,
200809,2.346536,2.290330,0.724440,
200810,2.173440,2.264272,0.778637,
200811,2.028946,2.088270,0.782260,
200812,3.309507,2.104608,0.713710,
200901,2.699017,2.196626,0.828529,
200902,2.701416,2.015666,0.763060,
200903,2.470882,2.054724,0.736799,
200904,1.879499,1.948393,0.603596,
200905,0.491016,1.866841,0.424390,
200906,1.552529,1.873344,0.428921,
200907,0.579249,1.866976,0.414727,
200908,1.115359,1.936351,0.441774,
200909,1.905263,2.103297,0.527817,
200910,2.175053,2.150327,0.750253,
200911,2.271680,1.927926,0.685432,
200912,3.104366,2.219056,0.888403,
201001,3.692806,2.169960,1.007456,
201002,3.374131,2.219159,0.892787,
201003,3.277037,2.323944,0.823921,
201004,2.372496,1.796634,0.677011,
201005,1.708762,1.857418,0.506034,
201006,1.542254,1.849364,0.417395,
201007,0.735812,1.884433,0.392187,
201008,1.355411,1.976996,0.463427,
201009,2.005965,2.012611,0.577686,
201010,2.278537,2.110594,0.696693,
201011,3.034223,2.237911,0.824287,
201012,3.808111,2.663272,0.983025,
201101,3.706978,2.053466,0.933328,
201102,3.336287,2.123407,0.945229,
201103,3.333634,2.106452,0.840440,
201104,2.073811,1.823670,0.644337,
201105,1.847201,1.946263,0.577751,
201106,1.332293,1.880651,0.406884,
201107,0.487874,1.780476,0.372340,
201108,1.125354,1.977863,0.436056,
201109,1.349589,1.937999,0.430407,
201110,1.482726,2.000462,0.466294,
201111,1.786023,2.027807,0.558117,
201112,2.273235,2.098053,0.599468,
201201,2.545449,1.927506,0.745903,
201202,2.786204,2.153247,0.805434,
201203,2.090007,1.943016,0.635557,
201204,1.925388,1.820732,0.487841,
201205,1.334880,1.925467,0.405035,
201206,0.732198,1.842353,0.365904,
201207,0.663744,1.864935,0.327468,
201208,0.755561,1.941509,0.379721,
201209,1.116546,2.002445,0.452187,
201210,1.571520,2.091094,0.525072,
201211,1.654540,1.980662,0.570601,
201212,2.466469,2.134736,0.758560,
201301,3.121213,1.996276,0.774063,
201302,1.477764,1.720474,0.603389,
201303,2.654323,1.947173,0.713812,
201304,2.355978,1.845072,0.555750,
201305,1.367802,1.908773,0.375363,
201306,1.010360,1.771377,0.299094,
201307,0.755763,1.904070,0.299002,
201308,1.358363,2.005139,0.371543,
201309,1.428995,1.903682,0.430920,
201310,2.361069,2.059036,0.508248,
201311,1.548175,1.879520,0.537246,
201312,1.962397,1.859435,0.593309,
201401,2.749775,1.853012,0.792122,
201402,2.137087,1.563300,0.525613,
201403,2.136812,1.666462,0.509029,
201404,0.616773,1.772734,0.420844,
201405,1.177268,1.757494,0.394710,
201406,0.945364,1.709264,0.306572,
201407,1.296023,1.763452,0.280858,
201408,1.089979,1.859222,0.291293,
201409,1.308855,1.894964,0.351480,
201410,1.775672,2.028609,0.442180,
201411,2.125630,1.742025,0.517926,
201412,2.001925,1.903405,0.554914,
201501,2.849513,1.799727,0.598334,
201502,1.727795,1.661609,0.503333,
201503,1.483539,1.723040,0.528762,
201504,1.536097,1.642303,0.391180,
201505,0.845834,1.680648,0.269462,
201506,0.735307,1.697347,0.286430,
201507,0.818288,1.774102,0.291488,
201508,0.947635,1.817636,0.274152,
201509,0.943604,2.003536,0.332413,
201510,1.413352,1.957612,0.425253,
201511,1.469976,1.716555,0.394674,
201512,2.114417,1.881345,0.415965,
201601,2.285134,2.071095,0.680724,
201602,1.819310,1.764952,0.460101,
201603,1.875457,1.810306,0.432742,
201604,1.266470,1.785604,0.301078,
201605,2.107900,1.858521,0.222114,
201606,0.873247,1.855925,0.223211,
201607,0.611114,1.756320,0.217335,
201608,0.969475,2.035205,0.231804,
201609,1.205418,1.971295,0.219265,
201610,1.461751,2.022298,0.269861,
201611,1.996136,2.025765,0.464573,
201612,2.236521,1.951878,0.467423,
201701,1.911476,1.786575,0.525853,
201702,1.703965,1.702594,0.467650,
201703,1.774413,1.877051,0.406333,
201704,1.653001,1.705754,0.308622,
201705,1.389225,1.927821,0.246093,
201706,0.801082,1.830989,0.213379,
201707,0.903727,1.836320,0.213162,
201708,0.882785,1.940090,0.237265,
201709,1.010420,1.954039,0.236616,
201710,1.559685,2.023978,0.276384,
201711,1.482398,1.876536,0.308579,
201712,2.068612,1.733594,0.412780,
201801,2.215289,1.858354,0.496999,
201802,1.948975,1.775445,0.575039,
201803,2.610813,1.969644,0.579531,
201804,1.646520,1.705517,0.285207,
201805,1.004075,1.874729,0.220115,
