"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
1990,62.459054,62.459054,56.295694,56.903953,56.767656,56.710391,56.612607,56.624328,56.596167,56.633321,56.642957,56.644171,56.927550,56.950848,56.948987,56.966987,56.971877,56.971874,56.968380,56.914337,56.914328,56.921042,56.921042,56.922126
1991,61.062170,61.062170,55.773974,55.326029,55.326029,55.127799,55.032635,55.037109,55.016434,55.052274,55.061973,55.065641,55.184576,55.187179,55.207489,55.225267,55.230407,55.230404,55.230404,55.188760,55.188753,55.195466,55.195466,55.196595
1992,58.661562,58.661562,53.794469,54.465580,54.465580,54.272758,54.183225,54.180413,54.158249,54.204989,54.213655,54.215015,54.241537,54.264379,54.262926,54.280475,54.285528,54.285526,54.284403,54.265059,54.265055,54.271769,54.271769,54.272934
1993,59.163904,59.163904,54.696366,56.285197,56.285197,56.138393,56.050738,56.090354,56.073691,56.114100,56.122755,56.123964,56.309437,56.333268,56.331372,56.348524,56.352553,56.352553,56.348154,56.313366,56.313365,56.320078,56.320078,56.321126
1994,65.458743,65.458743,61.092170,61.686402,61.686402,61.500416,61.397489,61.388979,61.369412,61.409840,61.418594,61.419791,61.672050,61.696385,61.693973,61.711568,61.716211,61.716202,61.711042,61.732669,61.732665,61.739378,61.739378,61.740758
1995,62.675639,62.675639,58.065685,58.210008,58.210008,58.004643,57.870083,57.858584,57.838289,57.885122,57.908814,57.896305,58.098748,58.126248,58.124346,58.141560,58.145449,58.145443,58.139983,58.115518,58.115515,58.122229,58.122229,58.123846
1996,68.123204,68.123204,63.412284,64.043926,64.043926,64.009998,63.851615,63.648029,63.645949,63.688677,63.716896,63.699214,64.011394,64.038922,64.040264,64.058350,64.062409,64.062409,64.056529,64.033059,64.033056,64.039769,64.039769,64.040977
1997,66.832012,66.832012,62.280187,62.685817,62.685817,62.595096,62.377979,62.299629,62.292351,62.344158,62.368573,62.355400,62.670773,62.698087,62.703817,62.718271,62.722989,62.722992,62.719213,62.696172,62.696168,62.702586,62.702586,62.703353
1998,64.593672,64.593672,59.514212,59.535976,59.535976,59.384750,59.152257,59.147548,59.144060,59.062769,59.088944,59.075537,59.324006,59.351498,59.357390,59.375065,59.373261,59.373256,59.369603,59.351464,59.351459,59.357906,59.357906,59.358278
1999,64.064753,64.064753,59.240515,59.057304,59.057304,58.915449,58.655715,58.648134,58.680388,58.642757,58.669456,58.657321,58.845528,58.872931,58.880436,58.898262,58.894772,58.894770,58.891935,58.866897,58.866894,58.873812,58.873812,58.874612
2000,62.282885,62.282885,57.611082,57.209145,57.209145,56.969376,56.688160,56.710305,56.741553,56.814442,56.859610,56.829498,57.101248,56.973351,57.025648,57.041532,57.038246,57.038247,57.038198,57.009923,57.009919,57.016992,57.016992,57.018844
2001,67.692487,67.692487,63.192348,62.327028,62.327028,62.219400,61.950849,61.971575,62.002992,62.073112,62.128699,62.067707,62.362861,62.442640,62.524761,62.539274,62.536202,62.536206,62.536132,62.513736,62.513733,62.520748,62.520748,62.521851
2002,,69.500324,64.952196,64.833898,64.833898,64.655468,64.396840,64.395760,64.443241,64.518133,64.583560,64.575042,64.879352,64.946468,65.044552,65.061820,65.059794,65.059792,65.059823,65.040970,65.040966,65.048510,65.048510,65.049376
2003,,,,72.739577,72.739577,72.330676,72.003663,72.023817,72.044470,72.268985,72.329483,72.365651,72.436566,72.522590,72.643716,72.658370,72.657821,72.657821,72.657796,72.654324,72.654320,72.658241,72.658241,72.659748
2004,,,,68.827538,68.605074,68.455492,68.124189,68.132500,68.173215,68.370424,68.438658,68.485939,68.728849,68.821813,68.957632,68.961596,68.960758,68.960755,68.960708,68.939111,68.939107,68.945470,68.945470,68.947581
2005,,,,,57.010886,56.699713,56.347138,56.357049,56.389701,56.520147,56.569940,56.532400,56.808524,56.912315,57.031472,57.045016,57.042898,57.042898,57.047263,57.047316,57.047313,57.063735,57.063735,57.065279
2006,,,,,,68.098006,67.705089,67.737784,67.767909,67.883099,68.037615,67.943208,68.172862,68.201906,68.363821,68.379818,68.384427,68.384423,68.389147,68.370690,68.370684,68.373712,68.373712,68.374124
