"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2002,,-18.010000,-15.497692,-18.902369,-18.902369,-25.384479,-22.711112,-26.996472,-24.767473,-23.735149,-24.375011,-24.283960,-29.220016,-29.036558,-26.518885,-27.051424,-25.280971,-25.283390,-21.342355,-21.295227,-29.620555,-26.222800,-25.866051
2003,,,,-17.879637,-17.879637,-25.876511,-22.718822,-27.574199,-25.123188,-24.156318,-24.889226,-24.788432,-29.725785,-29.551941,-27.065266,-27.536716,-25.729618,-25.741093,-22.176359,-22.133397,-30.118916,-26.617314,-26.251936
2004,,,,-18.513424,-18.513424,-26.992468,-23.527953,-29.051715,-25.077434,-24.856902,-25.764562,-25.674831,-31.118677,-30.960368,-28.510239,-28.851011,-26.858930,-26.873311,-23.234483,-23.195075,-31.602680,-28.017121,-27.616486
2005,,,,,-30.964032,-31.502010,-28.528967,-32.958609,-27.799919,-28.756195,-30.094040,-29.913247,-32.124728,-31.920713,-29.558585,-30.195609,-27.765349,-27.768907,-23.866769,-23.827010,-31.656770,-28.059069,-27.633599
2006,,,,,,-33.480808,-32.437625,-37.998576,-31.369048,-32.320136,-34.091321,-33.855555,-38.366431,-38.154622,-35.869236,-36.441895,-33.859452,-33.850085,-29.279930,-29.228775,-35.545824,-31.941833,-31.535234
2007,,,,,,,-25.489102,-30.792062,-23.481481,-24.115979,-25.879124,-25.639529,-30.568173,-30.405404,-28.210481,-28.902301,-25.842637,-25.833679,-20.367506,-20.178380,-25.882751,-22.272871,-22.012787
2008,,,,,,,,-35.553684,-27.172427,-26.762290,-29.826651,-30.351510,-29.303098,-29.195915,-27.098482,-27.765107,-24.511948,-24.508601,-23.518784,-23.174429,-28.424089,-24.794933,-24.598089
2009,,,,,,,,,-40.703858,-36.267846,-39.460661,-40.166738,-41.686227,-41.810089,-40.318599,-40.428304,-36.901713,-37.005638,-35.652208,-36.445380,-40.583094,-36.940321,-35.747118
2010,,,,,,,,,,-22.260063,-24.814468,-25.475211,-28.923236,-29.394982,-29.558452,-29.789894,-25.233299,-25.546989,-23.889786,-24.789667,-28.986724,-25.338042,-24.186861
2011,,,,,,,,,,,-24.774618,-25.499844,-28.377231,-28.847795,-30.942886,-31.201317,-25.280484,-25.752172,-24.196837,-24.978844,-28.189703,-24.507085,-23.627443
2012,,,,,,,,,,,,-27.234470,-30.047988,-30.485327,-34.463186,-34.907124,-27.794667,-28.414937,-26.758802,-27.548368,-29.879702,-26.173855,-25.371745
2013,,,,,,,,,,,,,-22.554809,-22.510612,-28.469170,-29.455397,-22.019463,-21.961350,-20.302694,-21.248536,-23.058208,-19.341221,-18.572559
2014,,,,,,,,,,,,,,-22.955909,-30.526820,-33.054171,-24.780719,-24.214363,-22.876816,-23.726948,-23.497805,-20.277547,-19.394752
2015,,,,,,,,,,,,,,,-28.176621,-30.944949,-23.079218,-21.689686,-20.762123,-21.578502,-19.386353,-15.816743,-14.189247
2016,,,,,,,,,,,,,,,,-29.246881,-21.541023,-19.529570,-19.721061,-20.427962,-16.053806,-12.131396,-9.505699
2017,,,,,,,,,,,,,,,,,-23.401270,-19.968815,-18.434651,-19.063334,-13.673165,-9.679687,-5.938704
2018,,,,,,,,,,,,,,,,,,-13.057361,-10.996829,-10.178779,-4.451675,-0.326105,4.363171
2019,,,,,,,,,,,,,,,,,,,-17.488625,-16.375279,-9.366899,-5.882154,0.530745
2020,,,,,,,,,,,,,,,,,,,,-20.091083,-11.762950,-8.002643,-0.984409
2021,,,,,,,,,,,,,,,,,,,,,-2.148639,0.840485,8.552313
2022,,,,,,,,,,,,,,,,,,,,,,1.835805,9.287396
2023,,,,,,,,,,,,,,,,,,,,,,,9.180583
