"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,42.840085,53.367779,5.267643,7.829210,5.207609,-28.832156
1991,28.265698,52.042776,4.888925,7.300805,5.268978,-41.235785
1992,32.590313,51.435654,4.615881,6.698229,5.283358,-35.442808
1993,33.534395,53.379846,4.634108,6.921426,5.277187,-36.678172
1994,45.398598,58.693630,4.918545,6.983840,5.205704,-30.403121
1995,43.147874,55.171909,4.982347,6.880316,5.124593,-29.011290
1996,41.824462,60.946382,5.179157,6.863551,5.006407,-36.171034
1997,44.036831,59.369197,5.476388,6.919758,4.864850,-32.593362
1998,43.097424,56.056171,5.517808,6.801118,4.642833,-29.920506
1999,42.448981,55.398584,5.719769,6.755218,4.528306,-29.952896
2000,40.468173,53.529274,5.957919,6.674574,4.250619,-29.944213
2001,45.528704,59.015343,5.991035,6.709841,4.071907,-30.259421
2002,46.992376,61.625570,6.011149,6.771825,3.788255,-31.204422
2003,53.504960,69.203323,6.376414,6.585749,3.562736,-32.223263
2004,47.551801,65.281466,6.757321,6.426440,3.388822,-34.302248
2005,35.444032,53.588441,6.686183,6.442000,3.119066,-34.391658
2006,42.899394,64.714836,6.856353,6.483140,3.202674,-38.357609
2007,50.752818,62.603135,7.457775,6.411015,3.086593,-28.805699
2008,39.461191,54.329792,7.601664,6.499276,2.950665,-31.920206
2009,24.667346,52.461946,6.044810,6.350006,2.837201,-43.026618
2010,44.583293,60.072927,6.215647,6.581879,2.837468,-31.124627
2011,37.459459,52.592794,6.196585,6.415535,2.738463,-30.483917
2012,30.141686,47.324493,6.003865,6.322647,2.674990,-32.184310
2013,37.696737,47.949762,5.838686,6.516841,2.536498,-25.145049
2014,32.573152,44.126670,5.568938,6.590634,2.386001,-26.099091
2015,34.087220,40.548154,5.746337,6.497453,2.310513,-21.015238
2016,42.006532,43.247256,5.966328,6.562006,2.159832,-15.928889
2017,44.227450,40.823229,5.811082,6.401409,2.050853,-10.859122
2018,57.788794,41.823005,5.827152,6.494880,2.008349,1.635408
2019,51.004890,38.800199,5.493007,6.433911,1.978133,-1.700361
2020,45.184320,34.238117,5.173984,6.435156,1.915316,-2.578254
2021,55.388456,34.075667,5.473099,6.515466,1.819000,7.505224
2022,53.599157,32.729896,5.117924,6.167191,1.727554,7.856592
2023,48.025408,28.421951,4.866132,6.234993,1.648485,6.853847
2024,49.003088,26.659990,4.549318,6.401014,1.624300,9.768466
