"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,57.435100,57.435100,54.309203,53.475339,53.336443,53.294164,53.254908,53.192687,53.159910,53.172526,53.172369,53.172361,52.668992,52.644407,52.642273,52.642266,52.642268,52.642265,52.638771,52.584728,52.584728,52.584728,52.584728
1991,56.604380,56.604380,53.980415,52.067918,52.067918,51.878678,51.831441,51.761474,51.732489,51.743761,51.743689,51.746124,51.295068,51.271232,51.272522,51.272485,51.272485,51.272483,51.272483,51.230839,51.230839,51.230839,51.230839
1992,54.805260,54.805260,52.131864,51.361770,51.361770,51.173656,51.124039,51.046291,51.016082,51.028784,51.028709,51.028837,50.655150,50.632054,50.630701,50.630706,50.630707,50.630705,50.629581,50.610237,50.610237,50.610237,50.610237
1993,55.593192,55.593192,53.169989,53.242464,53.242464,53.080202,53.025896,52.948381,52.921346,52.932103,52.932016,52.931903,52.569824,52.544818,52.543818,52.543814,52.543818,52.543817,52.539419,52.504631,52.504631,52.504631,52.504631
1994,61.870680,61.870680,59.343446,58.500577,58.500577,58.314746,58.237435,58.152142,58.122345,58.131573,58.130583,58.130446,57.814197,57.790655,57.789736,57.789728,57.789725,57.789717,57.784557,57.806184,57.806184,57.806184,57.806184
1995,59.421360,59.421360,56.358992,55.102887,55.102887,54.906900,54.792376,54.709965,54.679563,54.688996,54.702231,54.688459,54.355407,54.337249,54.336924,54.336926,54.336926,54.336920,54.331460,54.306994,54.306994,54.306994,54.306994
1996,64.743880,64.743880,61.654522,60.804197,60.804197,60.588313,60.453380,60.332439,60.316946,60.327374,60.344435,60.325510,60.057601,60.039127,60.042612,60.042606,60.042609,60.042609,60.036729,60.013259,60.013259,60.013259,60.013259
1997,63.341156,63.341156,60.638950,59.161412,59.161412,58.951717,58.764636,58.760471,58.728024,58.746031,58.759160,58.744694,58.478310,58.456912,58.463622,58.463626,58.463621,58.463624,58.459845,58.436804,58.436804,58.436804,58.436804
1998,60.928056,60.928056,57.705365,56.029949,56.029949,55.809391,55.613031,55.609148,55.575627,55.454535,55.469570,55.454899,55.167729,55.142984,55.150576,55.150570,55.150572,55.150567,55.146915,55.128776,55.128776,55.128776,55.128776
1999,60.305756,60.305756,57.318215,55.474963,55.474963,55.240066,55.022371,55.015935,55.019701,54.943362,54.958411,54.944193,54.589305,54.566327,54.575465,54.575454,54.575452,54.575450,54.572615,54.547577,54.547577,54.547577,54.547577
2000,58.457160,58.457160,55.643582,53.537371,53.537371,53.309217,53.070599,53.075224,53.079085,53.112368,53.145917,53.113362,52.940614,52.758556,52.812964,52.812959,52.812960,52.812961,52.812912,52.784637,52.784637,52.784637,52.784637
2001,64.014850,64.014850,61.256348,58.690114,58.690114,58.498528,58.271015,58.275818,58.277703,58.306619,58.350429,58.286921,58.062703,58.089205,58.172927,58.172929,58.172928,58.172932,58.172859,58.150463,58.150463,58.150463,58.150463
2002,,65.734039,62.976596,61.287432,61.287432,61.042254,60.820242,60.808697,60.825655,60.854744,60.906161,60.896234,60.647130,60.661577,60.761832,60.761837,60.761839,60.761837,60.761868,60.743015,60.743015,60.743015,60.743015
2003,,,,68.861837,68.861837,68.473814,68.184675,68.206589,68.201434,68.380287,68.429686,68.464621,68.159867,68.198698,68.321897,68.321896,68.321893,68.321894,68.321869,68.318397,68.318397,68.318397,68.318397
2004,,,,64.802505,64.590936,64.452404,64.117401,64.126907,64.139376,64.289045,64.346525,64.392609,64.293186,64.343902,64.482268,64.482269,64.482271,64.482268,64.482221,64.460624,64.460624,64.460624,64.460624
2005,,,,,53.268312,52.958247,52.615886,52.626916,52.630966,52.672223,52.709561,52.669360,52.593147,52.652562,52.784884,52.784890,52.784509,52.784510,52.788874,52.788928,52.788928,52.788928,52.788928
