"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,53.295410,18.957536,13.358362,12.090840,7.750440,1.138233,,
1991,51.939478,18.775216,12.851772,11.719715,7.588087,1.004688,,
1992,51.308213,18.593748,12.337703,11.631772,7.679379,1.065611,,
1993,53.178525,21.337635,12.422801,11.168321,7.266228,0.983539,,
1994,58.591043,26.325106,12.757752,11.515197,6.754954,1.238035,,
1995,55.077494,24.012874,12.152678,11.311714,6.270262,1.329966,,
1996,60.836900,29.760300,12.015400,11.305795,6.370238,1.385167,,
1997,59.229955,27.375926,12.291868,11.858131,6.379274,1.324756,,
1998,55.952773,24.127779,11.926157,11.978891,6.476103,1.443844,,
1999,55.359118,23.581429,11.886102,12.184507,6.389158,1.317922,,
2000,53.554673,22.121652,11.916004,12.071258,6.028928,1.416831,,
2001,58.987211,27.551287,11.470519,12.178230,6.269467,1.517708,,
2002,61.590083,30.365335,11.160840,12.359960,6.224794,1.479153,,
2003,69.202539,37.439161,11.552539,12.547571,6.131558,1.531709,,
2004,65.324575,33.376224,11.627786,12.890618,6.033353,1.396594,,
2005,53.568715,22.125908,11.349848,12.870196,5.721345,1.501418,,
2006,64.657724,32.984544,11.615228,13.033299,5.611552,1.413101,,
2007,62.668935,31.002534,11.454366,13.388580,5.475350,1.348103,,
2008,54.316074,24.485548,10.908068,12.745343,4.983216,1.193900,,
2009,52.470242,25.571868,8.720441,12.173488,4.900176,1.104269,,
2010,60.052998,30.919296,10.029705,12.668070,5.228970,1.206957,,
2011,52.621872,24.911530,9.628730,12.490349,4.556353,1.034910,,
2012,47.321897,20.823517,8.412186,12.182703,4.845766,1.057725,,
2013,47.957506,22.142121,8.381699,11.961516,4.451115,1.021055,,
2014,44.113753,20.925846,7.056112,10.840238,4.336049,0.955508,,
2015,40.528308,17.755339,6.742046,10.850030,4.211910,0.968983,,
2016,43.253236,19.134032,6.806910,12.060977,4.354016,0.897301,,
2017,40.788276,17.490600,6.649478,11.463501,4.250136,0.934562,,
2018,41.859824,18.649934,6.792714,11.664881,4.026846,0.725448,,
2019,38.863249,16.223069,6.576530,11.258095,4.045938,0.759616,,
2020,34.277553,13.060058,6.274316,10.451276,3.783421,0.708482,,
2021,34.122178,13.408690,6.408580,9.993083,3.611203,0.700622,,
2022,32.782017,12.907462,5.870304,9.821831,3.374410,0.808010,,
2023,28.368308,10.090577,5.051929,9.441336,3.057836,0.726629,,
