"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,169.698386,44.309896,3.818350,0.248342,0.270417,121.051381
1991,172.535985,46.178000,3.896605,0.248621,0.258413,121.954345
1992,176.825595,49.833125,4.153342,0.250789,0.245932,122.342406
1993,179.028664,51.269727,4.469183,0.243844,0.233018,122.812891
1994,180.158040,50.927469,5.163525,0.244226,0.226787,123.596034
1995,182.707820,53.167305,5.362968,0.251300,0.220237,123.706010
1996,182.998075,53.801984,4.847479,0.241788,0.213343,123.893480
1997,189.629961,58.152833,5.252821,0.276820,0.206079,125.741408
1998,188.764717,58.288740,4.949577,0.263494,0.225874,125.037032
1999,183.138379,53.708965,4.004931,0.256762,0.246095,124.921626
2000,164.945017,55.628532,4.449324,0.240411,0.266696,104.360054
2001,142.049892,53.264526,4.265557,0.239333,0.287633,83.992842
2002,141.185592,52.255681,4.412339,0.246126,0.311129,83.960316
2003,158.068536,53.653475,4.723767,0.240404,0.332730,99.118161
2004,158.302961,55.008187,4.858821,0.228952,0.328739,97.878262
2005,146.962870,57.860211,5.936946,0.282667,0.323903,82.559143
2006,147.824815,60.811543,6.086055,0.218527,0.316817,80.391872
2007,150.100215,60.562969,6.593938,0.525936,0.313864,82.103508
2008,146.304026,61.598536,6.071377,0.162971,0.319024,78.152118
2009,143.092889,66.082318,5.298720,0.238821,0.334845,71.138184
2010,148.578970,71.136415,5.376042,0.159217,0.330401,71.576894
2011,157.200648,68.909278,5.914010,0.200456,0.358619,81.818285
2012,161.549731,73.157597,6.491913,0.308004,0.388509,81.203709
2013,147.425508,76.877876,6.430140,0.197964,0.420015,63.499513
2014,155.469627,79.565239,6.449320,0.112927,0.422230,68.919913
2015,151.721884,83.387049,6.350455,0.291530,0.350979,61.341871
2016,177.926372,83.322807,5.829350,0.267583,0.330236,88.176395
2017,194.956273,76.946069,5.869160,0.229155,0.348145,111.563743
2018,193.880034,81.276399,5.983900,0.268143,0.376638,105.974954
2019,180.291322,85.483092,6.035630,0.255568,0.356493,88.160538
2020,181.071117,76.641262,5.763040,0.252062,0.374422,98.040331
2021,186.498091,83.173093,6.666652,0.271735,0.377368,96.009244
