"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,0.039200,,
1962,,,,0.040800,,
1963,,,,0.050800,,
1964,,,,0.050800,,0.000090
1965,,,,0.073500,,0.000600
1966,,,,0.069819,,0.000900
1967,,,,0.077572,,0.001000
1968,,,,0.082004,,0.000500
1969,,,,0.085504,,0.002100
1970,,,,0.072598,,0.002100
1971,,,,0.079162,,0.002100
1972,,,,0.083909,,0.001500
1973,,,,0.081035,,0.000600
1974,,,,0.069557,,0.001600
1975,,,,0.078100,,0.001700
1976,,,,0.104900,,0.001700
1977,,,,0.108200,,0.001700
1978,,,,0.108200,,0.001700
1979,,,,0.098600,0.013100,0.000300
1980,,,,0.102000,0.018100,0.001700
1981,,,,0.099000,0.039300,0.001100
1982,,,,0.116000,0.019100,0.003400
1983,,,,0.131000,0.014500,0.000400
1984,,,,0.153700,0.001000,0.002400
1985,,,,0.168500,0.001000,0.002400
1986,,,,0.176000,0.001000,0.002400
1987,,,,0.175300,0.008800,0.009200
1988,,,,0.176000,0.003100,0.005100
1989,,,,0.176000,0.008300,0.006800
1990,0.183000,0.012100,0.007600,0.176000,0.012100,0.007600
1991,0.177000,0.012100,0.009600,0.170000,0.012100,0.009600
1992,0.160000,0.010915,0.011371,0.155000,0.009982,0.011210
1993,0.166000,0.008606,0.003518,0.161000,0.008183,0.004563
1994,0.175000,0.027347,0.005307,0.170000,0.026947,0.005245
1995,0.176000,0.051200,0.010400,0.171000,0.050000,0.010400
1996,0.123000,0.037600,0.011000,0.118000,0.036200,0.011000
1997,0.119000,0.040500,0.016400,0.118000,0.038900,0.016400
1998,0.113000,0.036400,0.023800,0.112000,0.035100,0.023800
1999,0.174050,0.038700,0.071300,0.172800,0.037800,0.071300
2000,0.206700,0.041100,0.078142,0.205000,0.040100,0.078100
2001,0.189600,0.033300,0.043314,0.188000,0.032600,0.043300
2002,0.182000,0.049800,0.039903,0.181000,0.048800,0.039860
2003,0.207000,0.090156,0.061237,0.206000,0.089156,0.060299
2004,0.225000,0.175772,0.069574,0.224000,0.173970,0.069504
2005,0.234000,0.179892,0.066601,0.233000,0.178407,0.066578
2006,0.245000,0.173851,0.036872,0.244000,0.172114,0.036420
2007,0.289000,0.180465,0.029889,0.288000,0.177028,0.029860
2008,0.319000,0.237919,0.020526,0.318000,0.235128,0.020473
2009,0.324000,0.183027,0.016633,0.323000,0.181440,0.016589
2010,0.331000,0.217533,0.016235,0.330000,0.215076,0.016234
2011,0.352056,0.250336,0.022300,0.348513,0.248502,0.021936
2012,0.377589,0.228821,0.016782,0.376000,0.227325,0.016428
2013,0.461303,0.268763,0.016279,0.459707,0.266265,0.016275
2014,0.415400,0.388414,0.020888,0.414000,0.383483,0.020878
2015,0.398562,0.371093,0.020526,0.397244,0.369384,0.020420
2016,0.382589,0.377290,0.022577,0.381271,0.376122,0.022556
2017,0.342576,0.385945,0.017390,0.341505,0.385113,0.017279
2018,0.334643,0.549651,0.012968,0.333607,0.548667,0.012967
2019,0.240621,0.395486,0.003223,0.239585,0.458739,0.004308
2020,0.241437,0.423627,0.003168,0.240448,0.422549,0.003955
2021,0.214551,0.552989,0.003550,0.361593,0.553909,0.007306
2022,,,,0.304132,0.597091,0.015834
2023,,,,0.316492,0.420115,0.010074
