"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,222.664777,47.909479,44.398455,8.526237,0.041700,121.788907
1991,226.351603,49.714973,45.100599,8.674184,0.040835,122.821012
1992,231.753162,53.763419,46.160959,8.730471,0.036137,123.062176
1993,234.376117,55.502252,46.437290,8.871739,0.038424,123.526412
1994,236.424297,55.791101,47.198000,9.028725,0.039532,124.366939
1995,239.190879,58.374888,47.327374,9.116438,0.039247,124.332931
1996,240.853393,58.535614,48.418734,9.398655,0.037930,124.462461
1997,248.720048,63.036826,49.490314,9.563194,0.036578,126.593135
1998,247.879112,63.149434,49.582842,9.497821,0.033731,125.615283
1999,242.869475,57.808626,50.109989,9.590863,0.030245,125.329753
2000,225.112675,59.870334,50.470904,9.668554,0.028200,105.074683
2001,204.327320,57.172206,52.295357,9.862017,0.120053,84.877686
2002,203.998876,56.764237,52.737279,9.904945,0.171060,84.421355
2003,223.720559,58.308690,55.085459,10.347524,0.219040,99.759847
2004,225.390626,59.816175,56.324315,10.483835,0.279516,98.486786
2005,214.818300,63.960535,56.549273,10.925092,0.381065,83.002335
2006,217.084832,67.022806,57.963036,10.845311,0.451670,80.802009
2007,220.948445,66.391506,59.512748,10.808898,0.526585,83.708709
2008,217.741257,67.762925,60.045234,10.714381,0.677616,78.541101
2009,216.200506,71.361284,60.972116,11.304403,0.831098,71.731605
2010,224.846783,75.973347,63.893271,11.348790,1.025752,72.605624
2011,234.678730,74.762680,64.565760,11.776600,1.135720,82.437970
2012,237.968801,79.526473,63.944426,11.121188,1.353455,82.023258
2013,224.539624,83.175361,63.762720,11.734200,1.617204,64.250139
2014,233.522116,85.374570,65.092859,10.996338,1.963295,70.095054
2015,231.512659,89.533938,65.431775,12.145655,2.213345,62.187946
2016,260.182146,88.583482,67.167703,12.617796,2.470276,89.342890
2017,279.815480,82.450699,69.811000,12.301300,2.746900,112.505581
2018,284.503590,86.811472,74.325720,13.223500,3.074340,107.068558
2019,272.526220,91.580621,75.351360,13.475250,3.408280,88.710709
2020,274.792405,82.443362,76.105752,13.385427,4.230104,98.627760
2021,280.101984,89.895028,75.752285,13.433410,4.418196,96.603064
